"","wbic","county","waterbody.name","event","year","month","sunnies","bluegill","crappie","bass","bullhead","suckerfish","trout","gizzard.shad","round.goby","cisco","pike","muskies","walleye","carp","sheapshead","perch","catfish","sculpin","stickleback","minnow","bigmouth.buffalo","pumpkinseed","drum","darter","dace","chub","redhorse","sunfish","golden.shiner","blowfin","dogfish","sturgeon","date","state","anthropogenic","infectious","summerkill","unknown","winterkill","acipenseridae","amiidae","catostomidae","centrarchidae","cottoidae","clupeidae","cyprinidae","esocidae","gasterosteidae","gobiidae","ictaluridae","percidae","salmonidae","sciaenidae","site","site_id","gnis_nm","lat","long","fish_families","fish_species"
"142","1580200","oneida","boom lake","612","2007",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-08","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3757,"nhd_13394777",NA,45.67548706,-89.44789363,NA,NA
"143","158700","green lake","puckaway lake","2772","2012",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-06","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9666,"nhd_6866527","puckaway lake",43.75653343,-89.17108344,NA,NA
"144","158700","green lake","puckaway lake","2772","2012",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-06","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9667,"nhd_6866527","puckaway lake",43.75653343,-89.17108344,NA,NA
"145","1587600","oneida","mcnaughton lake","630","2008",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-02-18","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3713,"nhd_13394591","mcnaughton lake",45.74690323,-89.58594975,1,1
"146","1588000","oneida","horsehead lake","1222","2008",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-26","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3659,"nhd_13394367","horsehead lake",45.78473092,-89.58689644,NA,NA
"147","1588000","oneida","horsehead lake","661","2008",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-04-14","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3659,"nhd_13394367","horsehead lake",45.78473092,-89.58689644,2,2
"148","1588200","oneida","two sisters lake","1485","2009",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-02-07","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3681,"nhd_13394453","two sisters lake",45.77110854,-89.52671198,1,1
"149","1589300","oneida","gilmore lake","2533","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-21","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3567,"nhd_13394023","gilmore lake",45.85577371,-89.55949676,NA,NA
"150","1595600","oneida","muskellunge lake","1177","2008",7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2008-06-23","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3641,"nhd_13394311","muskellunge lake",45.80001716,-89.47956193,1,2
"151","1596300","vilas","little saint germain lake","517","2007",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-07","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3454,"nhd_13393637",NA,45.91661806,-89.45370334,NA,NA
"152","1598000","oneida","chain lake","1870","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3596,"nhd_13394145","chain lake",45.84203372,-89.36745882,NA,NA
"153","159900","green lake","grand river marsh*","2801","2012",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-10","wi",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9674,"nhd_6866565",NA,43.72062062,-89.22805442,1,1
"154","1613000","oneida","big lake","1131","2008",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-04-25","wi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3699,"nhd_13394529","big lake",45.75947289,-89.12018226,1,1
"155","1618100","oneida","thunder lake","1875","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3656,"nhd_13394361","thunder lake",45.78787842,-89.21684366,NA,NA
"156","162500","green lake","little green lake","3082","2012",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-09-06","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9609,"nhd_6864901","little green lake",43.73675511,-88.98445098,NA,NA
"157","1641400","vernon","sidie hollow lake","1187","2008",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-28","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775,"nhd_13205684","sidie hollow lake",43.53868618,-90.95883191,NA,NA
"158","1642400","vernon","runge hollow lake","2042","2011",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-05-12","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776,"nhd_13206472","runge hollow lake 30",43.61508267,-91.010504,NA,NA
"159","1653500","la crosse","neshonoc lake","5","2005",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-10-05","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6455,"nhd_2454776","neshonoc lake",43.9081651,-91.05495245,NA,NA
"160","1654100","la crosse","dutch creek","802","2007",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-09-22","wi",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,2,2
"161","165700","marquette","harris pond (harrisville)","2786","2012",6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-09","wi",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9631,"nhd_6866405","harris pond",43.88408922,-89.40042243,2,2
"162","1659000","monroe","beaver creek","1110","2008",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-06","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","16600","milwaukee","mccarty park pond","600","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-10","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","168000","marquette","buffalo lake","2793","2012",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-09","wi",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9660,"nhd_6866497","buffalo lake 398",43.76041755,-89.41753952,2,2
"165","1713300","jackson","south fork halls creek","3431","2013",11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,"2013-10-23","wi",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,4,6
"166","172100","columbia","french creek","2766","2012",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-06","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","1727700","clark","arbutus lake*","2339","2011",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-07-16","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2577,"nhd_13134705","lake arbutus",44.42364697,-90.70818505,1,1
"168","1727700","clark","arbutus lake*","2339","2011",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-07-16","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2578,"nhd_13134705","lake arbutus",44.42364697,-90.70818505,1,1
"169","1769900","trempealeau","trempealeau river","3485","2013",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-11-05","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","1769900","trempealeau","trempealeau river","425","2007",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-22","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","182100","waushara","hills lake","769","2007",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10944,"nhd_9036217","hills lake",44.15149633,-89.16399969,NA,NA
"172","1839000","washburn","camp lake","1164","2008",9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-05-09","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1904,"nhd_13078255","camp lake",45.75407895,-91.56210432,1,1
"173","1844000","washburn","deep lake","367","2007",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2007-06-04","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1892,"nhd_13078193","deep lake",45.76737079,-91.77026949,1,2
"174","1867600","barron","moon lake","1798","2010",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-04-01","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2071,"nhd_13081043","moon lake",45.47197373,-91.7208306,1,1
"175","189000","langlade","joyce lake","1496","2009",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-04-20","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"176","194000","langlade","mueller lake","594","2007",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-29","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10659,"nhd_9026645","mueller lake",45.16300485,-88.98502615,NA,NA
"177","195900","portage","pickerel lake","1108","2008",9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-05-01","wi",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10903,"nhd_9036011","pickerel lake",44.31761682,-89.32412677,2,2
"178","196100","waushara","pine lake","1620","2009",12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-09-28","wi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10925,"nhd_9036109","pine lake",44.23264733,-89.16252008,1,1
"179","197300","waushara","round lake","1409","2009",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-06-10","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10943,"nhd_9036213","round lake",44.16234314,-89.16186927,1,1
"180","19900","milwaukee","brown deer park pond","584","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-07","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","20","brown","lake michigan","1859","2010",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-08-11","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,1
"182","20","door","lake michigan","3314","2013",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013-06-24","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"183","20","door","lake michigan","62","2005",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-08-11","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,1
"184","20","milwaukee","lake michigan","574","2007",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-12","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","20","oconto","lake michigan","1329","2009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-06","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","20","oconto","lake michigan","778","2007",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-08-14","wi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1
"187","200","milwaukee","greenfield park pond","106","2007",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-26","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","200","milwaukee","greenfield park pond","595","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-07","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","200","milwaukee","greenfield park pond","79","2006",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-01-25","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2048000","buffalo","little bear creek","58","2005",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-07-13","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2048500","buffalo","unnamed single-line stream t23n-r13w-s2","56","2005",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-07-13","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2065900","dunn","lake menomin","1508","2009",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-04-06","wi",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2125,"nhd_13085025","lake menomin",44.89251866,-91.91322277,3,3
"193","2065900","dunn","lake menomin","3511","2013",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-12-02","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2125,"nhd_13085025","lake menomin",44.89251866,-91.91322277,NA,NA
"194","2079400","polk","camelia lake","1722","2010",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-04-01","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6720,"nhd_2646940","camelia lake",45.33437286,-92.17685644,1,1
"195","2094000","barron","lake chetek","1175","2008",7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-06-12","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2086,"nhd_13081151","chetek flowage 135",45.33796505,-91.65365728,1,1
"196","2094000","barron","lake chetek","1376","2009",9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-05-29","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2086,"nhd_13081151","chetek flowage 135",45.33796505,-91.65365728,1,1
"197","2094000","barron","lake chetek","1797","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-07","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086,"nhd_13081151","chetek flowage 135",45.33796505,-91.65365728,NA,NA
"198","2094000","barron","lake chetek","458","2007",7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-04","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2086,"nhd_13081151","chetek flowage 135",45.33796505,-91.65365728,1,1
"199","2094100","barron","prairie lake","1397","2009",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-06-08","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2087,"nhd_13081151","chetek flowage 135",45.33796505,-91.65365728,1,1
"200","2098200","barron","lower vermillion lake","2259","2011",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-06-20","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2044,"nhd_13079193","lower vermillion lake",45.51273427,-91.961169,1,1
"201","2098800","barron","upper vermillion lake","1640","2010",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-22","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041,"nhd_13079171","upper vermillion lake",45.52201881,-91.95067193,NA,NA
"202","2103900","barron","rice lake","1176","2008",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-16","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2103900","barron","rice lake","1461","2009",7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-06-22","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"204","2103900","barron","rice lake","1725","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2103900","barron","rice lake","2263","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-13","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2104500","barron","lake desair","1399","2009",8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-03-26","wi",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2037,"nhd_13079127","lake desair",45.54452496,-91.77834673,3,3
"207","2105800","barron","butternut lake","1137","2008",9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-05-08","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,"nhd_13078839","butternut lake",45.6306858,-91.9045794,1,1
"208","2105800","barron","butternut lake","431","2007",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-05","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,"nhd_13078839","butternut lake",45.6306858,-91.9045794,1,1
"209","2106200","washburn","kekegama lake","47","2005",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06-13","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2106800","washburn","long lake","1900","2010",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-08-16","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1882,"nhd_13078143","long lake",45.7102686,-91.68991453,1,1
"211","2111700","rusk","bucks lake","821","2008",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-16","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,"nhd_13079011","bucks lake 7.7",45.57901808,-91.45512172,NA,NA
"212","2113000","washburn","birch lake","1391","2009",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-06-04","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1981,"nhd_13078713","birch lake",45.66907115,-91.54390679,1,1
