"","Fishkill.Inv.Seq.No","site_id","WBIC","Station.Name","Waterbody.Name","County","State","Lat","Long","Investigation.Start.Date","Season","Season1","Year","Cause.Category","Cause.Type","Mortality.Code","Confidence.Of.Cause.Code","Cause.Group","Cause.Detail","Investigation.Start.Month","Min.Kill.Size","Max.Kill.Size","Bass","Bigmouth.Buffalo","Bowfin","Bluegill","Bullhead","Carp","Catfish","Chub","Cisco","Crappie","Dace","Darter","Dogfish","Drum","Freshwater.Drum","Gizzard.Shad","Golden.Shiner","Minnow","Muskies","Perch","Pike","Pumpkinseed","Round.Goby","Sculpin","Shorthead.Redhorse","Stickleback","Sturgeon","Suckerfish","Sunfish","Sunnies","Trout","Walleye","Brown.Trout","Channel.Catfish","Gar","Largemouth.Bass","Northern.Pike","Rainbow.Smelt","Rock.Bass","Sauger","Smallmouth.Bass","Stonecat","White.Sucker","Whitefish","Yellow.Perch","Acipenseridae","Amiidae","Catostomidae","Centrarchidae","Clupeidae","Cyprinidae","Esocidae","Gasterosteidae","Gobiidae","Ictaluridae","Lepisosteidae","Osmeridae","Percidae","Salmonidae","Sciaenidae"
"815",232,NA,117900,"FOX RIVER - OMRO","FOX RIVER","WINNEBAGO","WI",NA,NA,"18-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"817",233,NA,130300,"LAKE WINNEBAGO - LOPEZ CHANNEL","FOX RIVER LOCK CHANNEL-MENASHA","WINNEBAGO","WI",NA,NA,"18-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","UNKNOWN",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,1
"848",234,"nhd_120052443",131100,"LAKE WINNEBAGO - ASYLUM BAY","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"18-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","INFECTIOUS","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,1
"852",235,"nhd_120052443",131100,"LAKE WINNEBAGO - OFF NEENAH","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"18-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"870",236,NA,241300,"WOLF RIVER AT WINNECONNE","WOLF RIVER","WINNEBAGO","WI",NA,NA,"18-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"853",237,"nhd_120052443",131100,"LAKE WINNEBAGO - OFF WENDT MARINA","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"19-May-07","Summer","Winter",2007,"UNKNOWN","INFECTIOUS AGENTS","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"104",238,"nhd_120052443",131100,"LAKE WINNEBAGO","LAKE WINNEBAGO","CALUMET","WI",44.01905395,-88.41003568,"21-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","INFECTIOUS","OTHER INFECTIOUS AGENT","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"149",239,NA,1179900,"WISCONSIN RIVER 0.5 MILE NORTH HWY 60","WISCONSIN RIVER","COLUMBIA","WI",NA,NA,"21-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","UNKNOWN","INFECTIOUS","OTHER INFECTIOUS AGENT","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,1
"612",240,"nhd_120052161",1579900,"PELICAN LAKE_GENERAL LAKE STATION","PELICAN LAKE","ONEIDA","WI",45.50597936,-89.19946626,"21-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","UNKNOWN","INFECTIOUS","OTHER INFECTIOUS AGENT","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"827",241,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - NEAR TRESTLE","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"21-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"828",242,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - NEAR TRESTLE","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"21-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"829",243,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - NEAR TRESTLE","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"21-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"850",244,"nhd_120052443",131100,"LAKE WINNEBAGO - CHANNEL IN OSHKOSH","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"21-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","UNKNOWN",NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,1
"472",245,NA,1451800,"RIB RIVER","BIG RIB RIVER","MARATHON","WI",NA,NA,"22-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","KNOWN","INFECTIOUS","UNKNOWN INFECTIOUS AGENT","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"743",246,NA,1769900,"TREMPEALEAU RIVER","TREMPEALEAU RIVER","TREMPEALEAU","WI",NA,NA,"22-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","OTHER INFECTIOUS AGENT","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"808",247,NA,241300,"WOLF RIVER - NAVARRINO","WOLF RIVER","WAUPACA","WI",NA,NA,"22-May-07","Summer","Winter",2007,"NOT INVESTIGATED","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Few",NA,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,1,NA,0,0,NA,NA,NA,NA,NA,0
"818",248,"nhd_6863055",139900,"LAKE BUTTE DES MORTS","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"22-May-07","Summer","Winter",2007,"ANTHROPOGENIC","ANTHROPOGENIC CONDITION","SELECTIVE","KNOWN","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"819",249,"nhd_6863055",139900,"LAKE BUTTE DES MORTS","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"22-May-07","Summer","Winter",2007,"ANTHROPOGENIC","ANTHROPOGENIC CONDITION","SELECTIVE","KNOWN","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"820",250,"nhd_6863055",139900,"LAKE BUTTE DES MORTS","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"22-May-07","Summer","Winter",2007,"ANTHROPOGENIC","ANTHROPOGENIC CONDITION","SELECTIVE","KNOWN","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"821",251,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - 41 BRIDGE","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"22-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"822",252,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - 41 BRIDGE","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"22-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"823",253,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - 41 BRIDGE","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"22-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"845",254,"nhd_120052443",131100,"LAKE WINNEBAGO","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"22-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"68",255,"nhd_1855171",2464500,"FISH LAKE_GENERAL LAKE STATION","FISH LAKE","BURNETT","WI",45.97275598,-92.11712023,"24-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","UNKNOWN INFECTIOUS AGENT","May","Few",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","0","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"851",256,"nhd_120052443",131100,"LAKE WINNEBAGO - OFF ISLAND VIEW DRIVE","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"24-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"109",257,"nhd_120052443",131100,"LAKE WINNEBAGO - WAVERLY BEACH","LAKE WINNEBAGO","CALUMET","WI",44.01905395,-88.41003568,"25-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","WINTERKILL","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"400",258,NA,241300,"WOLF RIVER","WOLF RIVER","LANGLADE","WI",NA,NA,"25-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","WINTERKILL","COMPOUND ENVIRONMENTAL STRESS","May","Excludable",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"724",259,"nhd_9029767",322800,"SHAWANO LAKE_GENERAL LAKE STATION","SHAWANO LAKE","SHAWANO","WI",44.80760297,-88.51839678,"25-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Large Number",NA,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,1,NA,NA,1,NA,0
"857",260,"nhd_120052443",131100,"LAKE WINNEBAGO OFF GEHRKES REEF","LAKE WINNEBAGO","WINNEBAGO","WI",44.01905395,-88.41003568,"25-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"869",261,NA,241300,"WOLF RIVER - UNKNOWN LOCATION","WOLF RIVER","WINNEBAGO","WI",NA,NA,"27-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","INFECTIOUS","OTHER INFECTIOUS AGENT","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"454",262,NA,49300,"WEST LAKE_GENERAL LAKE STATION","WEST LAKE","MANITOWOC","WI",NA,NA,"28-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","KNOWN","INFECTIOUS","COLUMNARIS","May","Excludable",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"635",263,NA,241300,"WOLF RIVER - SHIOCTON","WOLF RIVER","OUTAGAMIE","WI",NA,NA,"28-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","INFECTIOUS","OTHER INFECTIOUS AGENT","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,1
"725",264,"nhd_9029767",322800,"SHAWANO LAKE_GENERAL LAKE STATION","SHAWANO LAKE","SHAWANO","WI",44.80760297,-88.51839678,"28-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","INFECTIOUS","UNKNOWN","May","Excludable",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"187",265,"nhd_120053596",835100,"BEAVER DAM LAKE_GENERAL LAKE STATION","BEAVER DAM LAKE","DODGE","WI",43.49392864,-88.88436142,"29-May-07","Summer","Winter",2007,"ANTHROPOGENIC","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"188",266,"nhd_120053596",835100,"BEAVER DAM LAKE_GENERAL LAKE STATION","BEAVER DAM LAKE","DODGE","WI",43.49392864,-88.88436142,"29-May-07","Summer","Winter",2007,"ANTHROPOGENIC","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"255",267,"nhd_120052443",131100,"LAKE WINNEBAGO - NEAR FDL","LAKE WINNEBAGO","FOND DU LAC","WI",44.01905395,-88.41003568,"29-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","WINTERKILL","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"380",268,"nhd_9026645",194000,"MUELLER LAKE_GENERAL LAKE STATION","MUELLER LAKE","LANGLADE","WI",45.16300485,-88.98502615,"29-May-07","Summer","Winter",2007,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"824",269,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - LEONARDS POINT RD","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"29-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"825",270,"nhd_6863055",139900,"LAKE BUTTE DES MORTS - LEONARDS POINT RD","LAKE BUTTE DES MORTS","WINNEBAGO","WI",44.06997615,-88.63849539,"29-May-07","Summer","Winter",2007,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","UNKNOWN","UNKNOWN","May","Excludable",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
