"","Fishkill.Inv.Seq.No","site_id","WBIC","Station.Name","Waterbody.Name","County","State","Lat","Long","Investigation.Start.Date","Season","Season1","Year","Cause.Category","Cause.Type","Mortality.Code","Confidence.Of.Cause.Code","Cause.Group","Cause.Detail","Investigation.Start.Month","Min.Kill.Size","Max.Kill.Size","Bass","Bigmouth.Buffalo","Bowfin","Bluegill","Bullhead","Carp","Catfish","Chub","Cisco","Crappie","Dace","Darter","Dogfish","Drum","Freshwater.Drum","Gizzard.Shad","Golden.Shiner","Minnow","Muskies","Perch","Pike","Pumpkinseed","Round.Goby","Sculpin","Shorthead.Redhorse","Stickleback","Sturgeon","Suckerfish","Sunfish","Sunnies","Trout","Walleye","Brown.Trout","Channel.Catfish","Gar","Largemouth.Bass","Northern.Pike","Rainbow.Smelt","Rock.Bass","Sauger","Smallmouth.Bass","Stonecat","White.Sucker","Whitefish","Yellow.Perch","Acipenseridae","Amiidae","Catostomidae","Centrarchidae","Clupeidae","Cyprinidae","Esocidae","Gasterosteidae","Gobiidae","Ictaluridae","Lepisosteidae","Osmeridae","Percidae","Salmonidae","Sciaenidae"
"640",640,"nhd_2644196",2449400,"ANTLER LAKE_GENERAL LAKE STATION","ANTLER LAKE","POLK","WI",45.53782719,-92.42413486,"30-Mar-11","Winter","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","KNOWN","WINTERKILL","DISSOLVED OXYGEN","Mar","Large Number",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"417",641,"nhd_2031809",NA,"Hunt Lake","HUNT LAKE","RICE","MN",44.33217953,-93.44586954,"6-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","UNKNOWN","UNKNOWN","SUMMERKILL","DISSOLVED OXYGEN","Apr","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683",642,"nhd_12991607",2236800,"LAC SAULT DORE_GENERAL LAKE STATION","LAC SAULT DORE","PRICE","WI",45.70304573,-90.56226902,"12-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","UNKNOWN","WINTERKILL","COMPOUND ENVIRONMENTAL STRESS","Apr","Few",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"190",643,"nhd_120053596",835100,"BEAVER DAM LAKE_GENERAL LAKE STATION","BEAVER DAM LAKE","DODGE","WI",43.49392864,-88.88436142,"13-Apr-11","Summer","Winter",2011,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Apr","Fair Number",NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"191",644,"nhd_120053596",835100,"BEAVER DAM LAKE_GENERAL LAKE STATION","BEAVER DAM LAKE","DODGE","WI",43.49392864,-88.88436142,"13-Apr-11","Summer","Winter",2011,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Apr","Fair Number",NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"419",645,"nhd_1099384",NA,"Twin Lakes","TWIN LAKE","HENNEPIN","MN",45.0528229,-93.33602502,"13-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","UNKNOWN","UNKNOWN","SUMMERKILL","DISSOLVED OXYGEN","Apr","1","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"421",646,"nhd_1101636",NA,"Lake of the Isles","LORING POND","HENNEPIN","MN",44.95530916,-93.30680625,"18-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","UNKNOWN","UNKNOWN","SUMMERKILL","DISSOLVED OXYGEN","Apr","3","15","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"423",647,"nhd_1101712",NA,"Powderhorn Lake","POWDERHORN LAKE","HENNEPIN","MN",44.94166446,-93.25691512,"18-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","UNKNOWN","UNKNOWN","SUMMERKILL","DISSOLVED OXYGEN","Apr","3","15","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"425",648,"nhd_1101636",NA,"Lake of the Isles","LAKE OF THE ISLES","HENNEPIN","MN",44.95530916,-93.30680625,"18-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","UNKNOWN","UNKNOWN","SUMMERKILL","DISSOLVED OXYGEN","Apr","3","15","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"427",649,"nhd_1101754",NA,"Lake Harriet","LAKE HARRIET","HENNEPIN","MN",44.92173331,-93.30491681,"18-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","UNKNOWN","UNKNOWN","SUMMERKILL","DISSOLVED OXYGEN","Apr","2","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"733",650,NA,2440300,"RUSH RIVER - CTH Y SEC 35 T23 R17W","RUSH RIVER","ST. CROIX","WI",NA,NA,"18-Apr-11","Summer","Winter",2011,"ANTHROPOGENIC","TOXICITY","SELECTIVE","SUSPECTED","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","Apr","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"379",651,"nhd_9028145",397100,"LOWER POST LAKE_GENERAL LAKE STATION","LOWER POST LAKE","LANGLADE","WI",45.45243959,-89.08881031,"19-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","Apr","Large Number",NA,"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,1,NA,NA,NA,NA,0
"571",652,NA,497900,"UNNAMED TRIB TO LAKE MICHIGAN IN OCONTO PARK","UNNAMED SINGLE-LINE STREAM T29N-R22E-S24","OCONTO","WI",NA,NA,"20-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","KNOWN","WINTERKILL","DISSOLVED OXYGEN","Apr","Excludable",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,NA,0
"473",653,"nhd_14730272",1412200,"LAKE DUBAY_GENERAL LAKE STATION","LAKE DU BAY","MARATHON","WI",44.68045241,-89.7381612,"26-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","Apr","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"474",654,"nhd_14731992",1412200,"LAKE DUBAY_GENERAL LAKE STATION","LAKE DU BAY","MARATHON","WI",44.78820399,-89.7080383,"26-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","Apr","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"475",655,"nhd_14731996",1412200,"LAKE DUBAY_GENERAL LAKE STATION","LAKE DU BAY","MARATHON","WI",44.69944746,-89.69089156,"26-Apr-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","Apr","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"695",656,NA,1192200,"UNNAMED STREAM (1192200) S OF ELK CREEK RD  T11N, R2W, STR. 8-5","UNNAMED SINGLE-LINE STREAM T11N-R2W-S8","RICHLAND","WI",NA,NA,"27-Apr-11","Summer","Winter",2011,"ANTHROPOGENIC","TOXICITY","TOTAL","KNOWN","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","Apr","Fair Number",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"766",657,"nhd_1852579",2452600,"BEAVER LAKE_GENERAL LAKE STATION","BEAVER LAKE","WASHBURN","WI",45.96374701,-91.57344393,"3-May-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","May","UNKNOWN",NA,"1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"71",658,"nhd_2262723",2471700,"JOHNSON LAKE_GENERAL LAKE STATION","JOHNSON LAKE","BURNETT","WI",46.01953468,-92.18921617,"4-May-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","TOTAL","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","May","Large Number",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"675",659,"nhd_167120891",1409400,"STEVENS POINT FLOWAGE","WISCONSIN R FL C3-STEVENS PT","PORTAGE","WI",44.55319037,-89.62641285,"11-May-11","Summer","Winter",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","WINTERKILL","DISSOLVED OXYGEN","May","UNKNOWN",NA,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"748",660,"nhd_13206472",1642400,"RUNGE HOLLOW LAKE 2003 SURVEY","RUNGE HOLLOW LAKE","VERNON","WI",43.61508267,-91.010504,"12-May-11","Summer","Winter",2011,"UNKNOWN","UNKNOWN","SELECTIVE","SUSPECTED","ANTHROPOGENIC","UNKNOWN","May","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"750",661,NA,1289800,"SOUTH BRANCH CREEK - SOUTH BRANCH BARABOO RIVER STATION #3 BRIDGE ON ST. PATRICK RD.","SOUTH BRANCH CREEK","VERNON","WI",NA,NA,"2-Jun-11","Summer","Summer",2011,"ANTHROPOGENIC","TOXICITY","TOTAL","KNOWN","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","Jun","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"739",662,"nhd_13400551",1515200,"NORTH SPIRIT LAKE_GENERAL LAKE STATION","NORTH SPIRIT LAKE","TAYLOR","WI",45.38291832,-90.14682651,"6-Jun-11","Summer","Summer",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","SUMMERKILL","THERMAL STRESS","Jun","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"53",663,"nhd_2266031",2675000,"BASS LAKE_GENERAL LAKE STATION","BASS LAKE","BURNETT","WI",45.9516629,-92.4248378,"7-Jun-11","Summer","Summer",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","SUMMERKILL","DISSOLVED OXYGEN","Jun","Fair Number",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"779",664,"nhd_2262413",2495200,"SAND LAKE_GENERAL LAKE STATION","SAND LAKE","WASHBURN","WI",46.14787393,-92.01933263,"8-Jun-11","Summer","Summer",2011,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Jun","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"80",665,"nhd_1855411",2706800,"BIG MCKENZIE LAKE_GENERAL LAKE STATION","MCKENZIE LAKE","BURNETT","WI",45.91840533,-92.03857997,"9-Jun-11","Summer","Summer",2011,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Jun","Fair Number",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"429",666,"nhd_1097324",NA,"White Bear Lake","WHITE BEAR LAKE","RAMSEY","MN",45.0773045,-92.98046871,"9-Jun-11","Summer","Summer",2011,"NATURAL","INFECTIOUS AGENTS","UNKNOWN","UNKNOWN","INFECTIOUS","COLUMNARIS","Jun","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"430",667,"nhd_12174540",77500,"LONG LAKE","LONG LAKE","MANITOWOC","WI",44.13826755,-88.03803445,"9-Jun-11","Summer","Summer",2011,"NATURAL","INFECTIOUS AGENTS","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Jun","Large Number",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"431",668,"nhd_1099052",NA,"Bald Eagle Lake","BALD EAGLE LAKE","RAMSEY","MN",45.11415825,-93.01556735,"9-Jun-11","Summer","Summer",2011,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","Jun","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"712",669,"nhd_14708596",1295400,"LAKE DELTON_GENERAL LAKE STATION","DELTON LAKE","SAUK","WI",43.6000571,-89.77873047,"9-Jun-11","Summer","Summer",2011,"UNKNOWN","UNKNOWN","SELECTIVE","UNKNOWN","SUMMERKILL","UNKNOWN","Jun","Large Number",NA,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"433",670,"nhd_7014051",NA,"Mill Pond","SHELL ROCK RIVER","FREEBORN","MN",43.67206093,-92.9718386,"10-Jun-11","Summer","Summer",2011,"NATURAL","INFECTIOUS AGENTS","UNKNOWN","UNKNOWN","INFECTIOUS","COLUMNARIS","Jun","1","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"559",671,"nhd_6808620",462520,"CHUTE POND_GENERAL LAKE STATION","CHUTE POND","OCONTO","WI",45.12866135,-88.44911416,"10-Jun-11","Summer","Summer",2011,"NATURAL","ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Jun","UNKNOWN",NA,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"812",672,"nhd_6866301",106900,"PLEASANT LAKE_GENERAL LAKE STATION","PLEASANT LAKE","WAUSHARA","WI",43.98514307,-89.5519856,"10-Jun-11","Summer","Summer",2011,"NATURAL","UNKNOWN ENVIRONMENTAL CONDITION","SELECTIVE","SUSPECTED","INFECTIOUS","COLUMNARIS","Jun","UNKNOWN",NA,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,0,1,NA,NA,NA,NA,0
