Lake_Name,Lake_ID,Nearest_Town,County,State
Unnamed (South Portion),nhd_15021302,UNKNOWN,Clearwater,MN
Unnamed,nhd_15022000,Goldenrod,Clearwater,MN
East Cranberry,nhd_15026000,Elbow Lake Village,Clearwater,MN
Tincup,nhd_15026800,Bush Landing,Clearwater,MN
Unnamed,nhd_15027500,Naytahwaush,Clearwater,MN
Unnamed,nhd_15027900,Ponsford Landing,Clearwater,MN
Unnamed,nhd_15029100,Bagley,Clearwater,MN
Unnamed,nhd_15029300,Weme,Clearwater,MN
Unnamed,nhd_15030200,Weme,Clearwater,MN
Unnamed,nhd_15031000,Leonard,Clearwater,MN
Unnamed,nhd_15032200,Lake Itasca,Clearwater,MN
Unnamed,nhd_15033400,Zerkel,Clearwater,MN
Unnamed,nhd_15037400,Naytahwaush,Clearwater,MN
Unnamed,nhd_15042200,Lake Itasca,Clearwater,MN
Anchor Hill 2,nhd_15047100,Lake Itasca,Clearwater,MN
Anchor Hill 3,nhd_15047200,Lake Itasca,Clearwater,MN
Hunter's Shack Pond,nhd_15047400,Goldenrod,Clearwater,MN
Coffee Break,nhd_15047500,Lake Itasca,Clearwater,MN
Jeanne,nhd_15047600,Lake Itasca,Clearwater,MN
Unnamed,nhd_15047900,UNKNOWN,Clearwater,MN
Unnamed,nhd_15048000,UNKNOWN,Clearwater,MN
Unnamed,nhd_15048100,UNKNOWN,Clearwater,MN
Beaver,nhd_15048200,UNKNOWN,Clearwater,MN
Floating Moss,nhd_15048300,UNKNOWN,Clearwater,MN
Unnamed,nhd_15048400,UNKNOWN,Clearwater,MN
Unnamed,nhd_15048900,UNKNOWN,Clearwater,MN
Unnamed,nhd_15049100,UNKNOWN,Clearwater,MN
Superior,nhd_16000100,Grand Marais,Cook,MN
Dutchman,nhd_16000200,Grand Portage,Cook,MN
Unnamed,nhd_16000400,Red Rock,Cook,MN
Speckled Trout,nhd_16000500,Red Rock,Cook,MN
Unnamed,nhd_16001100,Red Rock,Cook,MN
Jackson,nhd_16001200,Hovland,Cook,MN
Prout,nhd_16001300,Red Rock,Cook,MN
Stevens,nhd_16001400,Hovland,Cook,MN
Moosehorn,nhd_16001500,Hovland,Cook,MN
Unnamed,nhd_16001600,Hovland,Cook,MN
Tom,nhd_16001900,Hovland,Cook,MN
Unnamed,nhd_16002000,Hovland,Cook,MN
Lost,nhd_16002200,Hovland,Cook,MN
Esther,nhd_16002300,Hovland,Cook,MN
Olga,nhd_16002400,Hovland,Cook,MN
Royal,nhd_16002500,Hovland,Cook,MN
Little John,nhd_16002600,Hovland,Cook,MN
McFarland,nhd_16002700,Hovland,Cook,MN
Devilfish,nhd_16002900,Hovland,Cook,MN
Highlander,nhd_16003000,Hovland,Cook,MN
Loft,nhd_16003100,Hovland,Cook,MN
Otter,nhd_16003200,Hovland,Cook,MN
Chester,nhd_16003300,Hovland,Cook,MN
South Fowl,nhd_16003400,Hovland,Cook,MN
John,nhd_16003500,Hovland,Cook,MN
North Fowl,nhd_16003600,Hovland,Cook,MN
Long,nhd_16003800,Hovland,Cook,MN
Stump,nhd_16003900,Hovland,Cook,MN
Fault,nhd_16004000,Hovland,Cook,MN
Pine,nhd_16004100,Hovland,Cook,MN
East Pike,nhd_16004200,Hovland,Cook,MN
Moose,nhd_16004300,Hovland,Cook,MN
Boys,nhd_16004400,Grand Marais,Cook,MN
Kimball,nhd_16004500,Grand Marais,Cook,MN
Mink,nhd_16004600,Grand Marais,Cook,MN
Scabbard,nhd_16004700,Covill,Cook,MN
Marsh,nhd_16004800,Covill,Cook,MN
Trout,nhd_16004900,Grand Marais,Cook,MN
Bogus,nhd_16005000,Grand Marais,Cook,MN
Benson,nhd_16005200,Grand Marais,Cook,MN
Woodpecker,nhd_16005300,Maple Hill,Cook,MN
Paine,nhd_16005700,Covill,Cook,MN
Gadwell,nhd_16006000,Grand Marais,Cook,MN
Vale,nhd_16006100,Grand Marais,Cook,MN
Spaulding,nhd_16006200,Grand Marais,Cook,MN
Bench,nhd_16006300,Grand Marais,Cook,MN
Table,nhd_16006400,Maple Hill,Cook,MN
Kiowa,nhd_16006600,Maple Hill,Cook,MN
Beaver,nhd_16006700,Maple Hill,Cook,MN
Tomato,nhd_16007000,Grand Marais,Cook,MN
Carrot,nhd_16007100,Grand Marais,Cook,MN
South Bean,nhd_16007300,Maple Hill,Cook,MN
North Shady,nhd_16007600,Grand Marais,Cook,MN
Greenwood,nhd_16007700,Grand Marais,Cook,MN
Edith,nhd_16007800,Hovland,Cook,MN
Sunfish,nhd_16007900,Grand Marais,Cook,MN
Shoe,nhd_16008000,Grand Marais,Cook,MN
Kindle,nhd_16008100,Grand Marais,Cook,MN
Spark,nhd_16008200,Maple Hill,Cook,MN
Vaseux,nhd_16008300,Hovland,Cook,MN
Fan,nhd_16008400,Hovland,Cook,MN
Pemmican,nhd_16008500,Grand Marais,Cook,MN
West Pike,nhd_16008600,Grand Marais,Cook,MN
Gogebic,nhd_16008700,Grand Marais,Cook,MN
Assinika,nhd_16008800,Grand Marais,Cook,MN
Northern Light,nhd_16008900,Grand Marais,Cook,MN
Crystal,nhd_16009000,Maple Hill,Cook,MN
Pierz,nhd_16009100,Grand Marais,Cook,MN
Squash,nhd_16009200,Maple Hill,Cook,MN
Mountain,nhd_16009300,Grand Marais,Cook,MN
Monker,nhd_16009400,Grand Marais,Cook,MN
Unnamed,nhd_16009500,Maple Hill,Cook,MN
Elbow,nhd_16009600,Grand Marais,Cook,MN
Pickerel,nhd_16009700,Grand Marais,Cook,MN
Binagami,nhd_16009800,Grand Marais,Cook,MN
Twelve,nhd_16010200,Maple Hill,Cook,MN
Logger,nhd_16010300,Maple Hill,Cook,MN
Musquash,nhd_16010400,Grand Marais,Cook,MN
Muckwa,nhd_16010500,Grand Marais,Cook,MN
Merganser,nhd_16010700,Maple Hill,Cook,MN
Pine Mountain,nhd_16010800,Grand Marais,Cook,MN
Mush,nhd_16010900,Maple Hill,Cook,MN
Circle,nhd_16011000,Maple Hill,Cook,MN
Canoe,nhd_16011200,Grand Marais,Cook,MN
Paddle,nhd_16011300,Maple Hill,Cook,MN
Alder,nhd_16011400,Grand Marais,Cook,MN
Rocky,nhd_16011500,Maple Hill,Cook,MN
Moon,nhd_16011700,Grand Marais,Cook,MN
Ruby,nhd_16011800,Maple Hill,Cook,MN
Crocodile,nhd_16011900,Grand Marais,Cook,MN
Parsnip,nhd_16012000,Maple Hill,Cook,MN
Kraut,nhd_16012300,Grand Marais,Cook,MN
Swamper,nhd_16012800,Grand Marais,Cook,MN
Cucumber,nhd_16013000,Grand Marais,Cook,MN
Onion,nhd_16013100,Maple Hill,Cook,MN
Turnip,nhd_16013200,Grand Marais,Cook,MN
Peanut,nhd_16013300,Grand Marais,Cook,MN
Jim,nhd_16013500,Grand Marais,Cook,MN
Deer,nhd_16013600,Grand Marais,Cook,MN
Rove,nhd_16013700,Maple Hill,Cook,MN
Watap,nhd_16013800,Maple Hill,Cook,MN
Clearwater,nhd_16013900,Grand Marais,Cook,MN
Caribou,nhd_16014100,Grand Marais,Cook,MN
Little Caribou,nhd_16014200,Grand Marais,Cook,MN
Devil Track,nhd_16014300,Grand Marais,Cook,MN
Eggers,nhd_16014400,Maple Hill,Cook,MN
East Twin,nhd_16014500,Grand Marais,Cook,MN
East Bearskin,nhd_16014600,Grand Marais,Cook,MN
Flour,nhd_16014700,Grand Marais,Cook,MN
Rudy,nhd_16014800,Maple Hill,Cook,MN
Locket,nhd_16014900,Maple Hill,Cook,MN
Daniels,nhd_16015000,Grand Marais,Cook,MN
Blueberry,nhd_16015100,Grand Marais,Cook,MN
Digit,nhd_16015200,Grand Marais,Cook,MN
Unnamed,nhd_16015300,Grand Marais,Cook,MN
Track,nhd_16015400,Maple Hill,Cook,MN
Pit,nhd_16015500,Grand Marais,Cook,MN
Two Island,nhd_16015600,Grand Marais,Cook,MN
Dick,nhd_16015700,Grand Marais,Cook,MN
Olson,nhd_16015800,Grand Marais,Cook,MN
Junco,nhd_16015900,Maple Hill,Cook,MN
Thompson,nhd_16016000,Grand Marais,Cook,MN
Pocket,nhd_16016200,Maple Hill,Cook,MN
Pendant,nhd_16016300,Maple Hill,Cook,MN
Bath,nhd_16016400,Grand Marais,Cook,MN
Dislocation,nhd_16016700,Grand Marais,Cook,MN
Kroft,nhd_16016800,Maple Hill,Cook,MN
Rum,nhd_16016900,Maple Hill,Cook,MN
Little Trout,nhd_16017000,Grand Marais,Cook,MN
Ram,nhd_16017400,Grand Marais,Cook,MN
Bower Trout,nhd_16017500,Maple Hill,Cook,MN
Marshall,nhd_16017600,Maple Hill,Cook,MN
Dugout,nhd_16017700,Maple Hill,Cook,MN
Skidway,nhd_16017800,Maple Hill,Cook,MN
Ball Club,nhd_16018200,Grand Marais,Cook,MN
Abita,nhd_16018400,Grand Marais,Cook,MN
West Twin,nhd_16018600,Grand Marais,Cook,MN
Talus,nhd_16018700,Grand Marais,Cook,MN
Kemo,nhd_16018800,Grand Marais,Cook,MN
Moses,nhd_16018900,Maple Hill,Cook,MN
Thrush,nhd_16019100,Grand Marais,Cook,MN
Thrasher,nhd_16019200,Grand Marais,Cook,MN
Mit,nhd_16019300,Grand Marais,Cook,MN
Pine,nhd_16019400,Grand Marais,Cook,MN
Lantern,nhd_16019500,Maple Hill,Cook,MN
Wampus,nhd_16019600,Grand Marais,Cook,MN
Spen,nhd_16019700,Maple Hill,Cook,MN
Leo,nhd_16019800,Grand Marais,Cook,MN
Lizz,nhd_16019900,Grand Marais,Cook,MN
Road,nhd_16020000,Grand Marais,Cook,MN
Lace,nhd_16020100,Maple Hill,Cook,MN
Squint,nhd_16020200,Grand Marais,Cook,MN
Aspen,nhd_16020400,Grand Marais,Cook,MN
Bear Club,nhd_16020500,Grand Marais,Cook,MN
Unnamed,nhd_16020600,Maple Hill,Cook,MN
Shoko,nhd_16020800,Grand Marais,Cook,MN
Glenn,nhd_16020900,Maple Hill,Cook,MN
Quiver,nhd_16021000,Grand Marais,Cook,MN
Night Hawk,nhd_16021400,Maple Hill,Cook,MN
Swamp,nhd_16021500,Grand Marais,Cook,MN
Morgan,nhd_16022000,Maple Hill,Cook,MN
Carl,nhd_16022100,Maple Hill,Cook,MN
Jackal,nhd_16022200,Maple Hill,Cook,MN
Lux,nhd_16022300,Maple Hill,Cook,MN
Vista,nhd_16022400,Grand Marais,Cook,MN
Misquah,nhd_16022500,Grand Marais,Cook,MN
Lima,nhd_16022600,Grand Marais,Cook,MN
Hungry Jack,nhd_16022700,Grand Marais,Cook,MN
Bearskin,nhd_16022800,Grand Marais,Cook,MN
Bearskin (main basin),nhd_16022801,UNKNOWN,Cook,MN
Bogenho,nhd_16022802,UNKNOWN,Cook,MN
Rat,nhd_16022900,Maple Hill,Cook,MN
Rose,nhd_16023000,Maple Hill,Cook,MN
Unnamed,nhd_16023100,Maple Hill,Cook,MN
Duncan,nhd_16023200,Grand Marais,Cook,MN
Partridge,nhd_16023300,Grand Marais,Cook,MN
Moss,nhd_16023400,Grand Marais,Cook,MN
McDonald,nhd_16023500,Grand Marais,Cook,MN
Lac,nhd_16023600,Maple Hill,Cook,MN
Hand,nhd_16023800,Grand Marais,Cook,MN
Poplar,nhd_16023900,Grand Marais,Cook,MN
Caribou,nhd_16024000,Grand Marais,Cook,MN
Horseshoe,nhd_16024100,Maple Hill,Cook,MN
South,nhd_16024400,Maple Hill,Cook,MN
Dunn,nhd_16024500,Grand Marais,Cook,MN
East Otter,nhd_16024600,Maple Hill,Cook,MN
Birch,nhd_16024700,Grand Marais,Cook,MN
Ward,nhd_16024800,Lutsen,Cook,MN
Mark,nhd_16025000,Grand Marais,Cook,MN
Turtle,nhd_16025100,Lutsen,Cook,MN
Pike,nhd_16025200,Grand Marais,Cook,MN
Deer Yard,nhd_16025300,Lutsen,Cook,MN
Swamp,nhd_16025600,Maple Hill,Cook,MN
Babble,nhd_16025700,Lutsen,Cook,MN
Shrike,nhd_16025800,Maple Hill,Cook,MN
Zoo,nhd_16025900,Maple Hill,Cook,MN
Echo,nhd_16026600,Maple Hill,Cook,MN
Vernon,nhd_16026700,Grand Marais,Cook,MN
Swan,nhd_16026800,Grand Marais,Cook,MN
Bull,nhd_16027000,Lutsen,Cook,MN
Cow,nhd_16027100,Maple Hill,Cook,MN
Calf,nhd_16027400,Maple Hill,Cook,MN
Crow,nhd_16028700,Grand Marais,Cook,MN
Eagle,nhd_16028800,Maple Hill,Cook,MN
Whale,nhd_16029100,Maple Hill,Cook,MN
Unnamed,nhd_16029700,Grand Marais,Cook,MN
One Island,nhd_16029800,Maple Hill,Cook,MN
Rush,nhd_16029900,Maple Hill,Cook,MN
Bedew,nhd_16030000,Maple Hill,Cook,MN
Lum,nhd_16030300,Maple Hill,Cook,MN
Skipper,nhd_16030400,Maple Hill,Cook,MN
Meeds,nhd_16030700,Grand Marais,Cook,MN
Prune,nhd_16030800,Grand Marais,Cook,MN
Henson,nhd_16031400,Grand Marais,Cook,MN
Pillsbery,nhd_16031800,Maple Hill,Cook,MN
Gaskin,nhd_16031900,Maple Hill,Cook,MN
Allen,nhd_16032000,Grand Marais,Cook,MN
Portage,nhd_16032700,Grand Marais,Cook,MN
Iron,nhd_16032800,Grand Marais,Cook,MN
Little North,nhd_16032900,Maple Hill,Cook,MN
Little Gunflint,nhd_16033000,Maple Hill,Cook,MN
North,nhd_16033100,Grand Marais,Cook,MN
Sock,nhd_16033500,Grand Marais,Cook,MN
Topper,nhd_16033600,Grand Marais,Cook,MN
Mayhew,nhd_16033700,Grand Marais,Cook,MN
Whisker,nhd_16033800,Maple Hill,Cook,MN
Little Mayhew,nhd_16033900,Grand Marais,Cook,MN
West Pope,nhd_16034100,Grand Marais,Cook,MN
East Pope,nhd_16034200,Grand Marais,Cook,MN
Surber,nhd_16034300,Grand Marais,Cook,MN
Bigsby,nhd_16034400,Lutsen,Cook,MN
Tomash,nhd_16034500,Lutsen,Cook,MN
Cascade,nhd_16034600,Lutsen,Cook,MN
Little Cascade,nhd_16034700,Lutsen,Cook,MN
Brule,nhd_16034800,Grand Marais,Cook,MN
Wanihigan,nhd_16034900,Maple Hill,Cook,MN
Banadad,nhd_16035000,Maple Hill,Cook,MN
Finn,nhd_16035100,Maple Hill,Cook,MN
Omega,nhd_16035300,Maple Hill,Cook,MN
Winchell,nhd_16035400,Grand Marais,Cook,MN
Little Iron,nhd_16035500,Grand Marais,Cook,MN
Gunflint,nhd_16035600,Grand Marais,Cook,MN
Crab,nhd_16035700,Grand Marais,Cook,MN
Barker,nhd_16035800,Lutsen,Cook,MN
Agnes,nhd_16035900,Lutsen,Cook,MN
Caribou,nhd_16036000,Lutsen,Cook,MN
Williams,nhd_16036100,Lutsen,Cook,MN
Slip,nhd_16036200,Lutsen,Cook,MN
Dogtrot,nhd_16036300,Lutsen,Cook,MN
Bulge,nhd_16036400,Lutsen,Cook,MN
Clara,nhd_16036500,Lutsen,Cook,MN
Holly,nhd_16036600,Lutsen,Cook,MN
Mistletoe,nhd_16036800,Lutsen,Cook,MN
White Pine,nhd_16036900,Lutsen,Cook,MN
Strobus,nhd_16037000,Lutsen,Cook,MN
Christine,nhd_16037300,Lutsen,Cook,MN
Wills,nhd_16037400,Lutsen,Cook,MN
Pipe,nhd_16037500,Lutsen,Cook,MN
Tobacco,nhd_16037600,Lutsen,Cook,MN
Hilly,nhd_16037700,Lutsen,Cook,MN
Kinogami,nhd_16037800,Lutsen,Cook,MN
Gust,nhd_16038000,Grand Marais,Cook,MN
Jock Mock,nhd_16038100,Lutsen,Cook,MN
Lichen,nhd_16038200,Lutsen,Cook,MN
Bouder,nhd_16038300,Grand Marais,Cook,MN
Tait,nhd_16038400,Lutsen,Cook,MN
Fleck,nhd_16038500,Lutsen,Cook,MN
East Pipe,nhd_16038600,Lutsen,Cook,MN
West Pipe,nhd_16038700,Lutsen,Cook,MN
Unnamed,nhd_16038800,Maple Hill,Cook,MN
Mulligan,nhd_16038900,Lutsen,Cook,MN
Mid Cone,nhd_16039100,Lutsen,Cook,MN
Lower Cone,nhd_16039300,Maple Hill,Cook,MN
Cam,nhd_16039700,Lutsen,Cook,MN
Wench,nhd_16039800,Lutsen,Cook,MN
Unnamed,nhd_16039900,Maple Hill,Cook,MN
Lily,nhd_16040000,Maple Hill,Cook,MN
Juno,nhd_16040200,Lutsen,Cook,MN
Whip,nhd_16040300,Lutsen,Cook,MN
Star,nhd_16040500,Lutsen,Cook,MN
Homer,nhd_16040600,Lutsen,Cook,MN
Axe,nhd_16040700,Lutsen,Cook,MN
Squire,nhd_16040800,Lutsen,Cook,MN
Vern,nhd_16040900,Lutsen,Cook,MN
Whack,nhd_16041000,Lutsen,Cook,MN
Upper Cone,nhd_16041200,Lutsen,Cook,MN
Vesper,nhd_16041400,Lutsen,Cook,MN
Tucker,nhd_16041700,Grand Marais,Cook,MN
East Dawkins,nhd_16041800,Maple Hill,Cook,MN
Sebeka,nhd_16042300,Maple Hill,Cook,MN
Ross,nhd_16042400,Maple Hill,Cook,MN
Cave,nhd_16042500,Maple Hill,Cook,MN
Muskeg,nhd_16042700,Maple Hill,Cook,MN
Kiskadinna,nhd_16042800,Grand Marais,Cook,MN
Davis,nhd_16043500,Lutsen,Cook,MN
Cash,nhd_16043800,Lutsen,Cook,MN
Cliff,nhd_16044600,Maple Hill,Cook,MN
Loon,nhd_16044800,Grand Marais,Cook,MN
Extortion,nhd_16045000,Grand Marais,Cook,MN
Trip,nhd_16045100,Lutsen,Cook,MN
Silver,nhd_16045200,Lutsen,Cook,MN
Rice,nhd_16045300,Lutsen,Cook,MN
Crescent,nhd_16045400,Grand Marais,Cook,MN
Stem,nhd_16045500,Lutsen,Cook,MN
North Temperance,nhd_16045600,Lutsen,Cook,MN
South Temperance,nhd_16045700,Lutsen,Cook,MN
Town,nhd_16045800,Lutsen,Cook,MN
Dawkins,nhd_16045900,Maple Hill,Cook,MN
Long Island,nhd_16046000,Grand Marais,Cook,MN
Karl,nhd_16046100,Grand Marais,Cook,MN
Magnetic,nhd_16046300,Maple Hill,Cook,MN
Bradley,nhd_16046500,Lutsen,Cook,MN
Oberg,nhd_16046600,Tofte,Cook,MN
Iowa,nhd_16046700,Lutsen,Cook,MN
Anderson,nhd_16047000,Tofte,Cook,MN
Manymoon,nhd_16047300,Lutsen,Cook,MN
Missouri,nhd_16047400,Lutsen,Cook,MN
Pancore,nhd_16047500,Tofte,Cook,MN
Kelly,nhd_16047600,Tofte,Cook,MN
Burnt,nhd_16047700,Lutsen,Cook,MN
Peterson,nhd_16047800,Tofte,Cook,MN
Wee,nhd_16048300,Tofte,Cook,MN
Midget,nhd_16048400,Lutsen,Cook,MN
Baker,nhd_16048600,Lutsen,Cook,MN
Marsh,nhd_16048800,Tofte,Cook,MN
Moore,nhd_16048900,Lutsen,Cook,MN
Sober,nhd_16049100,Lutsen,Cook,MN
Temperance River,nhd_16049200,Lutsen,Cook,MN
Pagoda,nhd_16049300,Lutsen,Cook,MN
Flame,nhd_16049400,Lutsen,Cook,MN
Smoke,nhd_16049500,Lutsen,Cook,MN
Sawbill,nhd_16049600,Tofte,Cook,MN
Sitka,nhd_16051300,Lutsen,Cook,MN
Ada,nhd_16051500,Tofte,Cook,MN
Clam,nhd_16051800,Lutsen,Cook,MN
Weird,nhd_16052000,Lutsen,Cook,MN
Jack,nhd_16052100,Lutsen,Cook,MN
Handle,nhd_16052200,Lutsen,Cook,MN
Cherokee,nhd_16052400,Tofte,Cook,MN
Cross Bay,nhd_16052600,Lutsen,Cook,MN
Snipe,nhd_16052700,Lutsen,Cook,MN
Mavis,nhd_16052800,Grand Marais,Cook,MN
Missing Link,nhd_16052900,Grand Marais,Cook,MN
Blue Snow,nhd_16053200,Prairie Portage,Cook,MN
Howl,nhd_16053500,Forest Center,Cook,MN
Hubbub,nhd_16053700,Forest Center,Cook,MN
Copper,nhd_16053800,Forest Center,Cook,MN
Rib,nhd_16054400,Maple Hill,Cook,MN
Lower George,nhd_16054600,Maple Hill,Cook,MN
Doe,nhd_16054800,Lutsen,Cook,MN
Gordon,nhd_16056900,Grand Marais,Cook,MN
Unload,nhd_16057000,Lutsen,Cook,MN
Frost,nhd_16057100,Tofte,Cook,MN
Granite,nhd_16058000,Prairie Portage,Cook,MN
Clove,nhd_16058100,Prairie Portage,Cook,MN
Larch,nhd_16058200,Grand Marais,Cook,MN
Meditation,nhd_16058300,Tofte,Cook,MN
East Kerfoot,nhd_16058600,Prairie Portage,Cook,MN
West Kerfoot,nhd_16058700,Prairie Portage,Cook,MN
Mine,nhd_16059700,Grand Marais,Cook,MN
Everett,nhd_16059900,Prairie Portage,Cook,MN
Brandt,nhd_16060000,Prairie Portage,Cook,MN
Honker,nhd_16060100,Prairie Portage,Cook,MN
Flying,nhd_16060200,Prairie Portage,Cook,MN
Gaiter,nhd_16060300,Prairie Portage,Cook,MN
Edith,nhd_16060400,Prairie Portage,Cook,MN
Ron,nhd_16060500,Prairie Portage,Cook,MN
Round,nhd_16060600,Grand Marais,Cook,MN
Unnamed,nhd_16060700,Prairie Portage,Cook,MN
Ham,nhd_16060800,Grand Marais,Cook,MN
Morris,nhd_16060900,Grand Marais,Cook,MN
Marabaeuf,nhd_16061000,Grand Marais,Cook,MN
Shadow,nhd_16061100,Prairie Portage,Cook,MN
Reward,nhd_16061200,Prairie Portage,Cook,MN
Tenor,nhd_16061300,Prairie Portage,Cook,MN
Prayer,nhd_16061500,Prairie Portage,Cook,MN
Devils Elbow,nhd_16061600,Grand Marais,Cook,MN
Gneiss,nhd_16061700,Grand Marais,Cook,MN
Ambush,nhd_16061800,Tofte,Cook,MN
Onagon,nhd_16061900,Prairie Portage,Cook,MN
Tepee,nhd_16062100,Prairie Portage,Cook,MN
Alton,nhd_16062200,Tofte,Cook,MN
Tuscarora,nhd_16062300,Grand Marais,Cook,MN
Crag,nhd_16062500,Prairie Portage,Cook,MN
Paulson,nhd_16062600,Grand Marais,Cook,MN
Bingshick,nhd_16062700,Grand Marais,Cook,MN
Green,nhd_16062800,Tofte,Cook,MN
Sea Gull,nhd_16062900,Grand Marais,Cook,MN
Gull,nhd_16063200,Grand Marais,Cook,MN
Gull (Main Basin),nhd_16063201,UNKNOWN,Cook,MN
Gull (South East Basin),nhd_16063202,UNKNOWN,Cook,MN
Saganaga,nhd_16063300,Grand Marais,Cook,MN
Saganaga (Area 1),nhd_16063301,UNKNOWN,Cook,MN
Saganaga (Areas 2 and 4),nhd_16063302,UNKNOWN,Cook,MN
Saganaga (Area 3),nhd_16063303,UNKNOWN,Cook,MN
Saganaga (Area 5),nhd_16063305,UNKNOWN,Cook,MN
Saganaga (Area 6),nhd_16063306,UNKNOWN,Cook,MN
Saganaga (Area 7),nhd_16063307,UNKNOWN,Cook,MN
Saganaga (Area 8),nhd_16063308,UNKNOWN,Cook,MN
Dyers,nhd_16063400,Schroeder,Cook,MN
East Fox,nhd_16063600,Tofte,Cook,MN
Fox,nhd_16063700,Tofte,Cook,MN
Four Mile,nhd_16063900,Tofte,Cook,MN
Waffle,nhd_16064000,Schroeder,Cook,MN
Pancake,nhd_16064100,Tofte,Cook,MN
Wringer,nhd_16064200,Tofte,Cook,MN
Richey,nhd_16064300,Tofte,Cook,MN
Cedar,nhd_16064400,Tofte,Cook,MN
Toohey,nhd_16064500,Schroeder,Cook,MN
Finger,nhd_16064600,Tofte,Cook,MN
Big Snow,nhd_16064700,Sawbill Landing,Cook,MN
Little Snow,nhd_16065100,Tofte,Cook,MN
Retreat,nhd_16065200,Sawbill Landing,Cook,MN
Hog,nhd_16065300,Tofte,Cook,MN
Timber,nhd_16065400,Sawbill Landing,Cook,MN
Tail,nhd_16065500,Tofte,Cook,MN
Grace,nhd_16065700,Forest Center,Cook,MN
Ella,nhd_16065800,Forest Center,Cook,MN
Beth,nhd_16065900,Tofte,Cook,MN
Poet,nhd_16066000,Forest Center,Cook,MN
Sunhigh,nhd_16066300,Forest Center,Cook,MN
Wonder,nhd_16066400,Lutsen,Cook,MN
Dollar,nhd_16066600,Sawbill Landing,Cook,MN
Vyre,nhd_16066700,Sawbill Landing,Cook,MN
Mesaba,nhd_16067300,Tofte,Cook,MN
Hug,nhd_16067400,Forest Center,Cook,MN
Dent,nhd_16067700,Forest Center,Cook,MN
Wine,nhd_16068600,Tofte,Cook,MN
Zenith,nhd_16068900,Forest Center,Cook,MN
Barto,nhd_16070100,Forest Center,Cook,MN
Lujenida,nhd_16070500,Forest Center,Cook,MN
Kelso,nhd_16070600,Forest Center,Cook,MN
Fern,nhd_16071600,Prairie Portage,Cook,MN
West Fern,nhd_16071800,Tofte,Cook,MN
Virgin,nhd_16071900,Prairie Portage,Cook,MN
Rattle,nhd_16072000,Grand Marais,Cook,MN
Elm,nhd_16072100,Tofte,Cook,MN
Ecstasy,nhd_16072200,Tofte,Cook,MN
Crooked,nhd_16072300,Grand Marais,Cook,MN
Owl,nhd_16072600,Tofte,Cook,MN
Tarry,nhd_16073100,Prairie Portage,Cook,MN
Mora,nhd_16073200,Tofte,Cook,MN
Whipped,nhd_16073900,Forest Center,Cook,MN
Fente,nhd_16074100,Forest Center,Cook,MN
Hub,nhd_16074800,Schroeder,Cook,MN
Bat,nhd_16075200,Grand Marais,Cook,MN
Gillis,nhd_16075300,Grand Marais,Cook,MN
French,nhd_16075500,Grand Marais,Cook,MN
Powell,nhd_16075600,Tofte,Cook,MN
Peter,nhd_16075700,Tofte,Cook,MN
Alpine,nhd_16075900,Grand Marais,Cook,MN
Jimmy,nhd_16076300,Grand Marais,Cook,MN
Rog,nhd_16076500,Tofte,Cook,MN
Jasper,nhd_16076800,Grand Marais,Cook,MN
Ray,nhd_16076900,Schroeder,Cook,MN
Glossy Squat,nhd_16078100,Prairie Portage,Cook,MN
Glee,nhd_16078200,Prairie Portage,Cook,MN
Fay,nhd_16078300,Grand Marais,Cook,MN
Seahorse,nhd_16078600,Prairie Portage,Cook,MN
Unnamed,nhd_16078800,Prairie Portage,Cook,MN
Howard,nhd_16078900,Tofte,Cook,MN
Red Rock,nhd_16079300,Tofte,Cook,MN
Lone,nhd_16079500,Prairie Portage,Cook,MN
Unnamed,nhd_16079600,Prairie Portage,Cook,MN
Roy,nhd_16079700,Prairie Portage,Cook,MN
Grandpa,nhd_16079800,Schroeder,Cook,MN
Larry,nhd_16080100,Prairie Portage,Cook,MN
Elbow,nhd_16080500,Sawbill Landing,Cook,MN
Elbow (Main Basin),nhd_16080501,UNKNOWN,Cook,MN
Frear,nhd_16080600,Sawbill Landing,Cook,MN
Knight,nhd_16080700,Tofte,Cook,MN
Phoebe,nhd_16080800,Forest Center,Cook,MN
Little Saganaga,nhd_16080900,Tofte,Cook,MN
Gabimichigami,nhd_16081100,Tofte,Cook,MN
Kingfisher,nhd_16081200,Prairie Portage,Cook,MN
Zephyr,nhd_16081300,Prairie Portage,Cook,MN
Unnamed,nhd_16081400,Covill,Cook,MN
Unnamed,nhd_16081600,Hovland,Cook,MN
Unnamed,nhd_16083700,Lutsen,Cook,MN
Unnamed,nhd_16084000,Prairie Portage,Cook,MN
Margaret,nhd_16089600,Hovland,Cook,MN
Weasel,nhd_16089700,Grand Marais,Cook,MN
Unnamed,nhd_16089900,Maple Hill,Cook,MN
Granite Bay,nhd_16090000,Prairie Portage,Cook,MN
Swamp River Reservoir,nhd_16090100,Hovland,Cook,MN
Unnamed,nhd_16090300,Hovland,Cook,MN
Feather,nhd_16090500,Tofte,Cook,MN
Gasket,nhd_16090900,UNKNOWN,Cook,MN
Jump,nhd_16091000,UNKNOWN,Cook,MN
Unnamed,nhd_16091100,UNKNOWN,Cook,MN
Unnamed,nhd_16091200,UNKNOWN,Cook,MN
Unnamed,nhd_17000100,Mountain Lake,Cottonwood,MN
