Lake_Name,Lake_ID,Nearest_Town,County,State
Pine,nhd_1000100,Finlayson,Aitkin,MN
Rice,nhd_1000500,Tamarack,Aitkin,MN
Douglas,nhd_1000900,Tamarack,Aitkin,MN
Nelson,nhd_1001000,Tamarack,Aitkin,MN
Savanna,nhd_1001400,McGregor,Aitkin,MN
Shumway,nhd_1001500,Tamarack,Aitkin,MN
Stony,nhd_1001700,Balsam,Aitkin,MN
Wolf,nhd_1001900,Tamarack,Aitkin,MN
Floodwood Pond,nhd_1002100,Hartley Spur,Aitkin,MN
Island,nhd_1002200,Tamarack,Aitkin,MN
Round,nhd_1002300,Tamarack,Aitkin,MN
Loon,nhd_1002400,McGregor,Aitkin,MN
Sheriff,nhd_1002700,Lawler,Aitkin,MN
Starvation,nhd_1002800,East Lake,Aitkin,MN
Mud,nhd_1002900,Grayling,Aitkin,MN
Anderson,nhd_1003100,Sheshebee,Aitkin,MN
Camp,nhd_1003200,Tamarack,Aitkin,MN
Minnewawa,nhd_1003300,McGregor,Aitkin,MN
Horseshoe,nhd_1003400,Tamarack,Aitkin,MN
Mud,nhd_1003500,Minnewawa,Aitkin,MN
Wakefield,nhd_1003600,Jacobson,Aitkin,MN
Remote,nhd_1003800,McGregor,Aitkin,MN
Aitkin,nhd_1004000,Libby,Aitkin,MN
Glacier,nhd_1004200,Balsam,Aitkin,MN
Blackface,nhd_1004500,Ball Bluff,Aitkin,MN
Ball Bluff,nhd_1004600,Jacobson,Aitkin,MN
Long,nhd_1004700,Ball Bluff,Aitkin,MN
Little Blackface,nhd_1004800,Ball Bluff,Aitkin,MN
Bay,nhd_1004900,Jacobson,Aitkin,MN
Rat House,nhd_1005300,Ball Bluff,Aitkin,MN
Boot,nhd_1005500,Jacobson,Aitkin,MN
Cutaway,nhd_1005600,Balsam,Aitkin,MN
Little Ball Bluff,nhd_1005700,Jacobson,Aitkin,MN
Vanduse,nhd_1005800,Jacobson,Aitkin,MN
Hay,nhd_1005900,Jacobson,Aitkin,MN
Sandy River,nhd_1006000,Minnewawa,Aitkin,MN
Flowage,nhd_1006100,Minnewawa,Aitkin,MN
Big Sandy,nhd_1006200,McGregor,Aitkin,MN
Bass,nhd_1006300,McGregor,Aitkin,MN
Bear,nhd_1006400,McGrath,Aitkin,MN
Cedar,nhd_1006500,McGrath,Aitkin,MN
Porcupine,nhd_1006600,Dads Corner,Aitkin,MN
Mandy,nhd_1006800,East Lake,Aitkin,MN
Portage,nhd_1006900,Kimberly,Aitkin,MN
Round,nhd_1007000,McGregor,Aitkin,MN
Davis,nhd_1007100,UNKNOWN,Aitkin,MN
Davis (Main Bay),nhd_1007101,McGregor,Aitkin,MN
Steamboat,nhd_1007102,McGregor,Aitkin,MN
Rock,nhd_1007200,McGregor,Aitkin,MN
Bass,nhd_1007300,McGregor,Aitkin,MN
Turner,nhd_1007400,McGregor,Aitkin,MN
Sanders,nhd_1007600,Libby,Aitkin,MN
Rat,nhd_1007700,Palisade,Aitkin,MN
Brown,nhd_1007800,Libby,Aitkin,MN
Libby,nhd_1008000,Libby,Aitkin,MN
Townline,nhd_1008300,Palisade,Aitkin,MN
Twenty,nhd_1008500,Malmo,Aitkin,MN
Deer,nhd_1008600,Malmo,Aitkin,MN
Sugar,nhd_1008700,Glen,Aitkin,MN
Lily,nhd_1008800,Thor,Aitkin,MN
Long,nhd_1008900,Glen,Aitkin,MN
Rabbit,nhd_1009100,Glen,Aitkin,MN
Swamp,nhd_1009200,Glen,Aitkin,MN
Clear,nhd_1009300,Glen,Aitkin,MN
Unnamed,nhd_1009500,Glen,Aitkin,MN
Dam,nhd_1009600,Aitkin,Aitkin,MN
Newstrom,nhd_1009700,Kimberly,Aitkin,MN
Camp,nhd_1009800,Kimberly,Aitkin,MN
Gun,nhd_1009900,Palisade,Aitkin,MN
Jenkins,nhd_1010000,Palisade,Aitkin,MN
Long,nhd_1010100,Palisade,Aitkin,MN
Wilkins,nhd_1010200,Palisade,Aitkin,MN
French,nhd_1010400,Palisade,Aitkin,MN
Fleming,nhd_1010500,Palisade,Aitkin,MN
Red,nhd_1010700,Palisade,Aitkin,MN
Langs,nhd_1010800,Hill City,Aitkin,MN
Taylor,nhd_1010900,Hill City,Aitkin,MN
Studhorse,nhd_1011000,Hill City,Aitkin,MN
Washburn,nhd_1011100,Hill City,Aitkin,MN
Turtle,nhd_1011300,Glory,Aitkin,MN
Thirty-One,nhd_1011400,Glen,Aitkin,MN
Section Ten,nhd_1011500,Aitkin,Aitkin,MN
Four,nhd_1011600,Aitkin,Aitkin,MN
Nord,nhd_1011700,Aitkin,Aitkin,MN
Raspberry,nhd_1011800,Aitkin,Aitkin,MN
Section Twelve,nhd_1012000,Rossburg,Aitkin,MN
Linde,nhd_1012100,Glory,Aitkin,MN
Sweetman,nhd_1012200,Glory,Aitkin,MN
Elm Island,nhd_1012300,Aitkin,Aitkin,MN
Lone,nhd_1012500,Aitkin,Aitkin,MN
Monson,nhd_1012600,Glory,Aitkin,MN
Section 25,nhd_1012700,Glory,Aitkin,MN
Lingroth,nhd_1012800,Glory,Aitkin,MN
Sissabagamah,nhd_1012900,Aitkin,Aitkin,MN
Johnson,nhd_1013100,Rossburg,Aitkin,MN
Hanson,nhd_1013200,Aitkin,Aitkin,MN
Sitas,nhd_1013400,Waukenabo,Aitkin,MN
Waukenabo,nhd_1013600,Palisade,Aitkin,MN
Round,nhd_1013700,Aitkin,Aitkin,MN
Moose,nhd_1014000,Haypoint,Aitkin,MN
Previs,nhd_1014100,Hill City,Aitkin,MN
Hill,nhd_1014200,Hill City,Aitkin,MN
Hill (North Basin),nhd_1014201,UNKNOWN,Aitkin,MN
Hill (South Basin),nhd_1014202,UNKNOWN,Aitkin,MN
Bible,nhd_1014400,Hill City,Aitkin,MN
Chamberlin,nhd_1014500,Hill City,Aitkin,MN
Ripple,nhd_1014600,Aitkin,Aitkin,MN
Esquagamah,nhd_1014700,Palisade,Aitkin,MN
White Elk,nhd_1014800,Bain,Aitkin,MN
Mallard,nhd_1014900,Bennettville,Aitkin,MN
Little Spruce,nhd_1015000,White Hawk,Aitkin,MN
Horseshoe,nhd_1015400,Bennettville,Aitkin,MN
Camp,nhd_1015500,Bennettville,Aitkin,MN
Spectacle,nhd_1015600,White Hawk,Aitkin,MN
Big Pine,nhd_1015700,Cutler,Aitkin,MN
Gregg,nhd_1015800,Bennettville,Aitkin,MN
Farm Island,nhd_1015900,Bennettville,Aitkin,MN
Hammal,nhd_1016100,Aitkin,Aitkin,MN
Four,nhd_1016200,Aitkin,Aitkin,MN
Taylor,nhd_1016300,Aitkin,Aitkin,MN
Black Shadow,nhd_1016500,Aitkin,Aitkin,MN
Carlson,nhd_1016600,Aitkin,Aitkin,MN
Pine Island,nhd_1016700,Aitkin,Aitkin,MN
Hill,nhd_1016800,Aitkin,Aitkin,MN
Bachelor,nhd_1016900,Aitkin,Aitkin,MN
Hanging Kettle,nhd_1017000,Aitkin,Aitkin,MN
Diamond,nhd_1017100,Aitkin,Aitkin,MN
Thornton,nhd_1017400,Deerwood (Crow Wing),Aitkin,MN
Dummer,nhd_1017500,Bennettville,Aitkin,MN
Little Pine,nhd_1017600,Aitkin,Aitkin,MN
Spirit,nhd_1017800,Bennettville,Aitkin,MN
Hickory,nhd_1017900,Aitkin,Aitkin,MN
Blue,nhd_1018100,Aitkin,Aitkin,MN
Pickerel,nhd_1018200,Aitkin,Aitkin,MN
Bass,nhd_1018300,Aitkin,Aitkin,MN
Poor Farm,nhd_1018400,Aitkin,Aitkin,MN
Dogfish,nhd_1018500,Aitkin,Aitkin,MN
Blind,nhd_1018800,Pine Knoll,Aitkin,MN
Starry,nhd_1019000,Little Pine,Aitkin,MN
Bass,nhd_1019500,Swatara,Aitkin,MN
Otter,nhd_1019600,Swatara,Aitkin,MN
Little McKinney,nhd_1019700,Swatara,Aitkin,MN
McKinney,nhd_1019900,Swatara,Aitkin,MN
Shovel,nhd_1020000,Shovel Lake,Aitkin,MN
Holy Water,nhd_1020100,Shovel Lake,Aitkin,MN
Round,nhd_1020400,Garrison,Aitkin,MN
Birch,nhd_1020600,White Hawk,Aitkin,MN
Townline,nhd_1020700,Aitkin,Aitkin,MN
Sunset,nhd_1020800,Aitkin,Aitkin,MN
Cedar,nhd_1020900,Aitkin,Aitkin,MN
Cedar(Main Basin),nhd_1020901,UNKNOWN,Aitkin,MN
Cedar(N.E. Arm),nhd_1020902,UNKNOWN,Aitkin,MN
Cedar(West Bay),nhd_1020903,UNKNOWN,Aitkin,MN
Brown,nhd_1021000,Little Pine,Aitkin,MN
Moulton,nhd_1021200,Emily,Aitkin,MN
Little Turtle,nhd_1021700,Bennettville,Aitkin,MN
Round,nhd_1021900,Bennettville,Aitkin,MN
Camp,nhd_1022300,Aitkin,Aitkin,MN
Johnson,nhd_1023200,Bennettville,Aitkin,MN
Killroy,nhd_1023800,Glory,Aitkin,MN
Unnamed,nhd_1023900,Glory,Aitkin,MN
Unnamed,nhd_1024200,Glory,Aitkin,MN
Bone,nhd_1025400,Tamarack,Aitkin,MN
Unnamed,nhd_1028500,Waukenabo,Aitkin,MN
West,nhd_1028700,Waukenabo,Aitkin,MN
Unnamed,nhd_1031400,Glory,Aitkin,MN
Sjodin,nhd_1031600,Glory,Aitkin,MN
Upper Blind,nhd_1033100,Waldeck,Aitkin,MN
Unnamed,nhd_1035900,UNKNOWN,Aitkin,MN
Unnamed,nhd_1037200,Aitkin,Aitkin,MN
Jewett WMA Impoundment,nhd_1038300,UNKNOWN,Aitkin,MN
Unnamed,nhd_1041300,East Lake,Aitkin,MN
Unnamed,nhd_1041900,Waukenabo,Aitkin,MN
Unnamed,nhd_1042100,Minnewawa,Aitkin,MN
Unnamed,nhd_1043100,Hill City,Aitkin,MN
Little Hill Impound.,nhd_1043300,UNKNOWN,Aitkin,MN
Unnamed,nhd_1044700,Rossburg,Aitkin,MN
Unnamed,nhd_1044800,UNKNOWN,Aitkin,MN
Unnamed,nhd_1044900,UNKNOWN,Aitkin,MN
Unnamed,nhd_1045000,UNKNOWN,Aitkin,MN
Unnamed,nhd_1045100,UNKNOWN,Aitkin,MN
Unnamed,nhd_1045200,UNKNOWN,Aitkin,MN
Otter,nhd_2000300,Bald Eagle,Anoka,MN
Peltier,nhd_2000400,Centerville (Anoka),Anoka,MN
George Watch,nhd_2000500,Lino Lakes,Anoka,MN
Centerville,nhd_2000600,Centerville (Anoka),Anoka,MN
Marshan,nhd_2000700,Lino Lakes,Anoka,MN
Rice,nhd_2000800,Circle Pines,Anoka,MN
Reshanau,nhd_2000900,Lino Lakes,Anoka,MN
Wards,nhd_2001000,Lino Lakes,Anoka,MN
Cedar,nhd_2001200,UNKNOWN,Anoka,MN
Baldwin,nhd_2001300,Circle Pines,Anoka,MN
Amelia,nhd_2001400,Centerville (Anoka),Anoka,MN
Rondeau,nhd_2001500,Centerville (Anoka),Anoka,MN
Howard,nhd_2001600,Forest Lake,Anoka,MN
Columbus,nhd_2001800,Forest Lake,Anoka,MN
Crossways,nhd_2001900,Centerville (Anoka),Anoka,MN
Island,nhd_2002200,Wyoming,Anoka,MN
Skunk,nhd_2002500,Linwood,Anoka,MN
Linwood,nhd_2002600,Wyoming,Anoka,MN
Boot,nhd_2002800,Linwood,Anoka,MN
Martin,nhd_2003400,Wyoming,Anoka,MN
Fawn,nhd_2003500,Stacy,Anoka,MN
Pet,nhd_2003600,Martin Lake,Anoka,MN
Mud,nhd_2003700,Martin Lake,Anoka,MN
Coon,nhd_2004200,Soderville,Anoka,MN
Rice,nhd_2004300,Linwood,Anoka,MN
Unnamed,nhd_2004400,UNKNOWN,Anoka,MN
Golden,nhd_2004500,Circle Pines,Anoka,MN
South Coon,nhd_2004800,Lake Netta,Anoka,MN
Netta,nhd_2005200,Lake Netta,Anoka,MN
Ham,nhd_2005300,Ham Lake,Anoka,MN
Neds,nhd_2005700,Mort,Anoka,MN
Deer,nhd_2005900,Mort,Anoka,MN
Fish,nhd_2006500,East Bethel,Anoka,MN
Minard,nhd_2006700,Coopers Corner,Anoka,MN
Coopers,nhd_2007000,Coopers Corner,Anoka,MN
Spring,nhd_2007100,Spring Lake Park,Anoka,MN
Laddie,nhd_2007200,Spring Lake Park,Anoka,MN
Moore,nhd_2007500,UNKNOWN,Anoka,MN
East Moore,nhd_2007501,Fridley,Anoka,MN
West Moore,nhd_2007502,Fridley,Anoka,MN
Locke,nhd_2007700,Fridley,Anoka,MN
Unnamed,nhd_2007900,Hilltop,Anoka,MN
Sandy,nhd_2008000,Hilltop,Anoka,MN
Hart,nhd_2008100,Saint Anthony (Hennepin),Anoka,MN
McKay,nhd_2008300,Northdale,Anoka,MN
Crooked,nhd_2008400,Andover,Anoka,MN
Round,nhd_2008900,Anoka,Anoka,MN
Bunker,nhd_2009000,Andover,Anoka,MN
George,nhd_2009100,Saint Francis (Anoka),Anoka,MN
Grass,nhd_2009200,Oak Grove,Anoka,MN
Hickey,nhd_2009600,Oak Grove,Anoka,MN
Mud,nhd_2009700,UNKNOWN,Anoka,MN
Swan,nhd_2009800,Cedar,Anoka,MN
Sand Shore,nhd_2010200,Bethel,Anoka,MN
Rogers,nhd_2010400,Oak Grove,Anoka,MN
Norris,nhd_2010600,Saint Francis (Anoka),Anoka,MN
Itasca,nhd_2011000,Dayton,Anoka,MN
Grass,nhd_2011300,Ramsey (Anoka),Anoka,MN
Unnamed,nhd_2011400,UNKNOWN,Anoka,MN
Unnamed (south portion),nhd_2011402,Ramsey (Anoka),Anoka,MN
Burns,nhd_2012200,Elk River,Anoka,MN
Pinnaker,nhd_2012800,Nowthen,Anoka,MN
Pickerel,nhd_2013000,Nowthen,Anoka,MN
Bear,nhd_2013100,Nowthen,Anoka,MN
East Twin,nhd_2013300,Elk River,Anoka,MN
Bass,nhd_2013500,Nowthen,Anoka,MN
Unnamed,nhd_2029000,UNKNOWN,Anoka,MN
Unnamed,nhd_2032800,UNKNOWN,Anoka,MN
Unnamed,nhd_2033800,UNKNOWN,Anoka,MN
Unnamed,nhd_2034100,UNKNOWN,Anoka,MN
Unnamed,nhd_2039700,UNKNOWN,Anoka,MN
Unnamed,nhd_2042700,UNKNOWN,Anoka,MN
Unnamed,nhd_2042900,Constance,Anoka,MN
Unnamed,nhd_2043200,UNKNOWN,Anoka,MN
Unnamed,nhd_2043300,UNKNOWN,Anoka,MN
Unnamed (NW portion),nhd_2043301,UNKNOWN,Anoka,MN
Unnamed (center portion),nhd_2043302,UNKNOWN,Anoka,MN
Unnamed (SE portion),nhd_2043303,UNKNOWN,Anoka,MN
Unnamed,nhd_2047400,UNKNOWN,Anoka,MN
Unnamed,nhd_2050400,Wyoming,Anoka,MN
Unnamed,nhd_2052900,UNKNOWN,Anoka,MN
Unnamed,nhd_2057900,UNKNOWN,Anoka,MN
Unnamed,nhd_2058300,UNKNOWN,Anoka,MN
Loch Ness,nhd_2058400,Blaine,Anoka,MN
Loch Ness,nhd_2058500,Circle Pines,Anoka,MN
Unnamed,nhd_2058900,UNKNOWN,Anoka,MN
Unnamed,nhd_2059100,UNKNOWN,Anoka,MN
Unnamed,nhd_2061500,UNKNOWN,Anoka,MN
Unnamed,nhd_2061600,UNKNOWN,Anoka,MN
Unnamed,nhd_2062600,UNKNOWN,Anoka,MN
Unnamed,nhd_2064600,UNKNOWN,Anoka,MN
Unnamed,nhd_2065400,Coon Rapids,Anoka,MN
Unnamed,nhd_2065600,UNKNOWN,Anoka,MN
Unnamed,nhd_2068600,Hilltop,Anoka,MN
Unnamed,nhd_2070400,UNKNOWN,Anoka,MN
Unnamed,nhd_2072200,UNKNOWN,Anoka,MN
Unnamed,nhd_2072800,UNKNOWN,Anoka,MN
Club West,nhd_2076400,Blaine,Anoka,MN
Sunrise,nhd_2077300,UNKNOWN,Anoka,MN
Knutson,nhd_3000400,Osage,Becker,MN
Shipman,nhd_3000500,Osage,Becker,MN
Blueberry,nhd_3000700,Osage,Becker,MN
Little Long,nhd_3000900,Wolf Lake,Becker,MN
Straight,nhd_3001000,Osage,Becker,MN
Two Inlets,nhd_3001700,Two Inlets,Becker,MN
Small,nhd_3002100,Two Inlets,Becker,MN
Hungry Man,nhd_3002900,Two Inlets,Becker,MN
Boot,nhd_3003000,Two Inlets,Becker,MN
Gilfillan,nhd_3003100,Goldenrod,Becker,MN
Hernando DeSoto,nhd_3003200,Goldenrod,Becker,MN
Twin Island,nhd_3003300,Goldenrod,Becker,MN
Abners,nhd_3003900,Goldenrod,Becker,MN
Kane,nhd_3004200,Park Rapids,Becker,MN
Dinner,nhd_3004400,Park Rapids,Becker,MN
Morrison,nhd_3004900,Goldenrod,Becker,MN
Pickerel,nhd_3005800,Snellman,Becker,MN
Branch,nhd_3006100,Wolf Lake,Becker,MN
Unnamed,nhd_3006400,UNKNOWN,Becker,MN
Elbow,nhd_3006500,Ponsford,Becker,MN
Gyles,nhd_3006600,Osage,Becker,MN
Mud,nhd_3006700,UNKNOWN,Becker,MN
Unnamed,nhd_3007300,Two Inlets,Becker,MN
Unnamed,nhd_3007400,Two Inlets,Becker,MN
Unnamed,nhd_3007500,UNKNOWN,Becker,MN
Unnamed,nhd_3007700,Pine Point,Becker,MN
Wahbegon,nhd_3008200,Pine Point,Becker,MN
Missouri,nhd_3008400,Goldenrod,Becker,MN
Bad Medicine,nhd_3008500,Ponsford,Becker,MN
Bass,nhd_3008800,Ponsford,Becker,MN
Big Basswood,nhd_3009600,Goldenrod,Becker,MN
Sockeye,nhd_3009700,Goldenrod,Becker,MN
Wolf,nhd_3010100,Wolf Lake,Becker,MN
Shell,nhd_3010200,Snellman,Becker,MN
Big Rush,nhd_3010300,Pine Point,Becker,MN
Aspinwall,nhd_3010400,Pine Point,Becker,MN
Toad,nhd_3010700,Osage,Becker,MN
Sieverson,nhd_3010800,Snellman,Becker,MN
Mud,nhd_3012000,Ponsford,Becker,MN
Jones,nhd_3012300,Snellman,Becker,MN
Dumbbell,nhd_3012400,Snellman,Becker,MN
Bass,nhd_3012700,Snellman,Becker,MN
Green Water,nhd_3013400,Pine Point,Becker,MN
Juggler,nhd_3013600,Ponsford,Becker,MN
Pike,nhd_3013900,Elbow Lake Village,Becker,MN
Moore,nhd_3015200,Elbow Lake Village,Becker,MN
Island,nhd_3015300,Snellman,Becker,MN
Round,nhd_3015500,Ponsford,Becker,MN
Ice Cracking,nhd_3015600,Ponsford,Becker,MN
Tea Cracker,nhd_3015700,Pine Point,Becker,MN
Many Point,nhd_3015800,Ponsford,Becker,MN
Elbow,nhd_3015900,Waubun,Becker,MN
Dead,nhd_3016000,Evergreen,Becker,MN
Lizzy,nhd_3016300,Rochert,Becker,MN
Hungry,nhd_3016600,Frazee,Becker,MN
Rice,nhd_3017300,Frazee,Becker,MN
Unnamed,nhd_3017500,Rochert,Becker,MN
Hanson,nhd_3017700,Rochert,Becker,MN
North Twin,nhd_3018000,Rochert,Becker,MN
South Twin,nhd_3018200,Detroit Lakes,Becker,MN
Mud,nhd_3018700,Rochert,Becker,MN
Little Mud,nhd_3018800,Rochert,Becker,MN
Little Toad,nhd_3018900,Frazee,Becker,MN
Height of Land,nhd_3019500,Detroit Lakes,Becker,MN
Chippewa,nhd_3019600,Rochert,Becker,MN
Blackbird,nhd_3019700,Rochert,Becker,MN
Booth,nhd_3019800,Rochert,Becker,MN
Johnson,nhd_3019900,Rochert,Becker,MN
Pine,nhd_3020000,Rochert,Becker,MN
Rice,nhd_3020100,Rochert,Becker,MN
Evans,nhd_3020200,Rochert,Becker,MN
Mud,nhd_3020300,Rochert,Becker,MN
Upper Egg,nhd_3020600,Elbow Lake Village,Becker,MN
Carman,nhd_3020900,Elbow Lake Village,Becker,MN
Lower Egg,nhd_3021000,Elbow Lake Village,Becker,MN
Bush,nhd_3021200,Elbow Lake Village,Becker,MN
Waboose,nhd_3021300,Ponsford,Becker,MN
Spindler,nhd_3021400,Elbow Lake Village,Becker,MN
Winter,nhd_3021600,Richwood,Becker,MN
Little Flat,nhd_3021700,Richwood,Becker,MN
Equay,nhd_3021900,Rochert,Becker,MN
Gable,nhd_3022500,Elbow Lake Village,Becker,MN
Unnamed,nhd_3023100,Elbow Lake Village,Becker,MN
Little Bemidji,nhd_3023400,Ponsford,Becker,MN
Mallard,nhd_3023500,Elbow Lake Village,Becker,MN
Unnamed,nhd_3023600,Elbow Lake Village,Becker,MN
Little Rice,nhd_3023900,Elbow Lake Village,Becker,MN
Hubbel Pond,nhd_3024000,Rochert,Becker,MN
Tamarack,nhd_3024100,UNKNOWN,Becker,MN
South Tamarack,nhd_3024101,Rochert,Becker,MN
North Tamarack,nhd_3024102,Rochert,Becker,MN
Flat,nhd_3024200,Richwood,Becker,MN
Mary Yellowhead,nhd_3024300,Richwood,Becker,MN
Little Rat,nhd_3024500,Elbow Lake Village,Becker,MN
Big Rat,nhd_3024600,Elbow Lake Village,Becker,MN
Elbow,nhd_3025100,Frazee,Becker,MN
Acorn,nhd_3025800,Frazee,Becker,MN
Chilton,nhd_3026000,Frazee,Becker,MN
Town,nhd_3026400,Frazee,Becker,MN
Eagle,nhd_3026500,Frazee,Becker,MN
Albertson,nhd_3026600,Frazee,Becker,MN
Five,nhd_3026900,Rochert,Becker,MN
Perch,nhd_3027300,Detroit Lakes,Becker,MN
Sand,nhd_3027400,Rochert,Becker,MN
Irish,nhd_3027500,Rochert,Becker,MN
St. Patrick,nhd_3027700,Detroit Lakes,Becker,MN
Schultz,nhd_3027800,Detroit Lakes,Becker,MN
Neuner,nhd_3028200,Rochert,Becker,MN
Howe,nhd_3028300,Rochert,Becker,MN
Unnamed,nhd_3028400,Detroit Lakes,Becker,MN
Cotton,nhd_3028600,Rochert,Becker,MN
Pickerel,nhd_3028700,Detroit Lakes,Becker,MN
Rice,nhd_3029100,Richwood,Becker,MN
Balsam,nhd_3029200,Richwood,Becker,MN
Rock,nhd_3029300,Detroit Lakes,Becker,MN
Little Round,nhd_3030200,Richwood,Becker,MN
Bear,nhd_3030300,White Earth,Becker,MN
Big Sugar Bush,nhd_3030400,Richwood,Becker,MN
Little Sugar Bush,nhd_3031300,Richwood,Becker,MN
Strawberry,nhd_3032300,White Earth,Becker,MN
White Earth,nhd_3032800,White Earth,Becker,MN
Fish Hook,nhd_3033100,White Earth,Becker,MN
Bass,nhd_3033200,White Earth,Becker,MN
Net,nhd_3033400,White Earth,Becker,MN
Little Bass,nhd_3033700,White Earth,Becker,MN
Jack Haw,nhd_3033900,White Earth,Becker,MN
Blueberry,nhd_3034100,White Earth,Becker,MN
Buffalo,nhd_3035000,Richwood,Becker,MN
Island,nhd_3035100,Richwood,Becker,MN
Birch,nhd_3035200,White Earth,Becker,MN
Sauer,nhd_3035500,Detroit Lakes,Becker,MN
Munson,nhd_3035700,Detroit Lakes,Becker,MN
Fox,nhd_3035800,Detroit Lakes,Becker,MN
Sallie,nhd_3035900,Detroit Lakes,Becker,MN
Muskrat,nhd_3036000,Detroit Lakes,Becker,MN
Curfman,nhd_3036300,Shoreham,Becker,MN
Glawe,nhd_3036400,Shoreham,Becker,MN
Senical,nhd_3036500,Detroit Lakes,Becker,MN
Abbey,nhd_3036600,Shoreham,Becker,MN
Slough,nhd_3036800,Shoreham,Becker,MN
Meadow,nhd_3037100,Detroit Lakes,Becker,MN
Johnson,nhd_3037401,Shoreham,Becker,MN
Reeves,nhd_3037402,Shoreham,Becker,MN
Mill,nhd_3037700,Detroit Lakes,Becker,MN
Detroit,nhd_3038100,Detroit Lakes,Becker,MN
St. Clair,nhd_3038200,Detroit Lakes,Becker,MN
Long,nhd_3038300,Detroit Lakes,Becker,MN
Little Floyd,nhd_3038600,Detroit Lakes,Becker,MN
Floyd,nhd_3038700,Detroit Lakes,Becker,MN
Mud,nhd_3038701,UNKNOWN,Becker,MN
Floyd (south bay),nhd_3038702,UNKNOWN,Becker,MN
Unnamed,nhd_3039300,Richards,Becker,MN
Rice,nhd_3039400,Detroit Lakes,Becker,MN
Wine,nhd_3039800,Richards,Becker,MN
Brandy,nhd_3040000,Richards,Becker,MN
Unnamed,nhd_3040100,Detroit Lakes,Becker,MN
Mud,nhd_3040200,Detroit Lakes,Becker,MN
Gandrud,nhd_3041400,Westbury,Becker,MN
Campbell,nhd_3041900,Westbury,Becker,MN
Sands,nhd_3042000,Westbury,Becker,MN
O-Me-Mee,nhd_3042800,Callaway,Becker,MN
St. Clair,nhd_3043000,Richwood,Becker,MN
Onion,nhd_3045300,White Earth,Becker,MN
Gay Bow,nhd_3045400,White Earth,Becker,MN
Hospital,nhd_3045500,White Earth,Becker,MN
Uran,nhd_3046200,Ogema,Becker,MN
Mission,nhd_3047100,White Earth,Becker,MN
Buck,nhd_3047300,Bucks Mill,Becker,MN
Dart,nhd_3047400,Shoreham,Becker,MN
Melissa,nhd_3047500,Detroit Lakes,Becker,MN
Baker,nhd_3047800,Ogema,Becker,MN
Ellison,nhd_3048400,Audubon,Becker,MN
Spear,nhd_3048500,Lake Eunice,Becker,MN
Pearl,nhd_3048600,Detroit Lakes,Becker,MN
Loon,nhd_3048900,Lake Eunice,Becker,MN
Maud,nhd_3050000,Audubon,Becker,MN
Eunice,nhd_3050300,Audubon,Becker,MN
Little Cormorant,nhd_3050600,Audubon,Becker,MN
Unnamed,nhd_3050700,Westbury,Becker,MN
Unnamed,nhd_3050800,Westbury,Becker,MN
Unnamed,nhd_3050900,Audubon,Becker,MN
Homestead,nhd_3051000,UNKNOWN,Becker,MN
Canary,nhd_3051600,Lake Park,Becker,MN
Audubon,nhd_3052100,Audubon,Becker,MN
Marshall,nhd_3052600,Audubon,Becker,MN
Gottenberg,nhd_3052800,Audubon,Becker,MN
Jay,nhd_3053200,Audubon,Becker,MN
Seabold,nhd_3055000,LaBelle,Becker,MN
Apple,nhd_3056700,Flom,Becker,MN
Cucumber,nhd_3057100,Ogema,Becker,MN
Unnamed,nhd_3057400,Ogema,Becker,MN
Leif,nhd_3057500,Audubon,Becker,MN
Big Cormorant,nhd_3057600,Audubon,Becker,MN
Dahlberg,nhd_3057700,Audubon,Becker,MN
Boyer,nhd_3057900,Lake Park,Becker,MN
Warling,nhd_3058100,LaBelle,Becker,MN
Ida,nhd_3058200,Lake Park,Becker,MN
Bergerson,nhd_3058500,Cormorant,Becker,MN
Rossman,nhd_3058700,Lake Park,Becker,MN
Upper Cormorant,nhd_3058800,Lake Park,Becker,MN
Nelson,nhd_3059500,Cormorant,Becker,MN
Unnamed,nhd_3059600,Cormorant,Becker,MN
Middle Cormorant,nhd_3060200,Lake Park,Becker,MN
Unnamed,nhd_3060300,Cormorant,Becker,MN
Unnamed,nhd_3061100,LaBelle,Becker,MN
Little Boyer,nhd_3061200,LaBelle,Becker,MN
Unnamed,nhd_3061300,LaBelle,Becker,MN
Sand,nhd_3061800,Lake Park,Becker,MN
Talac,nhd_3061900,Lake Park,Becker,MN
Lund Brothers Marsh,nhd_3062100,Lake Park,Becker,MN
Ode,nhd_3062300,UNKNOWN,Becker,MN
Forget-Me-Not,nhd_3062400,LaBelle,Becker,MN
Sorenson,nhd_3062500,Lake Park,Becker,MN
Unnamed,nhd_3062700,Lake Park,Becker,MN
Stakke,nhd_3063100,Lake Park,Becker,MN
Orange,nhd_3063400,LaBelle,Becker,MN
Gourd,nhd_3063500,LaBelle,Becker,MN
Bijou,nhd_3063800,Lake Park,Becker,MN
Round,nhd_3064000,Lake Park,Becker,MN
West LaBelle,nhd_3064500,Lake Park,Becker,MN
Lime,nhd_3064600,Lake Park,Becker,MN
Stinking,nhd_3064700,Dale,Becker,MN
East LaBelle,nhd_3064800,Lake Park,Becker,MN
Unnamed,nhd_3064900,Lake Park,Becker,MN
Unnamed,nhd_3065000,Lake Park,Becker,MN
Balke,nhd_3065200,Lake Park,Becker,MN
