Site,site_id,Prmnn_I,GNIS_ID,GNIS_Nm,ReachCd,FType,FCode,Lat,Long
875,nhd_12169533,12169533,,,4.04E+12,390,39004,42.92504286,-88.03388829
876,nhd_12169549,12169549,1567599,Koepmier Lake,4.04E+12,390,39004,42.92018503,-88.00220074
877,nhd_12169561,12169561,,,4.04E+12,390,39004,42.91316624,-88.03773484
878,nhd_12169609,12169609,,,4.04E+12,390,39004,42.88348134,-88.06905982
879,nhd_12172926,12172926,1568038,Lilly Lake,4.03E+12,390,39004,44.42603263,-87.85289538
880,nhd_12172944,12172944,1573987,Shea Lake,4.03E+12,390,39004,44.36004813,-87.71365306
881,nhd_12172950,12172950,1564659,Engledinger Lake,4.03E+12,390,39004,44.35173929,-87.7148173
882,nhd_12172952,12172952,1566266,Heidmann Lake,4.03E+12,390,39004,44.34488509,-87.71309953
883,nhd_12172970,12172970,1566081,Harpt Lake,4.03E+12,390,39004,44.2957916,-87.73396071
884,nhd_12172978,12172978,1575711,Tuma Lake,4.03E+12,390,39004,44.28476843,-87.73354856
885,nhd_12172990,12172990,1567386,Kellners Lake,4.03E+12,390,39004,44.23938298,-87.84987531
886,nhd_12173014,12173014,1566295,Hempton Lake,4.03E+12,390,39004,44.14664341,-87.85319432
887,nhd_12173018,12173018,1573782,Schisel Lake,4.03E+12,390,39004,44.12139988,-87.81984982
888,nhd_12173058,12173058,1574134,Silver Lake,4.03E+12,390,39004,44.06962945,-87.73713912
889,nhd_12173068,12173068,1564662,English Lake,4.03E+12,390,39004,44.04548244,-87.7858504
890,nhd_12173070,12173070,1566108,Hartlaub Lake,4.03E+12,390,39004,44.04511058,-87.73763856
891,nhd_12173086,12173086,1562748,Carstens Lake,4.03E+12,390,39004,44.0254722,-87.76429945
892,nhd_12174532,12174532,1572643,Round Lake,4.03E+12,390,39004,44.1526759,-88.04917294
893,nhd_12174538,12174538,1562067,Boot Lake,4.03E+12,390,39004,44.14645075,-88.04513695
894,nhd_12174540,12174540,1568540,Long Lake,4.03E+12,390,39004,44.13826755,-88.03803445
895,nhd_12174544,12174544,1561485,Becker Lake,4.03E+12,390,39004,44.13084103,-88.0478698
896,nhd_12174574,12174574,1562398,Bullhead Lake,4.03E+12,390,39004,44.10332306,-88.03728998
897,nhd_12174624,12174624,1792125,Hayton Pond 104,4.03E+12,390,39004,44.02442596,-88.12138429
898,nhd_12174626,12174626,1791865,Chilton Millpond 75,4.03E+12,390,39004,44.02561286,-88.16702977
899,nhd_12175080,12175080,,,4.03E+12,390,39004,43.99727581,-87.90125473
900,nhd_12175084,12175084,,,4.03E+12,390,39004,43.98698012,-87.87406133
901,nhd_12175102,12175102,1576754,Wilke Lake,4.03E+12,390,39004,43.96989967,-87.95874902
902,nhd_12175110,12175110,1575199,Sy Lake,4.03E+12,390,39004,43.95863352,-87.94404222
903,nhd_12175116,12175116,,,,390,39004,43.95326909,-87.89160224
904,nhd_12175124,12175124,1577352,Prueder Lake,4.03E+12,390,39004,43.93571535,-87.97861483
905,nhd_12175128,12175128,1566727,Horseshoe Lake,4.03E+12,390,39004,43.93143795,-87.89114455
906,nhd_12175132,12175132,1562851,Cedar Lake,4.03E+12,390,39004,43.92503633,-87.93844588
907,nhd_12175136,12175136,,,4.03E+12,390,39004,43.9213585,-87.95828561
908,nhd_12175142,12175142,,,4.03E+12,390,39004,43.87023458,-87.94472545
909,nhd_12175150,12175150,,,4.03E+12,390,39004,43.84671401,-87.94434466
910,nhd_12175154,12175154,1567175,Jetzers Lake,4.03E+12,390,39004,43.83193757,-87.8645591
911,nhd_12175156,12175156,1568255,Little Elkhart Lake,4.03E+12,390,39004,43.80836246,-87.97788028
912,nhd_12175160,12175160,1565473,Gerber Lake,4.03E+12,390,39004,43.8065927,-87.95797983
913,nhd_12175170,12175170,1792844,Plymouth Millpond 58.6,4.03E+12,390,39004,43.75240666,-87.97339789
914,nhd_12175180,12175180,1576153,Waldo Mill Pond,4.03E+12,390,39004,43.68099845,-87.94731075
915,nhd_12175184,12175184,1566482,Hingham Mill Pond,4.03E+12,390,39004,43.64602377,-87.9183733
916,nhd_12175204,12175204,1568794,Ludowissi Lake,4.03E+12,390,39004,43.53798292,-87.93484069
917,nhd_12176150,12176150,1791957,Rockville Flowage 153,4.03E+12,390,39004,43.92210541,-88.00973497
918,nhd_12176166,12176166,1576934,Wolf Lake,4.03E+12,390,39004,43.864395,-88.20818958
919,nhd_12176168,12176168,1565546,Giltners Lake,4.03E+12,390,39004,43.86018714,-88.22126187
920,nhd_12176178,12176178,1792259,Sheboygan Lake 84,4.03E+12,390,39004,43.84070878,-88.06796544
921,nhd_12176188,12176188,1564530,Elkhart Lake,4.03E+12,390,39004,43.82632011,-88.02506437
922,nhd_12176192,12176192,1571096,Paulys Lake,4.03E+12,390,39004,43.82296916,-88.17992109
923,nhd_12176202,12176202,1569600,Mischos Pond,4.03E+12,390,39004,43.80676562,-88.18498925
924,nhd_12176206,12176206,1563583,Crystal Lake,4.03E+12,390,39004,43.80656808,-88.0173832
925,nhd_12176252,12176252,1570024,Mullet Lake,4.03E+12,390,39004,43.72998892,-88.22892618
926,nhd_12177356,12177356,,,4.03E+12,390,39004,43.49244464,-87.7956098
927,nhd_12177402,12177402,,,4.03E+12,390,39004,43.04704463,-87.89281373
928,nhd_12183201,12183201,632570,Monocle Lake,4.02E+12,390,39004,46.47418236,-84.64589673
929,nhd_12183215,12183215,1620983,Naomikong Lake,4.02E+12,390,39004,46.4558338,-84.9945277
930,nhd_12183217,12183217,1621194,Pendills Lake,4.02E+12,390,39004,46.43904273,-84.77012264
931,nhd_12183223,12183223,1620777,McNearney Lake,4.02E+12,390,39004,46.42670884,-84.95702523
932,nhd_12183261,12183261,1621803,Stump Lake,4.02E+12,390,39004,46.36430068,-84.87510675
933,nhd_12183263,12183263,1620199,High Banks Lake,4.02E+12,390,39004,46.36413529,-84.86673659
934,nhd_12183269,12183269,1621670,Soldier Lake,4.02E+12,390,39004,46.34884298,-84.86606476
935,nhd_12184183,12184183,,,4.02E+12,390,39004,46.47819822,-85.02031653
936,nhd_12186747,12186747,1621183,Peck and Rye Lake,4.02E+12,390,39004,46.3970584,-84.96665375
937,nhd_12186759,12186759,1621497,Salt Lake,4.02E+12,390,39004,46.33164053,-84.99267798
938,nhd_12186777,12186777,1622151,Whitmarsh Lake,4.02E+12,390,39004,46.320992,-84.98452765
939,nhd_12186781,12186781,1619036,Arbutus Lake,4.02E+12,390,39004,46.31612026,-84.9157407
940,nhd_12186783,12186783,1622049,Walker Lake,4.02E+12,390,39004,46.31716608,-84.98020674
941,nhd_12186799,12186799,1621380,Rice Lakes,4.02E+12,390,39004,46.30536845,-84.95139559
942,nhd_12187277,12187277,1614546,Tahquamenon Lakes,4.02E+12,390,39004,46.48984188,-85.84903878
943,nhd_12187285,12187285,,,4.02E+12,390,39004,46.49131993,-85.8450911
944,nhd_12187293,12187293,,,4.02E+12,390,39004,46.48643812,-85.80880413
945,nhd_12187299,12187299,621056,Belle Lakes,4.02E+12,390,39004,46.48321591,-85.81566407
946,nhd_12187315,12187315,627638,Halfway Lake,4.02E+12,390,39004,46.47315428,-85.58880596
947,nhd_12187333,12187333,622649,Camp Seven Alke,4.02E+12,390,39004,46.46383481,-85.81676995
948,nhd_12187349,12187349,631105,Lost Lake,4.02E+12,390,39004,46.45920342,-85.80366576
949,nhd_12187363,12187363,626572,Fur Farm Lake,4.02E+12,390,39004,46.45544765,-85.8056634
950,nhd_12187389,12187389,621124,Benny Lake,4.02E+12,390,39004,46.45000073,-85.75676008
951,nhd_12187399,12187399,1614525,Syphon Lake,4.02E+12,390,39004,46.4474447,-85.73894112
952,nhd_12187421,12187421,624424,Deadmans Lake,4.02E+12,390,39004,46.44045961,-85.69624343
953,nhd_12187431,12187431,1621226,Piatt Lake,4.02E+12,390,39004,46.42244489,-85.01660006
954,nhd_12187433,12187433,1620380,Johnson Lake,4.02E+12,390,39004,46.4246933,-85.04360359
955,nhd_12187445,12187445,1616715,Wolverine Lake,4.02E+12,390,39004,46.42933568,-85.6615156
956,nhd_12187447,12187447,635569,Quinlan Lake,4.02E+12,390,39004,46.42789085,-85.77556212
957,nhd_12187449,12187449,1615179,Turnbull Lake,4.02E+12,390,39004,46.42586717,-85.76619338
958,nhd_12187523,12187523,633042,Mud Lake,4.02E+12,390,39004,46.34559787,-85.65799457
959,nhd_12187537,12187537,1622173,Williams Lake,4.02E+12,390,39004,46.31000429,-85.04363033
960,nhd_12187545,12187545,1615270,Twin Lakes,4.02E+12,390,39004,46.30730925,-85.53235268
961,nhd_12187551,12187551,625212,East Lake,4.02E+12,390,39004,46.30572697,-85.6550194
962,nhd_12187557,12187557,629438,Kaks Lake,4.02E+12,390,39004,46.30205888,-85.57259334
963,nhd_12187561,12187561,631283,Macki Lake,4.02E+12,390,39004,46.29974515,-85.52895016
964,nhd_12187563,12187563,624502,Deerfoot Lake,4.02E+12,390,39004,46.28916431,-85.01750273
965,nhd_12187727,12187727,627206,Grass Lake,4.02E+12,390,39004,46.23767931,-85.39139647
966,nhd_12187753,12187753,626909,Goat Lake,4.02E+12,390,39004,46.22966362,-85.39443337
967,nhd_12187755,12187755,633288,Nelson Lake,4.02E+12,390,39004,46.22836651,-85.38032214
968,nhd_12187767,12187767,625968,Finn Lake,4.02E+12,390,39004,46.22516241,-85.36770783
969,nhd_12187859,12187859,621316,Big Dollar Lake,4.02E+12,390,39004,46.1953949,-85.30279709
970,nhd_12187905,12187905,630614,Little Dollar Lake,4.02E+12,390,39004,46.18481093,-85.30611775
971,nhd_12188769,12188769,633041,Mud Lake,4.02E+12,390,39004,46.32205163,-85.11902084
972,nhd_12200192,12200192,1617967,Black Mallard Lake,4.07E+12,390,39004,45.53844353,-84.14879926
973,nhd_12200202,12200202,623425,Clear Lake,4.07E+12,390,39004,45.52353588,-84.14696717
974,nhd_12200508,12200508,621366,Big Trout Lake,4.07E+12,390,39004,45.37402114,-83.67184249
975,nhd_12200510,12200510,630803,Little Trout Lake,4.07E+12,390,39004,45.37511592,-83.66166579
976,nhd_12200526,12200526,635858,Richard Lake,4.07E+12,390,39004,45.33915799,-83.99777157
977,nhd_12200566,12200566,620344,Lake Augusta,4.07E+12,390,39004,45.30197165,-83.65598989
978,nhd_12200568,12200568,631096,Lost Lake,4.07E+12,390,39004,45.29354686,-83.96631673
979,nhd_12200574,12200574,631136,Lake Louise,4.07E+12,390,39004,45.28553214,-83.9748877
980,nhd_12200586,12200586,624891,Drum Lake,4.07E+12,390,39004,45.27275334,-83.98333418
981,nhd_12200588,12200588,625473,Lake Ella,4.07E+12,390,39004,45.27201451,-83.93884253
982,nhd_12200598,12200598,631765,Lake May,4.07E+12,390,39004,45.25742343,-83.94939519
983,nhd_12200626,12200626,625899,Lake Ferdelman,4.07E+12,390,39004,45.23407031,-83.96232968
984,nhd_12200632,12200632,630968,Long Lake,4.07E+12,390,39004,45.20465791,-83.47786549
985,nhd_12201292,12201292,633936,Ocqueoc Lake,4.07E+12,390,39004,45.47446577,-84.11403949
986,nhd_12201538,12201538,633018,Mud Lake,4.07E+12,390,39004,45.3231517,-84.00438002
987,nhd_12201576,12201576,631917,McIntosh Lake,4.07E+12,390,39004,45.31215069,-84.02740765
988,nhd_12201594,12201594,,,4.07E+12,390,39004,45.3051165,-84.01274347
989,nhd_12201706,12201706,629562,Kelsey Lake,4.07E+12,390,39004,45.24857772,-84.0336349
990,nhd_12205772,12205772,1619175,Betchler Lakes,4.07E+12,390,39004,46.29824928,-84.92629695
991,nhd_12205778,12205778,,,4.07E+12,390,39004,46.29282659,-84.9177823
992,nhd_12205804,12205804,1619619,Crego Lake,4.07E+12,390,39004,46.26889519,-84.87912256
993,nhd_12205860,12205860,1619268,Bobbygay Lake,4.07E+12,390,39004,46.21240426,-84.92746811
994,nhd_12205912,12205912,1619265,Boaz Lake,4.07E+12,390,39004,46.16449931,-84.93546659
995,nhd_12205924,12205924,1619816,East Lake,4.07E+12,390,39004,46.12798336,-84.80410695
996,nhd_12206038,12206038,1619114,Bay City Lake,4.07E+12,390,39004,46.04124869,-84.44291143
997,nhd_12206952,12206952,1619972,Frenchman Lake,4.07E+12,390,39004,46.18336091,-85.01623291
998,nhd_12206974,12206974,1622073,Wegwaas Lake,4.07E+12,390,39004,46.17783232,-85.01028064
999,nhd_12207006,12207006,1620269,Huckleberry Lake,4.07E+12,390,39004,46.16664918,-85.01257611
1000,nhd_12210470,12210470,626667,Garkinghouse Lake,4.07E+12,390,39004,46.29458359,-84.55737571
1001,nhd_12210492,12210492,624973,Dukes Lake,4.07E+12,390,39004,46.26159787,-84.441893
1002,nhd_12210626,12210626,1618096,Bender Lake,4.07E+12,390,39004,46.07165271,-84.08095014
1003,nhd_12213787,12213787,623988,Cranberry Lake,4.06E+12,390,39004,46.20863332,-85.4096549
1004,nhd_12213897,12213897,632354,Millecoquins Lake,4.06E+12,390,39004,46.15233547,-85.51319634
1005,nhd_12213915,12213915,626673,Garnet Lake,4.06E+12,390,39004,46.15648902,-85.29657127
1006,nhd_12213921,12213921,624125,Crossville Lake,4.06E+12,390,39004,46.15409419,-85.22425094
1007,nhd_12213923,12213923,638971,Strouble Lake,4.06E+12,390,39004,46.14713471,-85.19661703
1008,nhd_12214025,12214025,634561,Peggley Lake,4.06E+12,390,39004,46.11884154,-85.1728299
1009,nhd_12216609,12216609,627527,Gulliver Lake,4.06E+12,390,39004,45.98266675,-86.02771861
1010,nhd_12216631,12216631,623761,Cookson Lake,4.06E+12,390,39004,45.98084824,-86.11412899
1011,nhd_12219526,12219526,631058,Loon Lake,4.06E+12,390,39004,46.54052945,-86.12302902
1012,nhd_12219530,12219530,637192,Sand Lake,4.06E+12,390,39004,46.5378828,-86.08904904
1013,nhd_12219544,12219544,1615066,Triangle Lake,4.06E+12,390,39004,46.53000356,-86.09446974
1014,nhd_12219558,12219558,635258,Porky Lakes,4.06E+12,390,39004,46.52630095,-86.03883941
1015,nhd_12219572,12219572,631645,Marshman Lake,4.06E+12,390,39004,46.52478419,-86.08598034
1016,nhd_12219574,12219574,628089,Hemlock Lake,4.06E+12,390,39004,46.52306964,-86.09056242
1017,nhd_12219588,12219588,634795,Pickerel Lake,4.06E+12,390,39004,46.51796143,-86.01035588
1018,nhd_12219592,12219592,624503,Deerfoot Lake,4.06E+12,390,39004,46.51837497,-86.07532794
1019,nhd_12219596,12219596,633311,Nevins Lake,4.06E+12,390,39004,46.51605295,-86.24462298
1020,nhd_12219598,12219598,638647,Spruce Lake,4.06E+12,390,39004,46.5177285,-86.06684777
1021,nhd_12219630,12219630,630093,Lambert Lake,4.06E+12,390,39004,46.50915321,-86.0855566
1022,nhd_12219644,12219644,629061,Ionia Lake,4.06E+12,390,39004,46.50688654,-86.25513517
1023,nhd_12219648,12219648,634252,Owl Lake,4.06E+12,390,39004,46.50654678,-86.07224979
1024,nhd_12219810,12219810,638223,Snyder Lake,4.06E+12,390,39004,46.48802593,-85.94805663
1025,nhd_12219812,12219812,625031,Dutch Fred Lake,4.06E+12,390,39004,46.47190513,-85.97716316
1026,nhd_12219858,12219858,631846,McCormick Lake,4.06E+12,390,39004,46.29929865,-85.67490383
1027,nhd_12219860,12219860,633607,North Manistique Lake,4.06E+12,390,39009,46.28733836,-85.7371286
1028,nhd_12219876,12219876,630852,Locke Lake,4.06E+12,390,39004,46.28620209,-85.66585604
1029,nhd_12219918,12219918,631385,Manistique Lake,4.06E+12,390,39009,46.2389581,-85.78332148
1030,nhd_12219998,12219998,629587,Kennedy Lake,4.06E+12,390,39004,46.20944246,-85.88601839
1031,nhd_12220020,12220020,638382,South Manistique Lake,4.06E+12,390,39009,46.17525773,-85.76796847
1032,nhd_12220028,12220028,638837,Stewart Lake,4.06E+12,390,39004,46.1941131,-85.89916077
1033,nhd_12220850,12220850,638723,Stanley Lake,4.06E+12,390,39004,46.48873396,-86.15643704
1034,nhd_12220868,12220868,636253,Ross Lake,4.06E+12,390,39004,46.48040897,-86.257927
1035,nhd_12220912,12220912,1621017,Noble Lake,4.06E+12,390,39004,46.45783422,-86.47062145
1036,nhd_12220918,12220918,624245,Cusino Lake,4.06E+12,390,39004,46.45470594,-86.25925418
1037,nhd_12220928,12220928,623990,Cranberry Lake,4.06E+12,390,39004,46.45129341,-86.184497
1038,nhd_12220932,12220932,1616817,Worchester Lake,4.06E+12,390,39004,46.44479098,-86.28176196
1039,nhd_12220994,12220994,1621126,Otter Lake,4.06E+12,390,39004,46.31334021,-86.73195579
1040,nhd_12220996,12220996,1621626,Sister Lake,4.06E+12,390,39004,46.31485238,-86.65343585
1041,nhd_12221002,12221002,1621307,Powell Lake,4.06E+12,390,39004,46.30940505,-86.65139776
1042,nhd_12221028,12221028,1620633,Lost Lake,4.06E+12,390,39004,46.29593934,-86.65819529
1043,nhd_12221054,12221054,630399,Lily Lake,4.06E+12,390,39004,46.27961627,-86.43542474
1044,nhd_12221058,12221058,1621184,Peck Lake,4.06E+12,390,39004,46.28081802,-86.64528966
1045,nhd_12221064,12221064,1619015,Als Lake,4.06E+12,390,39004,46.27571013,-86.63613836
1046,nhd_12221066,12221066,632483,Mirror Lake,4.06E+12,390,39004,46.2755612,-86.68585519
1047,nhd_12221070,12221070,621730,Boot Lake,4.06E+12,390,39004,46.26888866,-86.44853564
1048,nhd_12221074,12221074,1622006,Upper Twin Lake,4.06E+12,390,39004,46.27297087,-86.64255388
1049,nhd_12221076,12221076,1619206,Big Twin Lake,4.06E+12,390,39004,46.26890152,-86.63759394
1050,nhd_12221094,12221094,1623028,Ready Lake,4.06E+12,390,39004,46.26299432,-86.71179932
1051,nhd_12221102,12221102,1619485,Cherry Lake,4.06E+12,390,39004,46.2603695,-86.65535072
1052,nhd_12221104,12221104,1619728,Doe Lake,4.06E+12,390,39004,46.25998949,-86.67687721
1053,nhd_12221112,12221112,1620111,Halfmoon Lake,4.06E+12,390,39004,46.25419513,-86.65590412
1054,nhd_12221120,12221120,1619526,Clear Lake,4.06E+12,390,39004,46.24740011,-86.42163594
1055,nhd_12221124,12221124,1621414,Rock Lake,4.06E+12,390,39004,46.24896344,-86.65766818
1056,nhd_12221126,12221126,1620523,Lion Lake,4.06E+12,390,39004,46.24779443,-86.65219532
1057,nhd_12221128,12221128,1615014,Townline Lake,4.06E+12,390,39004,46.24313255,-86.53797227
1058,nhd_12221132,12221132,1621902,Thornton Lake,4.06E+12,390,39004,46.24474147,-86.62279445
1059,nhd_12221136,12221136,1619191,Big Island Lake,4.06E+12,390,39004,46.23883014,-86.54433499
1060,nhd_12221144,12221144,628135,Herman Lake,4.06E+12,390,39004,46.23766989,-86.57994716
1061,nhd_12221150,12221150,1620872,Moccasin Lake,4.06E+12,390,39004,46.23694431,-86.62052401
1062,nhd_12221154,12221154,632222,Mid Lake,4.06E+12,390,39004,46.235431,-86.53456726
1063,nhd_12221160,12221160,1619087,Bar Lake,4.06E+12,390,39004,46.23553949,-86.65156776
1064,nhd_12221162,12221162,1619134,Beaton Lake,4.06E+12,390,39004,46.23500865,-86.41757848
1065,nhd_12221172,12221172,1619542,Coattail Lake,4.06E+12,390,39004,46.2299655,-86.53050057
1066,nhd_12221180,12221180,634729,Petes Lake,4.06E+12,390,39004,46.22570398,-86.60124736
1067,nhd_12221184,12221184,1619916,Fish Lake,4.06E+12,390,39004,46.22343873,-86.63932133
1068,nhd_12221186,12221186,1619430,Carp Lake,4.06E+12,390,39004,46.22805524,-86.64282858
1069,nhd_12221188,12221188,627229,Grassy Lake,4.06E+12,390,39004,46.22266197,-86.58137448
1070,nhd_12221190,12221190,1621929,Town Lake,4.06E+12,390,39004,46.22756623,-86.61691282
1071,nhd_12221194,12221194,1619556,Colwell Lake,4.06E+12,390,39004,46.22414044,-86.44205858
1072,nhd_12221200,12221200,1620448,Klondike Lake,4.06E+12,390,39004,46.22194979,-86.5031031
1073,nhd_12221204,12221204,1619078,Baldy Lake,4.06E+12,390,39004,46.21723095,-86.65219928
1074,nhd_12221216,12221216,633254,Neds Lake,4.06E+12,390,39004,46.21791142,-86.52040772
1075,nhd_12221220,12221220,1620771,McKeever Lake,4.06E+12,390,39004,46.21499847,-86.59061915
1076,nhd_12221224,12221224,1615494,Vance Lake,4.06E+12,390,39004,46.2161385,-86.50443793
1077,nhd_12221228,12221228,1619389,Byers Lake,4.06E+12,390,39004,46.20833977,-86.4868259
1078,nhd_12221230,12221230,1621979,Twilight Lake,4.06E+12,390,39004,46.21064096,-86.49766576
1079,nhd_12221232,12221232,1615963,Wedge Lake,4.06E+12,390,39004,46.20934207,-86.59710666
1080,nhd_12221238,12221238,1621176,Pear Lake,4.06E+12,390,39004,46.20683118,-86.47386217
1081,nhd_12221242,12221242,1620073,Green Bass Lake,4.06E+12,390,39004,46.20501492,-86.54395653
1082,nhd_12221250,12221250,1621357,Red Lake,4.06E+12,390,39004,46.20044618,-86.57200351
1083,nhd_12221252,12221252,1621770,Steuben Lake,4.06E+12,390,39004,46.19956697,-86.42238876
1084,nhd_12221256,12221256,1623027,Bluegill Lake,4.06E+12,390,39004,46.20176686,-86.47996559
1085,nhd_12221258,12221258,1618972,Farm Lake,4.06E+12,390,39004,46.19932862,-86.49977482
1086,nhd_12221260,12221260,1621910,Tie Lake,4.06E+12,390,39004,46.19639617,-86.64910881
1087,nhd_12221268,12221268,1620060,Grants Lake,4.06E+12,390,39004,46.19506775,-86.62492129
1088,nhd_12221286,12221286,1620753,McComb Lake,4.06E+12,390,39004,46.18824925,-86.6543591
1089,nhd_12221290,12221290,1621147,Pan Lake,4.06E+12,390,39004,46.18636176,-86.62773057
1090,nhd_12221298,12221298,1619815,East Lake,4.06E+12,390,39004,46.1789325,-86.41073628
1091,nhd_12221312,12221312,1622020,Verdant Lake,4.06E+12,390,39004,46.1774731,-86.54775083
1092,nhd_12221316,12221316,629083,Ironjaw Lake,4.06E+12,390,39004,46.17304474,-86.55276093
1093,nhd_12221320,12221320,1621943,Triangle Lake,4.06E+12,390,39004,46.16798764,-86.50423118
1094,nhd_12221326,12221326,1623026,Bass Lake,4.06E+12,390,39004,46.1670087,-86.47175905
1095,nhd_12221328,12221328,634148,Ostrander Lake,4.06E+12,390,39004,46.16792419,-86.61169759
1096,nhd_12221336,12221336,1614468,Swan Lake,4.06E+12,390,39004,46.16551136,-86.57522477
1097,nhd_12221346,12221346,1620266,Hub Lake,4.06E+12,390,39004,46.16304586,-86.53636296
1098,nhd_12221348,12221348,635943,Rim Lake,4.06E+12,390,39004,46.16220766,-86.5408682
1099,nhd_12221352,12221352,1614949,Toms Lake,4.06E+12,390,39004,46.161329,-86.59321047
1100,nhd_12221358,12221358,1620273,Hughes Lake,4.06E+12,390,39004,46.15734783,-86.48037271
1101,nhd_12221362,12221362,1619947,Foote Lake,4.06E+12,390,39004,46.15559159,-86.49143639
1102,nhd_12221380,12221380,628790,Hugoboom Lake,4.06E+12,390,39004,46.15030849,-86.60626846
1103,nhd_12221386,12221386,1620844,Minerva Lake,4.06E+12,390,39004,46.14636723,-86.47725425
1104,nhd_12221390,12221390,1619045,Ashford Lake,4.06E+12,390,39004,46.14438615,-86.29931248
1105,nhd_12221394,12221394,1620922,Mowe Lake,4.06E+12,390,39004,46.14480421,-86.57993919
1106,nhd_12221406,12221406,1620958,Murphy Lake,4.06E+12,390,39004,46.13200296,-86.46269181
1107,nhd_12221412,12221412,,,4.06E+12,390,39004,46.13330369,-86.43512798
1108,nhd_12221430,12221430,624865,Doyle Lake,4.06E+12,390,39004,46.12251646,-86.22050378
1109,nhd_12221434,12221434,1619272,Bog Lake,4.06E+12,390,39004,46.12146252,-86.56308892
1110,nhd_12221458,12221458,1621908,Thunder Lake,4.06E+12,390,39004,46.10050057,-86.47380018
1111,nhd_12221472,12221472,1621738,Spring Lake,4.06E+12,390,39004,46.09409976,-86.53821835
1112,nhd_12221478,12221478,622577,Camp Fortyone Lake,4.06E+12,390,39004,46.08054692,-86.5306313
1113,nhd_12221484,12221484,1619442,Carr Lake,4.06E+12,390,39004,46.0796956,-86.50654565
1114,nhd_12221490,12221490,1620876,Molly Lake,4.06E+12,390,39004,46.07549338,-86.51082587
1115,nhd_12221492,12221492,1619129,Bear Lake,4.06E+12,390,39004,46.07316133,-86.49930534
1116,nhd_12221506,12221506,1616699,Wolf Lake,4.06E+12,390,39004,46.05387802,-86.52001437
1117,nhd_12221542,12221542,632150,Merwin Lake,4.06E+12,390,39004,46.02268635,-86.07855105
1118,nhd_12222060,12222060,1619626,Crooked Lake,4.06E+12,390,39004,46.2126476,-86.42191905
1119,nhd_12226913,12226913,624936,Duck Lake,4.06E+12,390,39004,44.9922061,-85.77290467
1120,nhd_12226981,12226981,630799,Little Traverse Lake,4.06E+12,390,39004,44.92271171,-85.84093286
1121,nhd_12226997,12226997,620707,Bass Lake,4.06E+12,390,39004,44.91478643,-85.88282446
1122,nhd_12227015,12227015,630428,Lime Lake,4.06E+12,390,39004,44.89361878,-85.84172687
1123,nhd_12227135,12227135,637821,Shisler Lake,4.06E+12,390,39004,44.78042206,-85.8226616
1124,nhd_12227137,12227137,624345,Davis Lake,4.06E+12,390,39004,44.7773648,-85.86292359
1125,nhd_12227161,12227161,622038,Brooks Lake,4.06E+12,390,39004,44.77023921,-85.91383499
1126,nhd_12227173,12227173,634528,Pearl Lake,4.06E+12,390,39004,44.76187109,-85.91726289
1127,nhd_12227189,12227189,638811,Stevens Lake,4.06E+12,390,39004,44.7612869,-85.87077873
1128,nhd_12227221,12227221,630427,Lime Lake,4.06E+12,390,39004,44.75453166,-85.93200568
1129,nhd_12227237,12227237,622932,Cedar Lake,4.06E+12,390,39004,44.74464163,-85.7978087
1130,nhd_12227241,12227241,630966,Long Lake,4.06E+12,390,39004,44.71825335,-85.74984164
1131,nhd_12227247,12227247,623539,Coffield Lake,4.06E+12,390,39004,44.74426671,-85.73418844
1132,nhd_12227249,12227249,638422,South Twin Lake,4.06E+12,390,39004,44.74384749,-85.71124693
1133,nhd_12227267,12227267,628128,Herendeene Lake,4.06E+12,390,39004,44.74092319,-85.86050022
1134,nhd_12227269,12227269,626556,Fuller Lake,4.06E+12,390,39004,44.74040749,-85.86697666
1135,nhd_12227349,12227349,620136,Lake Ann,4.06E+12,390,39004,44.71579421,-85.84837381
1136,nhd_12227353,12227353,621068,Bellows Lake,4.06E+12,390,39004,44.71948369,-85.81275588
1137,nhd_12227403,12227403,1615419,Upper Woodcock Lake,4.06E+12,390,39004,44.70981014,-85.88473414
1138,nhd_12227415,12227415,625058,Dyer Lake,4.06E+12,390,39004,44.70307758,-85.71401245
1139,nhd_12227425,12227425,620702,Bass Lake,4.06E+12,390,39004,44.69193009,-85.71097904
1140,nhd_12227451,12227451,622025,Bronson Lake,4.06E+12,390,39004,44.69079177,-85.88047419
1141,nhd_12227499,12227499,622913,Cedar Hedge Lake,4.06E+12,390,39004,44.67104527,-85.78311273
1142,nhd_12227519,12227519,625489,Ellis Lake,4.06E+12,390,39004,44.66293331,-85.7481983
1143,nhd_12227545,12227545,1614950,Tonawanda Lake,4.06E+12,390,39004,44.6509542,-85.75251335
1144,nhd_12227559,12227559,621960,Bridge Lake,4.06E+12,390,39004,44.63889497,-85.78631517
1145,nhd_12227565,12227565,1623734,Green Lake,4.06E+12,390,39004,44.61198133,-85.78179161
1146,nhd_12227591,12227591,1615202,Turtle Lake,4.06E+12,390,39004,44.61631569,-85.90485151
1147,nhd_12227607,12227607,620699,Bass Lake,4.06E+12,390,39004,44.60635687,-85.80838524
1148,nhd_12228869,12228869,1622232,Zoba Lake,4.06E+12,390,39004,44.0694828,-85.95339371
1149,nhd_12231278,12231278,631047,Loon Lake,4.05E+12,390,39004,43.27693503,-84.95833491
