Site,site_id,Prmnn_I,GNIS_ID,GNIS_Nm,ReachCd,FType,FCode,Lat,Long
9535,nhd_7027747,7027747,653563,Upper Rice Lake,9.02E+12,390,39004,47.39443698,-95.29522173
9536,nhd_7027847,7027847,647906,Minerva Lake,9.02E+12,390,39004,47.37633099,-95.31743275
9537,nhd_7027889,7027889,649293,Perch Lake,9.02E+12,390,39004,47.3689832,-95.53433563
9538,nhd_7027917,7027917,647101,Long Lake,9.02E+12,390,39004,47.35823127,-95.55634624
9539,nhd_7027963,7027963,641228,Circle Lake,9.02E+12,390,39004,47.33866396,-95.76018694
9540,nhd_7028003,7028003,650372,Roy Lake,9.02E+12,390,39004,47.3173649,-95.55188452
9541,nhd_7028033,7028033,641218,Church Lake,9.02E+12,390,39004,47.30127647,-95.79511315
9542,nhd_7028113,7028113,650207,Rockstad Lake,9.02E+12,390,39004,47.29264517,-95.39119229
9543,nhd_7028193,7028193,,,9.02E+12,390,39004,47.26969292,-95.68374339
9544,nhd_7028251,7028251,648708,North Twin Lake,9.02E+12,390,39004,47.25636692,-95.64496221
9545,nhd_7028261,7028261,645501,Island Lake,9.02E+12,390,39004,47.26637851,-95.49906688
9546,nhd_7028331,7028331,653773,Waptus Lake,9.02E+12,390,39004,47.25633168,-95.44429134
9547,nhd_7028377,7028377,652353,South Twin Lake,9.02E+12,390,39004,47.23271423,-95.64485816
9548,nhd_7028379,7028379,,,9.02E+12,390,39004,47.24740818,-95.46623198
9549,nhd_7028423,7028423,647694,McKenzie Lake,9.02E+12,390,39004,47.2385088,-95.46195502
9550,nhd_7028449,7028449,639702,Bass Lake,9.02E+12,390,39004,47.22622609,-95.58784312
9551,nhd_7028697,7028697,652206,Snider Lake,9.02E+12,390,39004,47.19974366,-95.6702302
9552,nhd_7028851,7028851,646798,Little Elbow Lake,9.02E+12,390,39004,47.18427971,-95.60249589
9553,nhd_7028997,7028997,647672,McCraney Lake,9.02E+12,390,39004,47.17056677,-95.70368015
9554,nhd_7029157,7029157,653363,Tulaby Lake,9.02E+12,390,39004,47.15106144,-95.60370346
9555,nhd_7029221,7029221,654080,White Earth Lake,9.02E+12,390,39004,47.12738219,-95.75525414
9556,nhd_7029277,7029277,648479,Nemec Lake,9.02E+12,390,39004,47.13855137,-95.79079329
9557,nhd_7029459,7029459,648494,Net Lake,9.02E+12,390,39004,47.10489276,-95.78065476
9558,nhd_7029485,7029485,639711,Bass Lake,9.02E+12,390,39004,47.10303626,-95.7501208
9559,nhd_7029583,7029583,652723,Strawberry Lake,9.02E+12,390,39004,47.07128534,-95.69999173
9560,nhd_7053169,7053169,639563,Badger Lake,9.02E+12,390,39004,47.68016255,-96.0125766
9561,nhd_7053191,7053191,647490,Maple Lake,9.02E+12,390,39004,47.65893424,-96.15977446
9562,nhd_7053197,7053197,640727,Cable Lake,9.02E+12,390,39004,47.67316791,-96.17043433
9563,nhd_7053203,7053203,640791,Cameron Lake,9.02E+12,390,39004,47.66551795,-96.02026311
9564,nhd_7053291,7053291,642537,Crystal Lake,9.02E+12,390,39004,47.6278798,-96.10248313
9565,nhd_7053339,7053339,,,9.02E+12,390,39004,47.61587981,-96.02399723
9566,nhd_7053345,7053345,651211,Lake Sarah,9.02E+12,390,39004,47.61232445,-96.040307
9567,nhd_7053359,7053359,653510,Union Lake,9.02E+12,390,39004,47.60138286,-96.07897086
9568,nhd_7053361,7053361,,,9.02E+12,390,39004,47.61067539,-96.0881717
9569,nhd_7054333,7054333,647106,Long Lake,9.02E+12,390,39004,47.78138524,-95.23122137
9570,nhd_7054371,7054371,640452,Breeze Lake,9.02E+12,390,39004,47.76079347,-95.71718248
9571,nhd_7054417,7054417,639568,Bagley Lake,9.02E+12,390,39004,47.7598459,-95.23518606
9572,nhd_7054479,7054479,641318,Clearwater Lake,9.02E+12,390,39004,47.73412861,-95.18996906
9573,nhd_7054513,7054513,648009,Moe Lake,9.02E+12,390,39004,47.72969421,-95.65749098
9574,nhd_7054519,7054519,645709,Johnson Lake,9.02E+12,390,39004,47.73365555,-95.33126549
9575,nhd_7054539,7054539,649296,Perch Lake,9.02E+12,390,39004,47.72657309,-95.66733466
9576,nhd_7054635,7054635,652972,Syverson Lake,9.02E+12,390,39004,47.71752413,-95.75050783
9577,nhd_7054645,7054645,652700,Store Lake,9.02E+12,390,39004,47.71539524,-95.76370846
9578,nhd_7054763,7054763,643550,Falk Lake,9.02E+12,390,39004,47.70725551,-95.29466169
9579,nhd_7054789,7054789,649484,Pine Lake,9.02E+12,390,39004,47.69354261,-95.52627342
9580,nhd_7054843,7054843,645630,Jeppson Lake,9.02E+12,390,39004,47.68773444,-95.7754135
9581,nhd_7054881,7054881,644978,Hill River Lake,9.02E+12,390,39004,47.67747033,-95.80716359
9582,nhd_7054925,7054925,642704,Deep Lake,9.02E+12,390,39004,47.68332468,-95.39942758
9583,nhd_7054991,7054991,,,9.02E+12,390,39004,47.66517224,-95.78283183
9584,nhd_7055057,7055057,649335,Peterson Lake,9.02E+12,390,39004,47.66301919,-95.38881552
9585,nhd_7055159,7055159,646706,Lindberg Lake,9.02E+12,390,39004,47.64475817,-95.4786596
9586,nhd_7055223,7055223,648375,Mule John Lake,9.02E+12,390,39004,47.63429754,-95.58246027
9587,nhd_7055307,7055307,653382,Turtle Lake,9.02E+12,390,39004,47.61276598,-95.66936022
9588,nhd_7055377,7055377,640713,Buzzle Lake,9.02E+12,390,39004,47.61879276,-95.13390132
9589,nhd_7055385,7055385,646772,Little Buzzle Lake,9.02E+12,390,39004,47.6190154,-95.10742574
9590,nhd_7055451,7055451,654103,Whitefish Lake,9.02E+12,390,39004,47.60618083,-95.10586986
9591,nhd_7055463,7055463,643379,Engemoen Lake,9.02E+12,390,39004,47.58797485,-95.96651299
9592,nhd_7055495,7055495,654102,Whitefish Lake,9.02E+12,390,39004,47.58591036,-95.65273224
9593,nhd_7055539,7055539,647012,Lone Lake,9.02E+12,390,39004,47.58560996,-95.42796064
9594,nhd_7055695,7055695,649649,Poplar Lake,9.02E+12,390,39004,47.54480498,-95.66538763
9595,nhd_7055755,7055755,647970,Minnow Lake,9.02E+12,390,39004,47.53268083,-95.47527656
9596,nhd_7055775,7055775,647006,Lake Lomond,9.02E+12,390,39004,47.52989508,-95.40741206
9597,nhd_7055823,7055823,,,9.02E+12,390,39004,47.51867261,-95.46938072
9598,nhd_7055853,7055853,652471,Spring Lake,9.02E+12,390,39004,47.50935632,-95.6374038
9599,nhd_7058199,7058199,653733,Walker Brook Lake,9.02E+12,390,39004,47.49093471,-95.29862164
9600,nhd_7079132,7079132,,,9.02E+12,390,39004,48.42697264,-96.65304708
9601,nhd_7083104,7083104,660486,Lake Bronson,9.02E+12,390,39004,48.72136604,-96.61646599
9602,nhd_7085935,7085935,,,9.02E+12,390,39004,48.62808988,-95.53630948
9603,nhd_7092511,7092511,657480,Morris Lake,9.03E+12,390,39004,48.20178825,-90.86018985
9604,nhd_7092519,7092519,658634,Tenor Lake,9.03E+12,390,39004,48.19492319,-90.87632228
9605,nhd_7092521,7092521,658021,Reward Lake,9.03E+12,390,39004,48.19438884,-90.85273707
9606,nhd_7092527,7092527,658225,Shadow Lake,9.03E+12,390,39004,48.19228651,-90.84382443
9607,nhd_7092539,7092539,657938,Prayer Lake,9.03E+12,390,39004,48.1853629,-90.85320649
9608,nhd_7092547,7092547,,,9.03E+12,390,39004,48.17745038,-90.88945782
9609,nhd_7092551,7092551,658108,Roy Lake,9.03E+12,390,39004,48.17687653,-90.92541484
9610,nhd_7092555,7092555,656473,Gulf Lake,9.03E+12,390,39004,48.17711332,-90.90209721
9611,nhd_7092561,7092561,655119,Ambush Lake,9.03E+12,390,39004,48.17237917,-90.86126393
9612,nhd_7092569,7092569,658002,Red Rock Lake,9.03E+12,390,39004,48.1589076,-90.97847052
9613,nhd_7092575,7092575,,,9.03E+12,390,39009,48.13346978,-90.93436199
9614,nhd_7092577,7092577,656429,Grandpa Lake,9.03E+12,390,39004,48.16372262,-90.93005075
9615,nhd_7092585,7092585,658639,Tepee Lake,9.03E+12,390,39004,48.1584651,-90.81079439
9616,nhd_7092619,7092619,656950,Larch Lake,9.03E+12,390,39004,48.13306037,-90.81711121
9617,nhd_7092627,7092627,657374,Meditation Lake,9.03E+12,390,39004,48.13235436,-90.88010839
9618,nhd_7092631,7092631,,,9.03E+12,390,39009,48.09999658,-90.67384551
9619,nhd_7092651,7092651,,,9.03E+12,390,39004,48.11749618,-90.78192583
9620,nhd_7092655,7092655,656879,Kerfoot Lakes,9.03E+12,390,39004,48.11564913,-90.79349938
9621,nhd_7092665,7092665,658079,Rog Lake,9.03E+12,390,39004,48.11535905,-90.98336185
9622,nhd_7092679,7092679,658640,Tern Lake,9.03E+12,390,39004,48.1113796,-90.99248103
9623,nhd_7092681,7092681,656792,Jimmy Lake,9.03E+12,390,39004,48.1101536,-90.9075109
9624,nhd_7092725,7092725,656772,Paulson Lake,9.03E+12,390,39004,48.09913611,-90.90933133
9625,nhd_7092793,7092793,658977,Whisker Lake,9.03E+12,390,39004,48.08573735,-90.60904953
9626,nhd_7092797,7092797,655846,Crab Lake,9.03E+12,390,39004,48.08322136,-90.63492051
9627,nhd_7092805,7092805,656628,Honker Lake,9.03E+12,390,39004,48.08813464,-90.8912779
9628,nhd_7092807,7092807,657215,Loon Lake,9.03E+12,390,39004,48.0769987,-90.68548362
9629,nhd_7092819,7092819,657402,Mine Lake,9.03E+12,390,39004,48.08497612,-90.86640446
9630,nhd_7092823,7092823,657345,Mayhew Lake,9.03E+12,390,39004,48.07804949,-90.58710268
9631,nhd_7092827,7092827,656383,Glee Lake,9.03E+12,390,39004,48.08348646,-90.91455544
9632,nhd_7092835,7092835,655393,Bingshick Lake,9.03E+12,390,39004,48.0839289,-90.8959722
9633,nhd_7092839,7092839,657085,Little Mayhew Lake,9.03E+12,390,39004,48.07870978,-90.62430334
9634,nhd_7092853,7092853,656212,Fay Lake,9.03E+12,390,39004,48.07917682,-90.91194722
9635,nhd_7092857,7092857,656666,Howard Lake,9.03E+12,390,39004,48.07682744,-90.98478396
9636,nhd_7092863,7092863,658957,West Pope Lake,9.03E+12,390,39004,48.0715803,-90.60185185
9637,nhd_7092869,7092869,656176,Everett Lake,9.03E+12,390,39004,48.07602615,-90.87609745
9638,nhd_7092871,7092871,655510,Brant Lake,9.03E+12,390,39004,48.07136163,-90.86712823
9639,nhd_7092873,7092873,658201,Seahorse Lake,9.03E+12,390,39004,48.07533956,-90.94782816
9640,nhd_7092875,7092875,,,9.03E+12,390,39004,48.06577036,-90.627872
9641,nhd_7092877,7092877,656101,East Pope Lake,9.03E+12,390,39004,48.0690421,-90.58037728
9642,nhd_7092883,7092883,,,9.03E+12,390,39004,48.07253343,-90.81662335
9643,nhd_7092885,7092885,658103,Round Lake,9.03E+12,390,39004,48.07006671,-90.83779249
9644,nhd_7092891,7092891,658958,West Round Lake,9.03E+12,390,39004,48.07157659,-90.85080013
9645,nhd_7092905,7092905,656507,Ham Lake,9.03E+12,390,39004,48.06725699,-90.80772422
9646,nhd_7092909,7092909,658751,Trip Lake,9.03E+12,390,39004,48.06817393,-90.74128859
9647,nhd_7092911,7092911,656118,Edith Lake,9.03E+12,390,39004,48.07009239,-90.85659781
9648,nhd_7092913,7092913,656186,Extortion Lake,9.03E+12,390,39004,48.06656488,-90.75500109
9649,nhd_7092915,7092915,656449,Green Lake,9.03E+12,390,39004,48.07008633,-90.89922044
9650,nhd_7092925,7092925,657917,Portage Lake,9.03E+12,390,39004,48.06127055,-90.5863753
9651,nhd_7092927,7092927,655264,Bat Lake,9.03E+12,390,39004,48.06634448,-90.91459115
9652,nhd_7092929,7092929,656328,French Lake,9.03E+12,390,39004,48.06632965,-90.94664304
9653,nhd_7092939,7092939,657786,Peter Lake,9.03E+12,390,39004,48.06595566,-90.98213858
9654,nhd_7092947,7092947,,,9.03E+12,390,39004,48.0569225,-90.68213715
9655,nhd_7092957,7092957,656093,East Dawkins Lake,9.03E+12,390,39004,48.05982106,-90.73086664
9656,nhd_7092961,7092961,,,9.03E+12,390,39004,48.05770581,-90.56521393
9657,nhd_7092965,7092965,659754,Gillis Lake,9.03E+12,390,39004,48.05577238,-90.92984446
9658,nhd_7092973,7092973,657930,Powell Lake,9.03E+12,390,39004,48.06171992,-90.96233218
9659,nhd_7092979,7092979,655451,Blue Snow Lake,9.03E+12,390,39004,48.05953176,-90.86890377
9660,nhd_7092981,7092981,657421,Missing Link Lake,9.03E+12,390,39004,48.05868967,-90.84597943
9661,nhd_7092987,7092987,658950,West Fern Lake,9.03E+12,390,39004,48.06025746,-90.97473704
9662,nhd_7092989,7092989,655317,Bedew Lake,9.03E+12,390,39004,48.05329303,-90.626402
9663,nhd_7092993,7092993,656219,Fern Lake,9.03E+12,390,39004,48.05730587,-90.95046044
9664,nhd_7092999,7092999,655940,Dawkins Lake,9.03E+12,390,39004,48.05349027,-90.76804476
9665,nhd_7093003,7093003,658329,Snipe Lake,9.03E+12,390,39004,48.05165758,-90.82618484
9666,nhd_7093011,7093011,658857,Virgin Lake,9.03E+12,390,39004,48.05645125,-90.99105502
9667,nhd_7093037,7093037,658781,Tuscarora Lake,9.03E+12,390,39004,48.04161832,-90.88293297
9668,nhd_7093069,7093069,658022,Rib Lake,9.03E+12,390,39004,48.03906478,-90.78459459
9669,nhd_7093087,7093087,655805,Copper Lake,9.03E+12,390,39004,48.04120115,-90.83149674
9670,nhd_7093115,7093115,,,9.03E+12,390,39004,48.03606594,-90.92757459
9671,nhd_7093121,7093121,656151,Elm Lake,9.03E+12,390,39004,48.03891053,-90.9689185
9672,nhd_7093123,7093123,657711,Owl Lake,9.03E+12,390,39004,48.04011629,-90.90871989
9673,nhd_7093169,7093169,657238,Lower George Lake,9.03E+12,390,39004,48.03083811,-90.77708053
9674,nhd_7093193,7093193,658648,Thelma Lake,9.03E+12,390,39004,48.02931108,-90.87329447
9675,nhd_7093197,7093197,658617,Tarry Lake,9.03E+12,390,39004,48.0291125,-90.93031183
9676,nhd_7093209,7093209,,,9.03E+12,390,39004,48.01296029,-90.76206432
9677,nhd_7093235,7093235,657476,Mora Lake,9.03E+12,390,39004,48.02219422,-90.93994722
9678,nhd_7093315,7093315,656900,Kiskadinna Lake,9.03E+12,390,39004,48.0067136,-90.68235513
9679,nhd_7094079,7094079,,,9.03E+12,390,39004,48.18114749,-90.82415234
9680,nhd_7094081,7094081,655764,Clove Lake,9.03E+12,390,39004,48.1420362,-90.79235515
9681,nhd_7095011,7095011,,,9.03E+12,390,39004,48.25268402,-91.99134624
9682,nhd_7095015,7095015,,,9.03E+12,390,39009,48.22772466,-91.93146383
9683,nhd_7095049,7095049,661093,Dark Lake,9.03E+12,390,39004,48.21207858,-91.96482966
9684,nhd_7095061,7095061,662312,Rush Lake,9.03E+12,390,39004,48.20355799,-91.96489234
9685,nhd_7095075,7095075,661317,Fox Lake,9.03E+12,390,39004,48.19941051,-91.97455083
9686,nhd_7095087,7095087,655915,Ottertrack Lake,9.03E+12,390,39004,48.1705418,-91.09602136
9687,nhd_7095101,7095101,655165,Ashdick Lake,9.03E+12,390,39004,48.17629491,-91.0539124
9688,nhd_7095107,7095107,659085,Zephyr Lake,9.03E+12,390,39004,48.17418682,-91.03111316
9689,nhd_7095127,7095127,656171,Ester Lake,9.03E+12,390,39004,48.16217057,-91.07050723
9690,nhd_7095159,7095159,657962,Rabbit Lake,9.03E+12,390,39004,48.1612032,-91.0871495
9691,nhd_7095203,7095203,657570,Nawakwa Lake,9.03E+12,390,39004,48.15332044,-91.04915745
9692,nhd_7095205,7095205,658724,Totem Lake,9.03E+12,390,39004,48.15649813,-91.06673631
9693,nhd_7095217,7095217,656377,Gijikiki Lake,9.03E+12,390,39004,48.15285964,-91.11708677
9694,nhd_7095257,7095257,656518,Hanson Lake,9.03E+12,390,39004,48.14051006,-91.08027592
9695,nhd_7095265,7095265,656192,Faith Lake,9.03E+12,390,39004,48.14620235,-91.03853873
9696,nhd_7095285,7095285,657015,Link Lake,9.03E+12,390,39004,48.14467027,-91.06573145
9697,nhd_7095287,7095287,656246,Fish Lake,9.03E+12,390,39004,48.14160735,-91.04676497
9698,nhd_7095307,7095307,655761,Lake of the Clouds,9.03E+12,390,39004,48.14232581,-91.11257405
9699,nhd_7095311,7095311,657259,Lunar Lake,9.03E+12,390,39004,48.14174326,-91.10501451
9700,nhd_7095315,7095315,656375,Gift Lake,9.03E+12,390,39004,48.14216218,-91.05901149
9701,nhd_7095319,7095319,655705,Cherry Lake,9.03E+12,390,39004,48.13576811,-91.10210424
9702,nhd_7095327,7095327,656074,Dutton Lake,9.03E+12,390,39004,48.13928637,-91.13824624
9703,nhd_7095331,7095331,655557,Bullfrog Lake,9.03E+12,390,39004,48.13760216,-91.06689497
9704,nhd_7095333,7095333,662644,Thunder Lake,9.03E+12,390,39004,48.13997588,-91.85659398
9705,nhd_7095347,7095347,657384,Midas Lake,9.03E+12,390,39004,48.13656322,-91.05681176
9706,nhd_7095369,7095369,655733,Clam Lake,9.03E+12,390,39004,48.13321128,-91.09255226
9707,nhd_7095373,7095373,658717,Topaz Lake,9.03E+12,390,39004,48.12903368,-91.12483092
9708,nhd_7095379,7095379,660751,Beartrap Lake,9.03E+12,390,39004,48.14047555,-91.86983736
9709,nhd_7095381,7095381,655126,Amoeber Lake,9.03E+12,390,39004,48.12371345,-91.14620455
9710,nhd_7095393,7095393,655626,Canoe Lake,9.03E+12,390,39004,48.1285583,-91.09810867
9711,nhd_7095433,7095433,656621,Holt Lake,9.03E+12,390,39004,48.11856679,-91.06018972
9712,nhd_7095441,7095441,660906,Bullet Lake,9.03E+12,390,39004,48.12763945,-91.80173709
9713,nhd_7095449,7095449,657659,Ogishkemuncie Lake,9.03E+12,390,39004,48.09332142,-91.06693175
9714,nhd_7095453,7095453,661404,Gun Lake,9.03E+12,390,39004,48.11907221,-91.82849145
9715,nhd_7095457,7095457,656895,Kingfisher Lake,9.03E+12,390,39004,48.1164688,-91.03125808
9716,nhd_7095463,7095463,661401,Gull Lake,9.03E+12,390,39004,48.12309406,-91.85157812
9717,nhd_7095465,7095465,657563,Nabek Lake,9.03E+12,390,39004,48.11310229,-91.07439658
9718,nhd_7095471,7095471,661960,Moosecamp Lake,9.03E+12,390,39004,48.12047367,-91.79287255
9719,nhd_7095479,7095479,658686,Tickle Lake,9.03E+12,390,39004,48.11094151,-91.03337169
9720,nhd_7095503,7095503,661488,Home Lake,9.03E+12,390,39004,48.11593396,-91.87497765
9721,nhd_7095513,7095513,655789,Cook County Lake,9.03E+12,390,39004,48.1005491,-91.0344014
9722,nhd_7095533,7095533,660658,Angleworm Lake,9.03E+12,390,39004,48.09036237,-91.8887474
9723,nhd_7095541,7095541,657721,Paco Lake,9.03E+12,390,39004,48.09724808,-91.03724221
9724,nhd_7095563,7095563,661246,Fairy Lake,9.03E+12,390,39004,48.10401869,-91.83093662
9725,nhd_7095565,7095565,658388,Spice Lake,9.03E+12,390,39004,48.09542921,-91.08178915
9726,nhd_7095579,7095579,656116,Eddy Lake,9.03E+12,390,39004,48.09404191,-91.11897862
9727,nhd_7095581,7095581,658291,Skindance Lake,9.03E+12,390,39004,48.09364303,-91.04702871
9728,nhd_7095609,7095609,,,9.03E+12,390,39004,48.09081103,-91.1140549
9729,nhd_7095625,7095625,656781,Jenny Lake,9.03E+12,390,39004,48.08660643,-91.10498591
9730,nhd_7095635,7095635,656642,Horse Lake,9.03E+12,390,39004,48.07950043,-91.76152394
9731,nhd_7095639,7095639,660851,Boot Lake,9.03E+12,390,39004,48.08633118,-91.83038099
9732,nhd_7095641,7095641,658220,Sema Lake,9.03E+12,390,39004,48.0867169,-91.16801859
9733,nhd_7095649,7095649,658397,Spoon Lake,9.03E+12,390,39004,48.08104976,-91.20370295
9734,nhd_7095651,7095651,,,9.03E+12,390,39004,48.08522398,-91.12456385
9735,nhd_7095653,7095653,655479,Bonnie Lake,9.03E+12,390,39004,48.08491144,-91.21812067
9736,nhd_7095659,7095659,655144,Annie Lake,9.03E+12,390,39004,48.08250283,-91.09837749
9737,nhd_7095663,7095663,657521,Mueller Lake,9.03E+12,390,39004,48.08142686,-91.05570819
9738,nhd_7095667,7095667,655595,Calico Lake,9.03E+12,390,39004,48.08187674,-91.11539731
9739,nhd_7095681,7095681,656864,Kekekabic Lake,9.03E+12,390,39009,48.06549653,-91.186518
9740,nhd_7095759,7095759,656863,Kek Lake,9.03E+12,390,39004,48.06927348,-91.16572803
9741,nhd_7095761,7095761,661185,Ed Shave Lake,9.03E+12,390,39004,48.07510547,-91.94234008
9742,nhd_7095783,7095783,657918,Portage Lake,9.03E+12,390,39004,48.06802813,-91.3067979
9743,nhd_7095789,7095789,656882,Kettle Lake,9.03E+12,390,39004,48.06758427,-91.2261418
9744,nhd_7095839,7095839,655153,Arkose Lake,9.03E+12,390,39004,48.06251565,-91.27751658
9745,nhd_7095857,7095857,657989,Rattle Lake,9.03E+12,390,39004,48.05365851,-91.00596116
9746,nhd_7095869,7095869,656330,Frog Lake,9.03E+12,390,39004,48.05995386,-91.35949569
9747,nhd_7095873,7095873,658844,Vera Lake,9.03E+12,390,39004,48.05610356,-91.31214644
9748,nhd_7095893,7095893,658730,Trader Lake,9.03E+12,390,39004,48.05426292,-91.29015753
9749,nhd_7095933,7095933,,,9.03E+12,390,39004,48.05074684,-91.90756414
9750,nhd_7095939,7095939,658747,Trident Lake,9.03E+12,390,39004,48.05156319,-91.35680862
9751,nhd_7095953,7095953,,,9.03E+12,390,39009,48.0368134,-91.64746893
9752,nhd_7095955,7095955,658694,Tin Can Mike Lake,9.03E+12,390,39004,48.05183753,-91.77161325
9753,nhd_7095957,7095957,656184,Explorer Lake,9.03E+12,390,39004,48.04949878,-91.28602337
9754,nhd_7095977,7095977,657577,Neglige Lake,9.03E+12,390,39004,48.04965208,-91.30297172
9755,nhd_7095985,7095985,660628,Agassa Lake,9.03E+12,390,39004,48.05528038,-91.94891576
9756,nhd_7096001,7096001,657303,Manomin Lake,9.03E+12,390,39004,48.0443574,-91.48074293
9757,nhd_7096025,7096025,656162,Ensign Lake,9.03E+12,390,39004,48.03739005,-91.35893903
9758,nhd_7096053,7096053,657992,Raven Lake,9.03E+12,390,39004,48.03704056,-91.14303852
9759,nhd_7096101,7096101,660649,Alruss Lake,9.03E+12,390,39004,48.04281731,-91.80214962
9760,nhd_7096105,7096105,661828,Louis Lake,9.03E+12,390,39004,48.04364096,-91.81802571
9761,nhd_7096111,7096111,658396,Splash Lake,9.03E+12,390,39004,48.03583015,-91.41298508
9762,nhd_7096133,7096133,658158,Sandpit Lake,9.03E+12,390,39004,48.03928065,-91.7898688
9763,nhd_7096135,7096135,662499,South Hegman Lake,9.03E+12,390,39004,48.03686625,-91.91345916
9764,nhd_7096155,7096155,662004,Mudro Lake,9.03E+12,390,39004,48.03566263,-91.81580377
9765,nhd_7096195,7096195,655090,Ahmakose Lake,9.03E+12,390,39004,48.02602504,-91.18263033
9766,nhd_7096201,7096201,656303,Found Lake,9.03E+12,390,39004,48.02914469,-91.46487355
9767,nhd_7096207,7096207,,,9.03E+12,390,39004,48.02464239,-91.32591013
9768,nhd_7096211,7096211,656154,Elton Lake,9.03E+12,390,39004,48.01603123,-91.03904361
9769,nhd_7096237,7096237,658078,Roe Lake,9.03E+12,390,39004,48.02236575,-91.14191302
9770,nhd_7096239,7096239,656370,Gerund Lake,9.03E+12,390,39004,48.02383646,-91.19531692
9771,nhd_7096241,7096241,662251,Range Lake,9.03E+12,390,39004,48.030234,-91.79715057
9772,nhd_7096261,7096261,662174,Picket Lake,9.03E+12,390,39004,48.02956813,-91.84699429
9773,nhd_7096271,7096271,658129,Sagus Lake,9.03E+12,390,39004,48.01455192,-91.16150284
9774,nhd_7096295,7096295,656542,Hatchet Lake,9.03E+12,390,39004,48.01527017,-91.25263005
9775,nhd_7096297,7096297,662034,Nels Lake,9.03E+12,390,39004,48.0240988,-91.8972483
9776,nhd_7096305,7096305,658295,Skull Lake,9.03E+12,390,39004,48.02334762,-91.44802961
9777,nhd_7096311,7096311,658398,Spree Lake,9.03E+12,390,39004,48.02227927,-91.43910798
9778,nhd_7096327,7096327,655488,Boulder Lake,9.03E+12,390,39004,48.01170464,-91.11868682
9779,nhd_7096331,7096331,655482,Boot Lake,9.03E+12,390,39004,48.01360958,-91.36209538
9780,nhd_7096335,7096335,659036,Wind Lake,9.03E+12,390,39004,48.01327959,-91.53175931
9781,nhd_7096341,7096341,655178,Azion Lake,9.03E+12,390,39004,48.02231987,-91.72386557
9782,nhd_7096347,7096347,662268,Rice Lake,9.03E+12,390,39004,48.02275965,-91.97218531
9783,nhd_7096351,7096351,662263,Regenbogen Lake,9.03E+12,390,39004,48.02545458,-91.917609
9784,nhd_7096359,7096359,656374,Gibson Lake,9.03E+12,390,39004,48.01638311,-91.32531471
9785,nhd_7096363,7096363,656466,Grub Lake,9.03E+12,390,39004,48.01702907,-91.39504234
9786,nhd_7096367,7096367,656546,Haven Lake,9.03E+12,390,39004,48.01603862,-91.35081609
9787,nhd_7096369,7096369,658235,Shepo Lake,9.03E+12,390,39004,48.01252303,-91.17761191
9788,nhd_7096381,7096381,661495,Hook Lake,9.03E+12,390,39004,48.01848413,-91.98834091
9789,nhd_7096389,7096389,655071,Abinodji Lake,9.03E+12,390,39004,48.01341037,-91.34155008
9790,nhd_7096391,7096391,661275,First Lake,9.03E+12,390,39004,48.02048495,-91.92544469
9791,nhd_7096395,7096395,655670,Cattyman Lake,9.03E+12,390,39004,48.01294005,-91.31916358
9792,nhd_7096399,7096399,657290,Makwa Lake,9.03E+12,390,39004,48.00436992,-91.06012892
9793,nhd_7096403,7096403,658583,Swing Lake,9.03E+12,390,39004,48.01337629,-91.33158834
9794,nhd_7096417,7096417,656698,Indiana Lake,9.03E+12,390,39004,48.01351429,-91.59474997
9795,nhd_7096419,7096419,656826,Jug Lake,9.03E+12,390,39004,48.00710871,-91.11287068
9796,nhd_7096443,7096443,655080,Adventure Lake,9.03E+12,390,39004,48.00723708,-91.31906533
9797,nhd_7096485,7096485,657553,Muskrat Lake,9.03E+12,390,39004,48.00301441,-91.19683915
9798,nhd_7096513,7096513,656403,Good Lake,9.03E+12,390,39004,48.00522524,-91.61245203
9799,nhd_7096515,7096515,656795,Jitterbug Lake,9.03E+12,390,39004,48.00468496,-91.33045285
9800,nhd_7096541,7096541,661633,Keneu Lake,9.03E+12,390,39004,48.00759762,-91.98597223
9801,nhd_7097721,7097721,,,9.03E+12,390,39009,48.1019916,-91.18221207
9802,nhd_7097779,7097779,655261,Basswood Lake,9.03E+12,390,39009,48.05632958,-91.63219498
9803,nhd_7100709,7100709,,,9.03E+12,390,39009,48.31833411,-92.12109248
9804,nhd_7100887,7100887,662619,Takucmich Lake,9.03E+12,390,39004,48.33080421,-92.17513247
9805,nhd_7100909,7100909,662676,Trygg Lake,9.03E+12,390,39004,48.33526408,-92.19337007
9806,nhd_7100943,7100943,662631,Tesaker Lake,9.03E+12,390,39004,48.3309606,-92.19249049
9807,nhd_7100951,7100951,661403,Gun Lake,9.03E+12,390,39004,48.32256584,-92.20214779
9808,nhd_7101025,7101025,662210,Pocket Lake,9.03E+12,390,39004,48.31530924,-92.12770269
9809,nhd_7101035,7101035,662670,Trillium Lake,9.03E+12,390,39004,48.31953423,-92.16465419
9810,nhd_7101051,7101051,662408,Section Pond,9.03E+12,390,39004,48.3162346,-92.25598523
9811,nhd_7101067,7101067,,,9.03E+12,390,39004,48.31724171,-92.21658426
9812,nhd_7101093,7101093,661231,Eugene Lake,9.03E+12,390,39004,48.30510531,-92.21985895
9813,nhd_7101115,7101115,661727,Little Vermilion Lake,9.03E+12,390,39009,48.28265861,-92.4126589
