"","WBIC","site_id"
"879",261200,"nhd_9035981"
"880",265100,"nhd_9035945"
"881",85400,"nhd_12172944"
"882",1717300,"nhd_13134961"
"883",265500,"nhd_9035945"
"884",146100,"nhd_6864789"
"885",117500,"nhd_6866485"
"886",103400,"nhd_6866429"
"887",2649800,"nhd_2643664"
"888",2914800,"nhd_1813639"
"889",1447200,"nhd_14726528"
"890",2314100,"nhd_13345478"
"891",1856400,"nhd_13343336"
"892",2492800,"nhd_1849755"
"893",2300600,"nhd_13345458"
"894",2343600,"nhd_13343496"
"895",2705000,"nhd_1849765"
"896",2452300,"nhd_2262477"
"897",1630600,"nhd_13391483"
"898",2336800,"nhd_13343420"
"899",1832200,"nhd_13343414"
"900",2488200,"nhd_1851893"
"901",2340100,"nhd_13344026"
"902",2416900,"nhd_13118830"
"903",2453300,"nhd_1850075"
"904",1513800,"nhd_14729114"
"905",1010100,"nhd_14726518"
"906",2201000,NA
"907",1836700,"nhd_13352138"
"908",2650300,"nhd_2643738"
"909",724600,"nhd_13209682"
"910",724000,NA
"911",2081200,"nhd_13080639"
"912",1555900,"nhd_13399045"
"913",305500,"nhd_9029847"
"914",1434900,"nhd_14731992"
"915",1335500,"nhd_14705842"
"916",131100,"nhd_120052443"
"917",459900,"nhd_6808562"
"918",1437500,"nhd_14730086"
"919",1246300,"nhd_13634447"
"920",2668100,"nhd_2267225"
"921",480100,"nhd_6807690"
"922",490100,"nhd_6808348"
"923",456765,"nhd_6808544"
"924",2423000,"nhd_13118768"
"925",1602300,"nhd_120053667"
"926",2674500,NA
"927",985900,"nhd_13391779"
"928",1176400,"nhd_13393361"
"929",2493100,"nhd_1855223"
"930",1847000,"nhd_13078543"
"931",1848400,"nhd_13078727"
"932",1571300,"nhd_13394961"
"933",501800,"nhd_6816862"
"934",2239300,"nhd_12991627"
"935",968100,"nhd_13394773"
"936",1855800,"nhd_13121364"
"937",1835000,"nhd_13078681"
"938",2240100,"nhd_12991623"
"939",406400,NA
"940",1564200,"nhd_13395159"
"941",540600,"nhd_6820636"
"942",993800,"nhd_14726592"
"943",461300,"nhd_6808400"
"944",2311700,"nhd_13343156"
"945",2673600,"nhd_2265939"
"946",2462200,"nhd_2260719"
"947",2463300,"nhd_2260815"
"948",2750200,NA
"949",2125400,"nhd_13105849"
"950",830800,"nhd_13282794"
"951",873900,NA
"952",1204030,NA
"953",7100,"nhd_12169509"
"954",763200,"nhd_14767684"
"955",165700,"nhd_6866405"
"956",166700,"nhd_6866415"
"957",104300,"nhd_6866619"
"958",171000,"nhd_6866591"
"959",175700,NA
"960",25600,"nhd_12162850"
"961",743000,"nhd_14768096"
"962",2098000,"nhd_13081091"
"963",1378100,"nhd_14704058"
"964",2474400,"nhd_2267029"
"965",970000,"nhd_13394205"
"966",2486200,"nhd_2644044"
"967",973000,"nhd_13394119"
"968",766600,"nhd_14767784"
"969",426200,"nhd_6808058"
"970",449300,NA
"971",2728900,"nhd_1849889"
"972",265400,"nhd_9035945"
"973",265200,"nhd_9035945"
"974",969300,"nhd_13394219"
"975",1528300,"nhd_13394473"
"976",146100,"nhd_120052176"
"977",1518700,"nhd_13394957"
"978",835100,"nhd_13281386"
"979",702800,"nhd_6842347"
"980",2227500,NA
"981",2399700,"nhd_13120880"
"982",2267000,"nhd_12987583"
"983",1881900,"nhd_13344210"
"984",2266900,"nhd_12987557"
"985",2670700,"nhd_120053127"
"986",2401300,"nhd_13119274"
"987",2673300,NA
"988",1592400,"nhd_120052559"
"989",2451900,"nhd_1852643"
"990",2415800,"nhd_13120838"
"991",1601300,"nhd_13393431"
"992",2709800,"nhd_1852687"
"993",2046500,"nhd_13121370"
"994",2641000,"nhd_2644088"
"995",988200,"nhd_13395085"
"996",977100,"nhd_13395165"
"997",2518800,NA
"998",2200400,"nhd_12980631"
"999",426100,"nhd_6808106"
"1000",2172600,"nhd_13103871"
"1001",1764500,"nhd_13131903"
"1002",418700,"nhd_6808248"
"1003",769750,NA
"1004",1835700,"nhd_13121060"
"1005",1858200,"nhd_13080589"
"1006",2436800,"nhd_13120880"
"1007",2449400,"nhd_2644196"
"1008",2903100,"nhd_1813379"
"1009",1753300,"nhd_13132689"
"1010",1406300,"nhd_14701628"
"1011",1620000,NA
"1012",2265900,"nhd_12990849"
"1013",2256800,"nhd_12990929"
"1014",2711800,NA
"1015",1870100,"nhd_12990923"
"1016",1866400,"nhd_13349408"
"1017",1593800,"nhd_13393533"
"1018",607500,"nhd_6842385"
"1019",2500100,"nhd_1852711"
"1020",706000,"nhd_14445878"
"1021",583700,"nhd_6842821"
"1022",2105800,"nhd_13078839"
"1023",2210900,"nhd_12979511"
"1024",1572000,"nhd_13395039"
"1025",2193900,"nhd_12980685"
"1026",348700,"nhd_9026661"
"1027",1615900,"nhd_13394797"
"1028",1533200,"nhd_13394577"
"1029",1015100,"nhd_13394511"
"1030",2114300,"nhd_13078575"
"1031",1861900,"nhd_13078697"
"1032",1865400,"nhd_13078707"
"1033",200300,"nhd_9035729"
"1034",67100,NA
"1035",107700,"nhd_6866683"
"1036",835800,"nhd_13281252"
"1037",1885700,NA
"1038",2351400,"nhd_13124170"
"1039",1590400,"nhd_13393863"
"1040",2765900,"nhd_120053691"
"1041",2669300,"nhd_2267429"
"1042",2176200,"nhd_13103901"
"1043",1878800,"nhd_13124016"
"1044",1333900,"nhd_14705866"
"1045",1717300,"nhd_13134967"
"1046",2876200,"nhd_1797513"
"1047",2754300,NA
"1048",2832900,"nhd_1816241"
"1049",2899400,"nhd_1816379"
"1050",2935500,"nhd_1813701"
"1051",2479000,"nhd_2260759"
"1052",2747700,NA
"1053",1008700,"nhd_13393581"
"1054",2268200,"nhd_12991075"
"1055",1835500,"nhd_12988315"
"1056",1603600,"nhd_13393655"
"1057",974200,"nhd_13393935"
"1058",2598600,"nhd_2266553"
"1059",1610700,"nhd_13393943"
"1060",2081700,"nhd_13080623"
"1061",2104300,"nhd_13079055"
"1062",2098200,"nhd_13079193"
"1063",552100,"nhd_6817254"
"1064",1005200,NA
"1065",1322400,NA
"1066",2181400,NA
"1067",421800,"nhd_6808502"
"1068",184300,"nhd_9026651"
"1069",2741600,"nhd_2260969"
"1070",742245,NA
"1071",767400,"nhd_14767716"
"1072",828000,"nhd_13290910"
"1073",742210,NA
"1074",1322400,"nhd_14705700"
"1075",2767300,"nhd_1813593"
"1076",2743600,"nhd_2260889"
"1077",2964000,"nhd_11949795"
"1078",2944800,"nhd_1813751"
"1079",2734500,"nhd_1849473"
"1080",2381900,"nhd_13119508"
"1081",1862400,"nhd_13121114"
"1082",1884100,"nhd_13121114"
"1083",651300,"nhd_6842501"
"1084",1605200,"nhd_13393859"
"1085",587400,"nhd_6842439"
"1086",1589100,"nhd_13394155"
"1087",2713900,NA
"1088",1982400,"nhd_13078117"
"1089",2543100,NA
"1090",1249800,NA
"1091",804000,"nhd_120052351"
"1092",830700,"nhd_13282702"
"1093",2775200,NA
"1094",2866000,"nhd_1797623"
"1095",2456500,NA
"1096",2921100,"nhd_1813609"
"1097",2485000,"nhd_2260783"
"1098",2917900,NA
"1099",1018200,"nhd_13393611"
"1100",2046700,"nhd_12991121"
"1101",672000,"nhd_6842451"
"1102",2717100,NA
"1103",701900,"nhd_6842369"
"1104",591700,"nhd_6842479"
"1105",2677400,NA
"1106",2480200,NA
"1107",1611700,"nhd_13393943"
"1108",555700,"nhd_6817164"
"1109",1564600,"nhd_13395421"
"1110",1579900,"nhd_120052161"
"1111",1841500,"nhd_13080713"
"1112",462520,"nhd_6808620"
"1113",519500,"nhd_6819964"
"1114",300900,"nhd_9029843"
"1115",102900,"nhd_6864397"
"1116",104600,"nhd_6864417"
"1117",858300,"nhd_13290674"
"1118",767100,"nhd_14767828"
"1119",815200,"nhd_13294682"
"1120",336400,"nhd_9029059"
"1121",2607100,"nhd_2651308"
"1122",192500,"nhd_9029063"
"1123",183000,"nhd_9035707"
"1124",265600,"nhd_9035945"
"1125",1000700,NA
"1126",809600,"nhd_120052446"
"1127",741600,"nhd_14767942"
"1128",768600,"nhd_14767720"
"1129",740000,"nhd_14783851"
"1130",330,NA
"1131",1242400,"nhd_13634413"
"1132",746000,"nhd_120052743"
"1133",2489100,"nhd_1849731"
"1134",2044800,"nhd_13117614"
"1135",1864800,"nhd_13345440"
"1136",2962900,"nhd_11950087"
"1137",2731800,"nhd_1849655"
"1138",2964100,"nhd_11949795"
"1139",2298600,"nhd_13345524"
"1140",1857400,"nhd_13343526"
"1141",2955900,"nhd_6792583"
"1142",1981200,NA
"1143",1612900,"nhd_13393943"
"1144",1844000,"nhd_13078193"
"1145",2714700,"nhd_2264173"
"1146",2474800,"nhd_2264305"
"1147",1007500,"nhd_13394385"
"1148",986600,"nhd_13394479"
"1149",1851900,"nhd_13078327"
"1150",2685000,"nhd_2264605"
"1151",2461200,"nhd_2643712"
"1152",1985200,NA
"1153",389300,"nhd_9026391"
"1154",2103200,"nhd_13081037"
"1155",191400,"nhd_9028519"
"1156",968200,"nhd_14726180"
"1157",502300,"nhd_6819538"
"1158",384400,NA
"1159",1023000,"nhd_14726282"
"1160",704200,"nhd_14445916"
"1161",2693800,"nhd_1849721"
"1162",1626200,"nhd_13391661"
"1163",478200,"nhd_6807856"
"1164",499000,"nhd_6819686"
"1165",515100,"nhd_6819818"
"1166",2956500,"nhd_6792133"
"1167",2290500,NA
"1168",1412700,"nhd_14730272"
"1169",2773200,"nhd_1813363"
"1170",2901700,"nhd_1816107"
"1171",1837100,"nhd_13345580"
"1172",987100,"nhd_14701820"
"1173",259600,"nhd_9036035"
"1174",1378100,"nhd_14704052"
"1175",149800,"nhd_6866325"
"1176",59300,"nhd_12176188"
"1177",2470000,"nhd_1850033"
"1178",2147200,"nhd_13096318"
"1179",181500,"nhd_9032271"
"1180",1717300,"nhd_13134959"
"1181",250000,"nhd_9036185"
"1182",2307600,"nhd_13343086"
"1183",744200,"nhd_14768066"
"1184",747300,"nhd_14768084"
"1185",1377100,"nhd_120052587"
"1186",2631600,"nhd_2646330"
"1187",1378100,"nhd_14704058"
"1188",1378100,"nhd_14704058"
"1189",447000,"nhd_6808826"
"1190",296300,NA
"1191",264900,"nhd_9035945"
"1192",1322400,"nhd_14705716"
"1193",25100,"nhd_12162896"
"1194",750300,"nhd_14767930"
"1195",2271600,"nhd_167120812"
"1196",2264200,"nhd_12990939"
"1197",1592000,"nhd_13393661"
"1198",743600,"nhd_14768080"
"1199",2762700,"nhd_1797479"
"1200",2858100,"nhd_1803579"
"1201",192900,"nhd_9029683"
"1202",95700,"nhd_13062989"
"1203",1865200,"nhd_13117756"
"1204",2425700,"nhd_13117800"
"1205",2298500,"nhd_13345498"
"1206",2340900,"nhd_13343976"
"1207",2341200,"nhd_13343806"
"1208",988800,"nhd_13394503"
"1209",2373300,NA
"1210",2665900,"nhd_2267065"
"1211",1573800,"nhd_13394953"
"1212",2189200,"nhd_12980661"
"1213",2197600,"nhd_12980639"
"1214",2615900,"nhd_13105149"
"1215",2615400,"nhd_2647170"
"1216",466800,"nhd_6808090"
"1217",187700,"nhd_9029065"
"1218",2174700,"nhd_13104083"
"1219",1621000,"nhd_13391805"
"1220",1701800,"nhd_13135399"
"1221",87300,NA
"1222",742230,NA
"1223",2635900,"nhd_2643966"
"1224",2338300,"nhd_13343660"
"1225",2403200,"nhd_13119266"
"1226",418300,"nhd_6810874"
"1227",289400,"nhd_9032625"
"1228",199700,"nhd_9032807"
"1229",278800,"nhd_9032825"
"1230",192300,"nhd_9036049"
"1231",1315000,"nhd_14705926"
"1232",2397400,NA
"1233",2329400,"nhd_13343686"
"1234",293300,"nhd_9029969"
"1235",2433600,"nhd_13120904"
"1236",2740900,"nhd_2261021"
"1237",2963800,"nhd_11949795"
"1238",2881200,"nhd_1797361"
"1239",101700,"nhd_6866477"
"1240",155570,"nhd_6866417"
"1241",103600,"nhd_6866481"
"1242",38200,"nhd_12161226"
"1243",42200,"nhd_12161246"
"1244",1006500,"nhd_13631635"
"1245",2094000,"nhd_13081151"
"1246",2902900,"nhd_120052408"
"1247",2399700,"nhd_13120880"
"1248",1612500,"nhd_13393943"
"1249",2329800,NA
"1250",2472500,NA
"1251",2267100,"nhd_12987583"
"1252",2395500,"nhd_13120868"
"1253",2453500,"nhd_2266007"
"1254",2321100,"nhd_13344186"
"1255",2489000,"nhd_1852513"
"1256",2709100,"nhd_1852669"
"1257",2269900,"nhd_12988155"
"1258",1540300,"nhd_13393467"
"1259",2673200,"nhd_2265985"
"1260",2401100,"nhd_13119334"
"1261",2677700,"nhd_2266267"
"1262",972100,"nhd_13393625"
"1263",839100,"nhd_13284384"
"1264",2374600,"nhd_13121372"
"1265",1569900,"nhd_13395097"
"1266",1023100,"nhd_13395027"
"1267",581400,"nhd_6817056"
"1268",2627800,"nhd_2643994"
"1269",630100,NA
"1270",1564400,"nhd_13395391"
"1271",420400,"nhd_6808252"
"1272",740600,"nhd_14767210"
"1273",197300,"nhd_9036213"
"1274",1378100,NA
"1275",1322400,"nhd_14705708"
"1276",108000,NA
"1277",278600,"nhd_9032837"
"1278",245800,"nhd_9036267"
"1279",159900,"nhd_6866565"
"1280",107700,"nhd_6866687"
"1281",802000,NA
"1282",930700,"nhd_13411474"
"1283",200,NA
"1284",1322400,NA
"1285",1735000,"nhd_13134973"
"1286",283600,"nhd_9030051"
"1287",1713200,"nhd_13134693"
"1288",68300,"nhd_12174574"
"1289",245600,NA
"1290",58900,"nhd_12176178"
"1291",158700,"nhd_6866527"
"1292",241100,"nhd_9035993"
"1293",1391200,"nhd_14703982"
"1294",1667600,NA
"1295",60800,"nhd_12176166"
"1296",28100,"nhd_12162796"
"1297",759000,"nhd_14767918"
"1298",761700,"nhd_14767798"
"1299",879400,"nhd_13424979"
"1300",750800,"nhd_14767980"
"1301",816000,"nhd_13294688"
"1302",738400,"nhd_14783893"
"1303",2426600,"nhd_13117684"
"1304",2334900,"nhd_13343428"
"1305",1861100,"nhd_13117740"
"1306",1844100,"nhd_13345576"
"1307",1875200,"nhd_13117752"
"1308",1861100,"nhd_13117718"
"1309",1856100,"nhd_13343876"
"1310",2728400,NA
"1311",2338100,"nhd_13343684"
"1312",2435800,"nhd_13118764"
"1313",2494500,"nhd_1850109"
"1314",2334300,"nhd_13343686"
"1315",1571800,"nhd_13394765"
"1316",1885300,"nhd_13078321"
"1317",501900,"nhd_6816856"
"1318",2275100,"nhd_13349716"
"1319",1527800,"nhd_13394447"
"1320",1871900,"nhd_13078253"
"1321",1586600,"nhd_13394539"
"1322",1880200,"nhd_13078261"
"1323",755800,"nhd_14767870"
"1324",2902800,"nhd_120052408"
"1325",1871800,"nhd_13343634"
"1326",417700,"nhd_6808552"
"1327",1848100,NA
"1328",2638700,"nhd_2643810"
"1329",2204000,"nhd_12980561"
"1330",345100,"nhd_9029605"
"1331",1753500,"nhd_13132685"
"1332",1628450,"nhd_13391595"
"1333",270200,"nhd_9032697"
"1334",1712800,"nhd_13132871"
"1335",161100,"nhd_6866589"
"1336",2336700,"nhd_13343420"
"1337",2329000,"nhd_13343536"
"1338",2045600,"nhd_13345482"
"1339",2428900,"nhd_13117656"
"1340",2481600,"nhd_1850151"
"1341",1020300,"nhd_13391721"
"1342",1844700,"nhd_13344034"
"1343",2674100,"nhd_1855081"
"1344",1003000,"nhd_13391823"
"1345",2706300,"nhd_1855143"
"1346",1875300,NA
"1347",2245100,"nhd_12991513"
"1348",639800,"nhd_6840649"
"1349",439800,"nhd_6808108"
"1350",989500,NA
"1351",1467800,"nhd_14729168"
"1352",1021100,"nhd_14726396"
"1353",540600,"nhd_6820636"
"1354",2349700,"nhd_13124046"
"1355",1000100,"nhd_14729152"
"1356",1408800,"nhd_14701258"
"1357",2721600,"nhd_1850253"
"1358",2719400,"nhd_1850277"
"1359",255300,"nhd_9036051"
"1360",1030400,NA
"1361",139300,"nhd_12009942"
"1362",740800,"nhd_14767114"
"1363",838300,"nhd_13284380"
"1364",807400,NA
"1365",1609100,"nhd_13393943"
"1366",1389800,"nhd_14703994"
"1367",2272000,"nhd_12988617"
"1368",2903800,"nhd_1813379"
"1369",2759600,"nhd_1813391"
"1370",2450900,"nhd_2266645"
"1371",2657200,"nhd_2266671"
"1372",2396900,"nhd_13121022"
"1373",104800,"nhd_6864363"
"1374",1678200,"nhd_13138501"
"1375",117400,"nhd_6864403"
"1376",1593200,"nhd_13391743"
"1377",2330800,"nhd_13343914"
"1378",2436400,"nhd_13118892"
"1379",2710800,"nhd_1850235"
"1380",1592700,"nhd_13391815"
"1381",1621800,"nhd_13391805"
"1382",2434700,"nhd_120053682"
"1383",2475300,"nhd_1855123"
"1384",1847800,"nhd_13346492"
"1385",2017500,NA
"1386",2458900,"nhd_2267435"
"1387",702500,"nhd_6842347"
"1388",2169200,"nhd_13124182"
"1389",1764400,"nhd_14729246"
"1390",188700,"nhd_9026583"
"1391",494200,"nhd_6808414"
"1392",2454400,"nhd_2647286"
"1393",1854400,"nhd_13124278"
"1394",2346000,"nhd_13124166"
"1395",2499000,"nhd_2647474"
"1396",497000,"nhd_6808264"
"1397",2882200,"nhd_1797365"
"1398",2772800,"nhd_1801907"
"1399",2858000,"nhd_1803623"
"1400",2487100,"nhd_2260757"
"1401",2495300,"nhd_2260761"
"1402",2898200,"nhd_1816257"
"1403",565500,"nhd_6816892"
"1404",516800,NA
"1405",1882500,"nhd_13078533"
"1406",56600,"nhd_12175160"
"1407",2109800,"nhd_13078817"
"1408",1245800,"nhd_13634451"
"1409",647500,NA
"1410",859900,"nhd_13290632"
"1411",2217000,"nhd_12979423"
"1412",1369900,NA
"1413",1516500,NA
"1414",761100,"nhd_14767794"
"1415",2954800,"nhd_6792027"
"1416",1013500,"nhd_13393359"
"1417",2496900,"nhd_1852475"
"1418",2332000,"nhd_13346476"
"1419",2470600,"nhd_1852599"
"1420",2553000,NA
"1421",1619700,"nhd_13393429"
"1422",1592500,"nhd_13393349"
"1423",2452600,"nhd_1852579"
"1424",2266100,"nhd_12990885"
"1425",2706500,"nhd_1855289"
"1426",1839100,"nhd_13346456"
"1427",2464500,"nhd_1855171"
"1428",692700,"nhd_6842251"
"1429",1000000,"nhd_13393553"
"1430",1861300,NA
"1431",692600,"nhd_6842255"
"1432",2289000,NA
"1433",2279800,"nhd_13349370"
"1434",2475700,"nhd_1855509"
"1435",1572200,"nhd_13394953"
"1436",1571100,"nhd_13395039"
"1437",1010800,"nhd_13395103"
"1438",1859400,"nhd_12991823"
"1439",2080000,NA
"1440",997300,"nhd_14725496"
"1441",498900,"nhd_6819664"
"1442",1863000,"nhd_13124204"
"1443",2195300,"nhd_12980723"
"1444",325400,"nhd_9029771"
"1445",1670830,NA
"1446",2898500,"nhd_1816277"
"1447",2494900,"nhd_2260791"
"1448",2750200,NA
"1449",2857700,"nhd_1803771"
"1450",2954500,"nhd_6792411"
"1451",2936800,"nhd_1813875"
"1452",2734100,"nhd_1849481"
"1453",2300900,NA
"1454",2503500,"nhd_1849643"
"1455",2936200,"nhd_1813947"
"1456",824400,"nhd_13294418"
"1457",2094600,"nhd_13081183"
"1458",1760000,"nhd_13131955"
"1459",1494600,"nhd_14726654"
"1460",1220200,"nhd_13634379"
"1461",2149900,"nhd_13134581"
"1462",2744500,"nhd_2260879"
"1463",672900,"nhd_6842339"
"1464",2662400,"nhd_2266673"
"1465",246500,"nhd_9036249"
"1466",396500,"nhd_9022741"
"1467",634300,"nhd_120052171"
"1468",242800,"nhd_9033933"
"1469",2068000,"nhd_120053694"
"1470",2088000,"nhd_13081465"
"1471",804600,"nhd_120052351"
"1472",262800,"nhd_9035997"
"1473",1848900,"nhd_13346470"
"1474",2322500,"nhd_13346652"
"1475",2320800,"nhd_13344200"
"1476",2458800,"nhd_1855281"
"1477",2706800,"nhd_1855411"
"1478",2448000,"nhd_13121014"
"1479",2324000,"nhd_13346740"
"1480",702200,"nhd_6842347"
"1481",1596600,"nhd_13393521"
"1482",2458300,"nhd_2266227"
"1483",2715900,"nhd_1852695"
"1484",2450100,"nhd_2266165"
"1485",2261700,NA
"1486",1600300,"nhd_13396013"
"1487",2451200,"nhd_2266407"
"1488",2448800,"nhd_13121122"
"1489",1605600,"nhd_13394067"
"1490",617000,"nhd_6842927"
"1491",1577000,"nhd_13395305"
"1492",1833000,"nhd_13121478"
"1493",2100300,"nhd_13079093"
"1494",2620600,"nhd_2646368"
"1495",634500,NA
"1496",2368700,"nhd_13121446"
"1497",1667800,"nhd_13131937"
"1498",1763900,"nhd_13131943"
"1499",523000,"nhd_6819810"
"1500",2178400,"nhd_13104005"
"1501",2502800,"nhd_2647588"
"1502",523500,NA
"1503",2072600,"nhd_13084143"
"1504",1427400,"nhd_14730156"
"1505",1405200,"nhd_14701714"
"1506",315600,"nhd_9033815"
"1507",2205600,"nhd_12980487"
"1508",2880300,"nhd_1797377"
"1509",2860400,NA
"1510",2865000,"nhd_166766569"
"1511",2448700,"nhd_13120972"
"1512",2654500,"nhd_2266091"
"1513",1856700,"nhd_13121012"
"1514",2709400,"nhd_1852727"
"1515",677100,"nhd_6842429"
"1516",675800,"nhd_6842443"
"1517",1851400,"nhd_12991193"
"1518",2677900,"nhd_2268385"
"1519",2390500,"nhd_13121056"
"1520",2286900,"nhd_13349600"
"1521",129800,"nhd_120052443"
"1522",362500,NA
"1523",2614600,NA
"1524",2461600,"nhd_2648012"
"1525",1412200,"nhd_14731996"
"1526",1427400,"nhd_14730156"
"1527",1597600,"nhd_13394241"
"1528",1794700,NA
"1529",2756200,"nhd_1797409"
"1530",181700,"nhd_9032359"
"1531",862200,NA
"1532",2714500,"nhd_1853025"
"1533",2475100,NA
"1534",1881500,"nhd_13121180"
"1535",1980600,NA
"1536",1000700,NA
"1537",1252300,NA
"1538",340,NA
"1539",77600,"nhd_12174538"
"1540",22100,"nhd_12162904"
"1541",2485700,"nhd_2644204"
"1542",990100,"nhd_13395353"
"1543",200100,"nhd_166766632"
"1544",1179400,"nhd_13394407"
"1545",2394100,"nhd_13121246"
"1546",2277200,"nhd_13349608"
"1547",2459100,"nhd_2266625"
"1548",503300,"nhd_6816830"
"1549",399200,"nhd_9028145"
"1550",995300,"nhd_13398997"
"1551",1558400,"nhd_13399225"
"1552",2629300,"nhd_2646510"
"1553",1451700,"nhd_14726286"
"1554",545400,"nhd_6819514"
"1555",388500,"nhd_9026429"
"1556",373500,"nhd_9026471"
"1557",398600,"nhd_9028505"
"1558",455400,"nhd_6808742"
"1559",2174700,"nhd_13104083"
"1560",1177600,"nhd_14701794"
"1561",240800,"nhd_9029911"
"1562",2917200,"nhd_1813681"
"1563",2750200,NA
"1564",2770700,"nhd_1816203"
"1565",2762000,"nhd_1816211"
"1566",2949200,"nhd_1813727"
"1567",1831700,"nhd_13343204"
"1568",2302300,"nhd_13345384"
"1569",2484600,"nhd_1849489"
"1570",2953800,"nhd_6792319"
"1571",2306300,"nhd_13345378"
"1572",2958500,"nhd_6791805"
"1573",2468000,"nhd_1849635"
"1574",2489300,"nhd_1816669"
"1575",2599800,"nhd_2261019"
"1576",2460000,"nhd_1849601"
"1577",2497000,"nhd_1849917"
"1578",2426400,"nhd_13117734"
"1579",1837700,"nhd_13117674"
"1580",1630100,"nhd_13391477"
"1581",996100,"nhd_13394369"
"1582",591800,"nhd_6842593"
"1583",1852500,"nhd_13078113"
"1584",1877000,"nhd_13078251"
"1585",587900,"nhd_6847713"
"1586",540600,"nhd_6820636"
"1587",1878200,"nhd_13124004"
"1588",2619100,"nhd_2646734"
"1589",1005900,NA
"1590",1855100,"nhd_13104079"
"1591",443500,"nhd_120052162"
"1592",995200,"nhd_13343992"
"1593",2670600,"nhd_120053127"
"1594",591300,"nhd_14443274"
"1595",2321400,"nhd_13344050"
"1596",2433100,"nhd_13118880"
"1597",2493700,"nhd_2265933"
"1598",2724900,"nhd_1852547"
"1599",1009900,"nhd_13393383"
"1600",2674500,NA
"1601",2485400,"nhd_1855239"
"1602",1840800,"nhd_13120918"
"1603",2433800,"nhd_13120876"
"1604",1523500,"nhd_13394761"
"1605",2378200,"nhd_13121376"
"1606",1572300,"nhd_13394953"
"1607",1858100,"nhd_13078895"
"1608",1377100,"nhd_120052587"
"1609",1009500,"nhd_14726374"
"1610",1443900,NA
"1611",2201400,NA
"1612",1466600,"nhd_14729148"
"1613",417900,"nhd_6808210"
"1614",2352500,"nhd_13124180"
"1615",2489800,"nhd_2647462"
"1616",533300,"nhd_6819638"
"1617",1018300,"nhd_13390399"
"1618",1516400,"nhd_13395257"
"1619",2150200,"nhd_13105805"
"1620",279300,"nhd_9032773"
"1621",499200,"nhd_6842851"
"1622",1000800,"nhd_14704072"
"1623",184100,"nhd_9036069"
"1624",106500,"nhd_6866503"
"1625",38500,NA
"1626",42800,"nhd_12161136"
"1627",168300,"nhd_6866533"
"1628",102000,"nhd_6866539"
"1629",448200,NA
"1630",742250,"nhd_14767604"
"1631",2459400,"nhd_1849821"
"1632",2490500,"nhd_2644256"
"1633",702400,"nhd_6842347"
"1634",2754400,"nhd_1797457"
"1635",2771200,"nhd_1816095"
"1636",2894200,"nhd_1813495"
"1637",2832400,"nhd_1797511"
"1638",1013200,"nhd_13393667"
"1639",2655300,"nhd_2266531"
"1640",2466400,"nhd_2264051"
"1641",2466400,"nhd_2264061"
"1642",186400,"nhd_9036139"
"1643",189600,"nhd_9036197"
"1644",248300,"nhd_9036241"
"1645",102600,"nhd_6866511"
"1646",8000,"nhd_12161256"
"1647",2306200,"nhd_13345290"
"1648",778400,"nhd_13290834"
"1649",2489700,"nhd_2647974"
"1650",2755200,"nhd_1813407"
"1651",2638400,"nhd_2643856"
"1652",2390800,"nhd_13120978"
"1653",2643500,"nhd_13080361"
"1654",2332700,"nhd_13344132"
"1655",1516500,"nhd_13395257"
"1656",1516500,NA
"1657",2152600,NA
"1658",2287200,NA
"1659",2882300,"nhd_1797367"
"1660",2775700,"nhd_1797469"
"1661",2764000,"nhd_1797399"
"1662",2762400,"nhd_1816073"
"1663",2415300,NA
"1664",679900,"nhd_6842313"
"1665",2268100,"nhd_12991093"
"1666",1603800,"nhd_13393737"
"1667",1022900,"nhd_13393567"
"1668",968800,"nhd_13393597"
"1669",2675200,"nhd_2266141"
"1670",14400,"nhd_12162314"
"1671",2742500,"nhd_2260921"
"1672",1590000,"nhd_13394109"
"1673",1013000,"nhd_13395181"
"1674",635100,"nhd_6840783"
"1675",1835100,"nhd_13079049"
"1676",2450800,"nhd_2267437"
"1677",1176700,"nhd_13395267"
"1678",2627400,"nhd_2644214"
"1679",2230100,"nhd_13350068"
"1680",2081200,"nhd_13080711"
"1681",2623600,NA
"1682",525900,"nhd_6818344"
"1683",427900,"nhd_6808430"
"1684",533600,"nhd_6819690"
"1685",894700,"nhd_13409672"
"1686",2143900,"nhd_13096378"
"1687",1403200,NA
"1688",1396900,NA
"1689",1727200,"nhd_13134733"
"1690",82900,"nhd_12172926"
"1691",1711500,"nhd_13134701"
"1692",273800,"nhd_9035767"
"1693",1490300,"nhd_14726148"
"1694",2633700,"nhd_2646850"
"1695",417300,"nhd_9026497"
"1696",474900,"nhd_6808028"
"1697",161900,"nhd_120052444"
"1698",1280400,"nhd_13652598"
"1699",30300,"nhd_12160852"
"1700",827500,"nhd_13290922"
"1701",9700,NA
"1702",1717100,NA
"1703",1701400,"nhd_13135345"
"1704",84600,"nhd_12172970"
"1705",2630200,"nhd_2646522"
"1706",1649300,"nhd_2453852"
"1707",1660800,NA
"1708",2680300,NA
"1709",1587400,"nhd_13394451"
"1710",1543900,"nhd_13394077"
"1711",971600,"nhd_13394347"
"1712",2243800,"nhd_12991565"
"1713",741800,"nhd_14767814"
"1714",1694700,NA
"1715",196900,NA
"1716",101300,"nhd_6864295"
"1717",58000,"nhd_12175102"
"1718",64200,"nhd_12175128"
