43.67206093,-92.9718386,8
44.89662953,-93.56473256,9
44.88645161,-93.46881123,10
45.56135133,-96.44396902,11
44.19673204,-93.89609447,13
44.99316937,-93.33847984,14
44.19011573,-93.80212869,15
45.06433738,-93.68174837,16
45.9062865,-95.8103655,17
44.39299465,-93.32393543,18
44.41499366,-93.34159494,19
44.30945245,-93.91844382,20
45.40992204,-96.61179963,21
44.94180224,-93.31175871,22
45.27042477,-94.02649649,23
44.99316937,-93.33847984,24
45.10674448,-94.54001388,25
46.45509327,-94.34901297,26
46.86243201,-96.3739158,27
44.30698677,-94.73378058,29
44.18645696,-94.01703794,30
44.68609259,-95.53105159,31
48.38947826,-93.42448456,32
43.07828338,-88.9305651,33
44.8627981,-93.41399215,34
47.23271423,-95.64485816,35
45.56135133,-96.44396902,36
44.933078,-93.67518393,37
45.20147139,-93.50499265,38
45.07114547,-90.94280908,40
45.34159136,-89.20103417,41
44.13826755,-88.03803445,42
45.21430141,-92.57203735,43
43.65325655,-88.2103717,44
45.83989908,-91.82496915,45
44.13949341,-94.14919307,46
44.92173331,-93.30491681,47
45.26131521,-88.31174217,48
45.9955634,-92.1363665,49
45.39048333,-95.56945189,50
45.74124035,-92.58210679,51
43.04704463,-87.89281373,52
46.09332974,-91.98420612,53
45.98417696,-92.02095576,54
46.15332388,-92.17268314,55
44.1526759,-88.04917294,56
45.90936778,-92.33785407,57
42.67155945,-89.00701496,59
47.03807007,-95.54212595,65
45.36667676,-94.27488646,67
44.29176635,-96.24067422,71
45.04825968,-92.82335736,75
45.34186064,-93.75535143,78
43.6917033,-90.79605026,79
45.57862703,-94.40001761,80
43.9816586,-90.52329629,82
44.74802475,-89.85301031,83
44.19673204,-93.89609447,85
44.58704997,-92.54846056,86
45.37219119,-89.27080306,87
44.80827814,-91.52200083,88
45.0528229,-93.33602502,89
44.88055571,-91.4432932,90
44.99339135,-93.47190337,91
45.49596096,-93.93744063,92
47.66988994,-94.88876055,93
44.70063382,-93.47393938,97
45.09179754,-93.46332218,98
45.35151844,-93.10771975,99
45.10908146,-93.22874702,100
44.03284961,-92.45710574,103
45.98660083,-92.08007371,104
45.31742652,-94.03925905,105
45.91840533,-92.03857997,106
45.83989908,-91.82496915,107
45.44648361,-94.0449562,108
46.62410774,-92.45966384,109
45.82651967,-92.32196459,110
43.89157965,-93.34907033,111
45.37450514,-89.20725604,112
44.14013492,-94.61240974,116
45.20829686,-93.99639833,118
45.03060623,-93.41547368,119
44.03284961,-92.45710574,120
44.0481717,-93.87552076,122
45.03514563,-93.12234022,123
45.05503776,-93.43318157,126
44.18645696,-94.01703794,127
43.53082613,-89.25405711,129
46.64569493,-94.23088279,130
44.65432575,-92.71523537,132
44.18645696,-94.01703794,133
44.40466547,-96.35823491,135
43.61533593,-95.61783041,136
43.9081651,-91.05495245,143
43.67206093,-92.9718386,147
45.83886943,-88.67546577,154
45.06947947,-93.01733835,157
45.43506901,-88.94646064,158
44.23047642,-93.60773045,159
43.64752218,-90.34383424,160
45.1742503,-93.74340625,162
45.95832817,-91.94317308,164
45.55722544,-89.7317286,165
45.35987337,-93.9590564,167
45.04014257,-93.32144706,168
44.1860565,-92.47522574,169
44.10935686,-94.20297868,171
47.38774647,-94.71777627,172
45.0773045,-92.98046871,173
45.11415825,-93.01556735,174
45.15669697,-92.80446526,175
44.71693182,-93.42622552,176
46.89872693,-92.30978578,177
45.27360091,-92.94888467,178
45.05270142,-94.05342573,179
43.89157965,-93.34907033,180
44.18627016,-93.61422323,181
44.7405488,-92.84055839,182
45.43506901,-88.94646064,184
44.9889298,-93.55790113,185
45.86877783,-89.89511093,186
44.21035495,-93.70335415,187
44.45432375,-93.50141312,188
44.46206989,-93.49478657,189
45.00039541,-93.52097767,190
44.99316937,-93.33847984,191
44.95577368,-93.79855251,192
43.9816586,-90.52329629,193
47.00511353,-92.01038433,194
