Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Confidence.Of.Cause.Code,Cause.Category,Cause.Type,Mortality.Code,Detail.Cause.Type,Investigation.Start.Month,Cause.Category.4,Min.Kill.Size,Species,Acipenseridae,Amiidae,Catostomidae,Centrarchidae,Clupeidae,Cyprinidae,Esocidae,Gasterosteidae,Gobiidae,Ictaluridae,Lepisosteidae,Osmeridae,Percidae,Salmonidae,Sciaenidae,Bass,Bigmouth.Buffalo,Bowfin,Bluegill,Brown.Trout,Bullhead,Carp,Catfish,Channel.Catfish,Chub,Cisco,Crappie,Dace,Darter,Dogfish,Drum,Freshwater.Drum,Gar,Gizzard.Shad,Golden.Shiner,Largemouth.Bass,Minnow,Muskies,Northern.Pike,Perch,Pike,Pumpkinseed,Rainbow.Smelt,Rock.Bass,Round.Goby,Sauger,Sculpin,Shorthead.Redhorse,Smallmouth.Bass,Stickleback,Stonecat,Sturgeon,Suckerfish,Sunfish,Sunnies,Trout,Walleye,White.Sucker,Whitefish,Yellow.Perch,Lat,Long
694,410,POLK,WI,WHITE ASH LAKE,WHITE ASH LAKE_GENERAL LAKE STATION,2628600,121860,10004781,1379,4-Jun-09,Summer,Summer,2009,153,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,Fair Number,1,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
695,411,POLK,WI,WILD GOOSE LAKE,WILD GOOSE LAKE_GENERAL LAKE STATION,2600400,121885,10004971,562,12-Jun-07,Summer,Summer,2007,182,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,UNKNOWN,0,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
696,412,POLK,WI,WILD GOOSE LAKE,WILD GOOSE LAKE_GENERAL LAKE STATION,2600400,121885,10004971,1173,19-Jun-08,Summer,Summer,2008,182,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,UNKNOWN,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
697,413,PORTAGE,WI,PICKEREL LAKE,PICKEREL LAKE_GENERAL LAKE STATION,195900,112459,10005100,1108,1-May-08,Summer,Winter,2008,20,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,May,WINTERKILL,UNKNOWN,1,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
698,414,PORTAGE,WI,WISCONSIN R FL C3-STEVENS PT,STEVENS POINT FLOWAGE,1409400,130260,10012742,2559,11-May-11,Summer,Winter,2011,1200,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,May,WINTERKILL,UNKNOWN,1,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
699,415,PORTAGE,WI,WOLF LAKE,WOLF LAKE - DEEP HOLE,241100,71937,10014867,1107,1-May-08,Summer,Winter,2008,20,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,May,WINTERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
700,416,PRICE,WI,BIG DARDIS LAKE,BIG DARDIS LAKE_GENERAL LAKE STATION,2244200,109129,10005216,1481,23-Jun-09,Summer,Summer,2009,144,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jun,SUMMERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
701,417,PRICE,WI,BLOCKHOUSE LAKE,BLOCKHOUSE LAKE_GENERAL LAKE STATION,2256800,109203,10005234,1740,1-Jun-10,Summer,Summer,2010,242,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,Few,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
702,418,PRICE,WI,HULTMAN LAKE,HULTMAN LAKE_GENERAL LAKE STATION,1513900,110700,10022137,817,2-Mar-08,Winter,Winter,2008,NA,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Mar,WINTERKILL,Large Number,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
703,419,PRICE,WI,LAC SAULT DORE,LAC SAULT DORE_GENERAL LAKE STATION,2236800,122518,10005198,1448,15-Jun-09,Summer,Summer,2009,561,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jun,SUMMERKILL,Few,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
704,420,PRICE,WI,LAC SAULT DORE,LAC SAULT DORE_GENERAL LAKE STATION,2236800,122518,10005198,1802,10-Jun-10,Summer,Summer,2010,561,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,UNKNOWN,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
705,421,PRICE,WI,LAC SAULT DORE,LAC SAULT DORE_GENERAL LAKE STATION,2236800,122518,10005198,2039,12-Apr-11,Summer,Winter,2011,561,UNKNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,COMPOUND ENVIRONMENTAL STRESS,Apr,WINTERKILL,Few,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
706,422,PRICE,WI,LE TOURNEAU LAKE,LE TOURNEAU LAKE_GENERAL LAKE STATION,2286900,111160,10005269,1743,2-Jun-10,Summer,Summer,2010,124,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,Fair Number,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
707,423,PRICE,WI,LECLAIRE LAKE,LECLAIRE LAKE,2286800,34995321,10031319,1790,29-Mar-10,Winter,Winter,2010,27,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Mar,WINTERKILL,,1,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA
708,424,PRICE,WI,SCHNUR LAKE,SCHNUR LAKE_GENERAL LAKE STATION,2284000,112927,10005267,1475,6-Aug-07,Summer,Summer,2007,158,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Aug,SUMMERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
709,425,PRICE,WI,SCHNUR LAKE,SCHNUR LAKE_GENERAL LAKE STATION,2284000,112927,10005267,1464,19-Jun-09,Summer,Summer,2009,158,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jun,SUMMERKILL,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
710,426,PRICE,WI,SCHNUR LAKE,SCHNUR LAKE_GENERAL LAKE STATION,2284000,112927,10005267,1734,1-Jun-10,Summer,Summer,2010,158,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,Few,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
711,427,PRICE,WI,SOLBERG LAKE,SOLBERG LAKE_GENERAL LAKE STATION,2242500,123029,10005210,1431,15-Jun-09,Summer,Summer,2009,859,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jun,SUMMERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
712,428,PRICE,WI,STONE LAKE,STONE LAKE_GENERAL LAKE STATION,1513800,113327,10022175,3211,30-Mar-13,Winter,Winter,2013,87,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Mar,WINTERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
713,429,PRICE,WI,WILSON LAKE,WILSON LAKE_GENERAL LAKE STATION,2239400,123737,10005206,835,12-Mar-08,Winter,Winter,2008,351,KNOWN,NATURAL,UNKNOWN ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Mar,WINTERKILL,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
714,430,PRICE,WI,WILSON LAKE,WILSON LAKE_GENERAL LAKE STATION,2239400,123737,10005206,1800,2-Apr-10,Summer,Winter,2010,351,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Apr,WINTERKILL,Fair Number,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
715,431,RACINE,WI,EAGLE LAKE,EAGLE LAKE_GENERAL LAKE STATION,759800,122282,10007843,2953,9-Jul-12,Summer,Summer,2012,200,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jul,SUMMERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
716,432,RICHLAND,WI,SMITH HOLLOW CREEK,SMITH HOLLOW CRTEEK,1223000,104412,104412,25,17-Jul-04,Summer,Summer,2004,0.4,KNOWN,ANTHROPOGENIC,TOXICITY,SELECTIVE,ANTHROPOGENIC CONDITION,Jul,ANTHROPOGENIC CONDITION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
717,433,RICHLAND,WI,UNNAMED SINGLE-LINE STREAM T11N-R2W-S8,"UNNAMED STREAM (1192200) S OF ELK CREEK RD  T11N, R2W, STR. 8-5",1192200,30444081,10030543,2759,27-Apr-11,Summer,Winter,2011,1.7,KNOWN,ANTHROPOGENIC,TOXICITY,TOTAL,ANTHROPOGENIC CONDITION,Apr,ANTHROPOGENIC CONDITION,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
718,434,RICHLAND,WI,WILLOW CREEK,WILLOW CREEK,1220900,104411,104411,24,17-Jul-04,Summer,Summer,2004,11.25,KNOWN,ANTHROPOGENIC,TOXICITY,SELECTIVE,ANTHROPOGENIC CONDITION,Jul,ANTHROPOGENIC CONDITION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
719,435,ROCK,WI,BECKMANS MILLPOND,BECKMAN MILLPOND,874720,63903038,10037647,2734,22-Jun-12,Summer,Summer,2012,0.2,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Jun,SUMMERKILL,Fair Number,1,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
720,436,ROCK,WI,BOWERS LAKE,BOWERS LAKE_GENERAL LAKE STATION,774500,109282,10014615,3284,24-Apr-13,Summer,Winter,2013,25,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Apr,WINTERKILL,Massive,1,,,,,,,,,,,,,,,,1,UNKNOWN,1,UNKNOWN,0,UNKNOWN,1,UNKNOWN,0,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,0,UNKNOWN,UNKNOWN,0,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,NA,NA
721,437,ROCK,WI,CLEAR LAKE,CLEAR LAKE_GENERAL LAKE STATION,775000,109577,10005283,1168,10-Jun-08,Summer,Summer,2008,10,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
